 	non	ci	dimentichiamo	mai	</S>
e	0.801779604	0.05113909222	0.04406737148	0.051006049571	0.0520079229461
n	0.677177048	0.1685458936	0.0505770349008	0.0504571374871	0.0532428116909
è	0.299359884	0.484183662	0.049614513264	0.0646832301134	0.102158602389
n	0.399280768	0.416422184	0.0540782886	0.0590338056762	0.0711849651735
a	0.1809146522	0.592498378	0.0669524295	0.051280160792	0.108354469514
a	0.1529491348	0.605944222	0.1013202934	0.0678798505954	0.0719065827837
l	0.0636500928	0.419746166	0.340480968	0.086133018	0.0899896655
l	0.0761330908	0.1251117042	0.561190614	0.0952124674	0.14235220732
i	0.1546506456	0.20716789	0.360037272	0.0969758446	0.181168294
m	0.1192914044	0.263506981	0.198263454	0.186952507	0.2319856229
o	0.0279219558	0.0623815	0.676832	0.1194864856	0.1133781688
n	0.0667542516	0.1348477844	0.266913196	0.247639696	0.2838449652
i	0.01675325792	0.072898725	0.493058676	0.203613868	0.213675276
s	0.05843704616	0.0327835388	0.1658744434	0.49381791	0.2490869052
t	0.0170194384	0.027004117	0.3460493808	0.35958561	0.25034146
ù	0.006905543738	0.0277277272	0.3553213576	0.3020392388	0.3080061592
m	0.033778318976	0.01738783	0.10109304714	0.540781244	0.30695945
e	0.011363433288	0.025738364634	0.1877924246	0.433863442	0.341242391
s	0.022131308564	0.01746614032	0.03549450822	0.48379997	0.441108038
t	0.009565343974	0.025162556294	0.07360110652	0.4515296408	0.440141303
a	0.01442401534	0.0256585646	0.0720274369	0.4767000752	0.4111899202
m	0.0154292760564	0.02845312898	0.0403959311	0.453798392	0.461923232
à	0.007864980668	0.014419250276	0.10148936346	0.3637135004	0.51251283
i	0.03316477146	0.03841798788	0.069286315	0.391325898	0.467805048
</S>	0.0211430195347	0.0336324301608	0.0690584725	0.350410596	0.525755562
