 	l	anno	che	viene	devo	mangiare	molti	dolci	</S>
o	0.785152134	0.04462666464	0.0249390633992	0.0270060554749	0.0236448435968	0.0234756069772	0.0235217781618	0.0234613223768	0.0241724862608
c	0.6024621932	0.1769684206	0.033696207156	0.028306337033	0.0283583676774	0.0277524620538	0.0301807481907	0.0410919367627	0.0311833225064
h	0.2281482552	0.448563841	0.09443593966	0.031345510856	0.033147178837	0.0356301263503	0.0334934513546	0.0465904551044	0.0486452352941
r	0.164499288	0.571473492	0.0500655944	0.03421643178	0.036118595948	0.0318779702628	0.0341666784356	0.0425837336547	0.0349981872405
ò	0.1984324284	0.510866174	0.0705917268	0.0352828623732	0.042587117987	0.0318962675338	0.0313620672509	0.0428819601822	0.0360994468011
n	0.2382577824	0.403092792	0.1734866844	0.03533005884	0.032218945479	0.0303979358951	0.0267667093756	0.0278281645123	0.0326209235207
o	0.1463753808	0.424890474	0.1909981728	0.07108068926	0.0406745495194	0.0282093621011	0.0260991641527	0.0315744073428	0.0400977742892
k	0.0714637604	0.145957704	0.512816878	0.0945114326	0.038922902766	0.0320393342955	0.0258343862725	0.0299095570639	0.0485441268809
a	0.06167981016	0.1423615294	0.404611968	0.181940156	0.04993085672	0.04122942296	0.0282435909948	0.0330211112486	0.0569814194437
m	0.0535928054	0.0715185631	0.406528261	0.245563236	0.056936498	0.0347457270702	0.0239589310123	0.0315766236249	0.0755792264843
b	0.03971827253	0.0579294456	0.236047148	0.2735045632	0.06990781708	0.1101834562	0.076106493758	0.06117504791	0.0754275236289
è	0.04183096758	0.161239727	0.1794119782	0.21532593892	0.0669581724	0.076563202602	0.05494671538	0.0636107831705	0.140112655607
n	0.0228530712	0.0587573754	0.2056325734	0.268066344	0.233178831	0.056979818824	0.0197408166396	0.0212053258121	0.11358592713
n	0.04500695404	0.06765993068	0.227962076	0.3061552288	0.1385450974	0.0535657812	0.02194944352	0.03239339938	0.106762007158
i	0.07831827352	0.077950122	0.142284004	0.2369024992	0.1671532	0.111046684	0.0381640726	0.044226997208	0.103954082773
è	0.017909936474	0.020445103	0.0482659636	0.1575927426	0.335935912	0.2151414748	0.02537261782	0.031166001718	0.14817026414
n	0.010824546814	0.01540682632	0.04685350466	0.16722569826	0.3536704447	0.2128590192	0.03451781468	0.02185395666	0.13678815216
a	0.0450789193832	0.05593348092	0.0890986803	0.1067753874	0.248148416	0.185278082	0.0378568136	0.040598221526	0.19123189944
f	0.022065311184	0.0236354154	0.031129219724	0.057397742248	0.19299918832	0.35764728	0.0588846954	0.0868141471	0.16942725456
à	0.0265666061374	0.0297210381	0.042453165332	0.055759095596	0.12969255274	0.297836746	0.1249674074	0.08732643132	0.20567697802
o	0.013657193118	0.02014777624	0.030608619106	0.060004881874	0.23571339726	0.23940862	0.114139766	0.1408906746	0.14542913372
p	0.0088811737116	0.009530687388	0.0150849494696	0.0303820407741	0.071569464542	0.292240855	0.1920765676	0.2932447382	0.0869896149
o	0.010615746048	0.0123455835	0.020194121276	0.03523702449	0.06780823166	0.1390015056	0.3087345488	0.1938983894	0.2121647934
d	0.0108350840074	0.0119567273436	0.0177441234766	0.0228721965368	0.049888070818	0.09605859612	0.2932569776	0.30862802	0.188760266
d	0.006671214356	0.00769320817	0.0119171005344	0.0202186003208	0.03685964902	0.0596197638	0.3643147772	0.233707508	0.258997973
h	0.0026774115642	0.0105547105864	0.0147467119648	0.0220849913112	0.03502391876	0.041653467838	0.49403698	0.204748302	0.174473445234
à	0.0033835498292	0.007809261416	0.0093661618934	0.0129247024	0.01941578448	0.03601355571	0.379428102	0.324786942	0.2068719662
g	0.006548649058	0.00747414528	0.011937058508	0.013449228512	0.04441710792	0.04577889508	0.1823685448	0.515133456	0.17289302
l	0.0129289632388	0.0146618711228	0.0182489473786	0.0139696020488	0.027450614614	0.0254186579	0.291618572	0.454204018	0.1414986586
i	0.0097599568474	0.019981067172	0.0129401179702	0.0135013795728	0.022673180494	0.048825348974	0.3472460888	0.3086150926	0.21645778404
c	0.0080440313086	0.0127083395824	0.0070093070156	0.0059751865142	0.010773381634	0.02166095736	0.0976216494	0.55502746	0.281179802
è	0.014442221802	0.014928732319	0.0113943272214	0.0035244599266	0.01174744356	0.01033127008	0.1156887582	0.6018617	0.216081058
a	0.0070275385426	0.0075431308274	0.0089152428488	0.0083071251	0.02758711584	0.02854074596	0.075378475	0.59580543	0.240895204
</S>	0.00623826310594	0.0103519602518	0.00911465146166	0.00791617676288	0.017841179173	0.02732931928	0.0627949612	0.48410144	0.374311996
