 	se	avessi	visto	il	tempo	avessi	visto	le	nuvole	e	non	avevo	uscito	per	bagnarmi	</S>
a	0.7327366672	0.0559427482	0.020286708428	0.01543277973	0.016536173556	0.0144456185611	0.0144400627629	0.0144019537074	0.0144177195548	0.0144333099212	0.0147569540188	0.0143579024867	0.0144379770813	0.0143091193555	0.0143500579625	0.0147142747211
n	0.541282006	0.1786996812	0.033394452808	0.0211712547489	0.0184530801268	0.0177807389957	0.0178754203946	0.0176233208778	0.0183476605128	0.0175476274919	0.0167761779261	0.0177301168926	0.0183332086797	0.0199310892136	0.0234114462075	0.021642893683
ì	0.1077746952	0.351440484	0.1944461234	0.0364761993	0.023457188916	0.0239677394064	0.0238603216011	0.0229721511853	0.023570939829	0.0231222601205	0.0177074127825	0.0228546221435	0.0231082337989	0.0236700244461	0.0306072735459	0.0509643514602
c	0.0605816134	0.363409258	0.32270635	0.0640013877	0.0175857953	0.0176373100666	0.0164372249177	0.0146501263102	0.0164856494498	0.0151278506473	0.0133373401959	0.015564603856	0.0156211906554	0.0147172867458	0.0152933353604	0.0168436707719
h	0.06715628088	0.3172256444	0.3053115894	0.0685564244	0.02323679846	0.029820503644	0.0238808366618	0.0174736925356	0.0257353050276	0.0179832708068	0.0140118253306	0.0194066610754	0.0180520012856	0.0152011134239	0.0153753378236	0.0215726987094
a	0.226906961	0.262357604	0.2017970112	0.0653188126	0.02539811295	0.0228967730787	0.0217847116836	0.0197345287307	0.021754344866	0.0193561820755	0.0158619839198	0.0198963221071	0.0197187420555	0.0192275937528	0.0191939881263	0.0187964376485
t	0.0617232648	0.1189310472	0.4705640388	0.1117229288	0.021360431266	0.023956262258	0.0214497867228	0.0181802592268	0.0197055029372	0.0178271196704	0.0174477440088	0.0176944863602	0.0176894785802	0.0179038816566	0.0216557533881	0.0221880908283
o	0.05699056076	0.095655572	0.425906248	0.1413562	0.02882204186	0.02557009872	0.024043380094	0.0227287357643	0.0235088022219	0.021748961116	0.0182138763425	0.0200030201669	0.0197879316169	0.0206079131055	0.024453898256	0.0306027495064
r	0.0408194102	0.0663090638	0.2437679884	0.3730260446	0.0307626488	0.0217499443376	0.0211483641155	0.0206910464879	0.0207842627021	0.0214962221273	0.0205356375098	0.0193747304227	0.0189866580188	0.0198585619906	0.024504184973	0.0361851364559
ì	0.030530216714	0.051188057	0.2946560128	0.3145985034	0.0380484925	0.02705024478	0.02360183687	0.0209348289788	0.0221902651153	0.0237226215213	0.0194616829599	0.0224896902919	0.0195755310902	0.0183528691879	0.0224783488172	0.0511207104207
s	0.04197282538	0.0617977708	0.2071431954	0.402387648	0.0597254924	0.026346416288	0.0229191063596	0.0198536544763	0.0228545094961	0.0211068807177	0.0183787289863	0.0200264756466	0.0172231775241	0.0153413894406	0.0164183573264	0.0265043981955
o	0.027944078184	0.0519100956	0.2969653072	0.305819254	0.0615528242	0.03446721574	0.0282557674	0.0254601370783	0.028654367898	0.0197477211545	0.0176053176718	0.0178773288943	0.0176801328553	0.0148290782997	0.0212559460652	0.0299755409232
n	0.03554588268	0.044170363086	0.1124267714	0.3845144314	0.2034686496	0.02652266586	0.021681672842	0.0197511432432	0.0201985135328	0.0199609830905	0.0189416432728	0.0176075735137	0.0162626970618	0.0164120538458	0.0182967592401	0.0242381898352
t	0.0247533185953	0.03164311954	0.0756757916	0.4014732968	0.167366116	0.0484719258	0.04445385996	0.032611796494	0.04083659134	0.0195505380514	0.0165861626891	0.0188223370595	0.0168293797409	0.0163177682928	0.0167366386828	0.0278715242302
