 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.763050964	0.05012598048	0.035335027188	0.028693370256	0.028463217834	0.028685139713	0.0348784557531	0.0307678996575
g	0.597309112	0.1566146024	0.054044618776	0.040251430198	0.0412992696423	0.0363050807874	0.0386081464559	0.0355677310046
r	0.270089932	0.3487799	0.1853153568	0.036056924984	0.037235707262	0.030468267424	0.0391383352886	0.0529156515522
a	0.336949368	0.356043722	0.133574446797	0.035556885352	0.0346527480018	0.0312421045629	0.0364215171288	0.0355591122095
t	0.1437208592	0.422905582	0.2651811774	0.033312095368	0.0304955032542	0.0304652502284	0.0360688954229	0.0378505226203
s	0.0696559724	0.3510749092	0.3367023658	0.080556345788	0.05183718896	0.02957714272	0.0261922515392	0.054403840681
a	0.087010404	0.3677376368	0.29187919852	0.0671982678848	0.052622213724	0.0326919434809	0.0387374216861	0.062122999719
è	0.0752942246	0.134323224	0.495725996	0.10435806888	0.04174341515	0.0391669296748	0.0456370975283	0.063751141059
n	0.045019333	0.06795794754	0.575289137	0.150862191	0.0457682104	0.0349242166746	0.0287181897316	0.0514607650163
a	0.04949006394	0.1015634194	0.433152678	0.239450978	0.0572984308	0.027225405208	0.0281844122902	0.0636346312557
n	0.0702624674	0.093031547	0.175988054	0.379873806	0.116064268	0.045911132232	0.0425859015216	0.076282841051
g	0.024176894374	0.04576110076	0.109613071	0.46970377	0.193453548	0.0485112633	0.017889116392	0.090891379232
r	0.0467887467	0.0999342688	0.07199324866	0.19155856532	0.2746480772	0.08188452	0.040278566011	0.192913902096
à	0.0158966146	0.0408313206	0.04629501892	0.20785548704	0.485660868	0.0645159712	0.0246136409968	0.114331109252
m	0.02841343032	0.0249925261	0.098452879	0.2363482396	0.3697084248	0.06862614274	0.03258968914	0.140868545068
m	0.015651394868	0.03549244635	0.07147960312	0.1792432036	0.424387754	0.076703622	0.04409389156	0.15294798496
a	0.0386627886	0.0715898202	0.047481918	0.2051086702	0.311708394	0.118498943	0.0788980828372	0.128051226992
a	0.016457235962	0.018108091846	0.025037098556	0.09166350554	0.18403962666	0.3480488862	0.15244531	0.1642001968
d	0.009975857649	0.011731899774	0.018105629109	0.05846103102	0.118044182868	0.3681566186	0.283448612	0.1320760054
r	0.01345340352	0.016559766864	0.026658773168	0.0582645856	0.1251028032	0.401020322	0.12810409	0.230836352
e	0.003121373254	0.011998175166	0.00786365046	0.03262270342	0.098172257	0.439352238	0.180156574	0.22671318046
f	0.00831232826	0.0089920306516	0.00969811348	0.036501812838	0.03547728304	0.157780369	0.449988568	0.293249502
ù	0.0097789148224	0.0101006499108	0.01450978935	0.03773009128	0.0623721594	0.1574049024	0.449474282	0.258629276
m	0.007992569664	0.01320109675	0.0125221319	0.029830965852	0.0567190182	0.1173807988	0.477749044	0.2846044946
m	0.007918271444	0.017665733947	0.027200506752	0.055805802644	0.06258713672	0.1186807446	0.449040408	0.26110137
u	0.00683336020127	0.0192477878862	0.0098400858854	0.037763057254	0.118492312	0.3428054756	0.242844802	0.2221730654
</S>	0.0084056868052	0.0104465150776	0.0105020805728	0.030079197674	0.0257725662	0.063191894	0.37127197	0.480330152
