 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a	0.68600647	0.0999952266	0.0327455918	0.028980209632	0.0253765297002	0.0249539680704	0.0249994165925	0.025112711377	0.0261460097101	0.0256838535991
t	0.366087302	0.3885916528	0.040383331342	0.0270756256163	0.0284931280045	0.0279976011417	0.0282658119885	0.028971439415	0.0333901295037	0.0307441163736
e	0.2236893538	0.446481968	0.0600485262	0.028230220656	0.036124612326	0.0317365640814	0.0322939573845	0.0340257134306	0.0447919309857	0.062576994934
l	0.2256560746	0.513310746	0.043884768486	0.0322532276568	0.0307278061033	0.0280854518623	0.0282402763491	0.0296549895067	0.0360919229077	0.0320946924816
ì	0.1450250487	0.40686903	0.0888298208	0.03148209796	0.05346442606	0.0388191050857	0.0419929183723	0.0463361764067	0.067130038498	0.080051282155
s	0.0906027408	0.454188372	0.202698061	0.028744262948	0.0484106615745	0.0292318537632	0.0395745748314	0.0369408847323	0.0322736463285	0.0373348968267
i	0.14980681	0.4122457528	0.161026069	0.02632893286	0.0467739349412	0.0253891506445	0.038771988145	0.0378243778434	0.0439597619333	0.0578733888333
n	0.097452357	0.36501503	0.328068186	0.03121513302	0.0307155704526	0.0244016266351	0.0256665023598	0.0272726577003	0.0335078165653	0.0366851082272
a	0.06978669802	0.298021072	0.32668852	0.073461055	0.0593555386	0.02917536528	0.027465070692	0.0303478950393	0.0343253267042	0.0513733268873
z	0.0551590404	0.1522811512	0.4744295	0.12012064408	0.035079090066	0.0256150878766	0.0270693062932	0.0300284774873	0.0375517472346	0.042665952092
ì	0.066445359572	0.1036514082	0.412727144	0.11678944876	0.0929166642	0.04079969774	0.0341340053942	0.0363657362101	0.043286442158	0.0528843053411
s	0.04786930074	0.11316551	0.477681426	0.1565267268	0.0765210882	0.0265767391	0.0250858225054	0.0230313122512	0.0218818471147	0.031660221921
i	0.035727540408	0.0749450142	0.45713837	0.15052093002	0.1134619562	0.021990302584	0.0271920055638	0.0283738484396	0.0407512487294	0.0498989602852
n	0.05280925502	0.0906277932	0.278242969	0.319520516	0.119210904	0.02617068602	0.0246887236262	0.024898147174	0.0265042303712	0.0373269058547
a	0.0342102576884	0.0543522551	0.2504902932	0.211379048	0.223543694	0.0535109298	0.037999951134	0.0372047814121	0.0378752773778	0.0594335134499
m	0.03702431592	0.05785044306	0.1149310792	0.3599656248	0.238233304	0.0556453992	0.02736836391	0.0291998913257	0.0329941753153	0.0467874883292
i	0.049890275676	0.048270764222	0.073071974	0.165438391	0.246592244	0.0987898168	0.07082387006	0.075838175588	0.0579879632746	0.113296189802
n	0.032292042132	0.0574881036	0.0822729926	0.2669288952	0.309756598	0.0905637692	0.0343142333	0.033558352404	0.031578605881	0.0612462814415
ì	0.02323561041	0.0282922250362	0.051946676	0.1128535816	0.396820676	0.1520275824	0.0707832628	0.045992049088	0.0400228245376	0.078025471867
s	0.021713086714	0.036531165934	0.0715471202	0.15348102	0.387627872	0.200249018	0.03572608226	0.0241673780418	0.0214142722158	0.0475430456366
e	0.019587732316	0.0254556434188	0.0525385158	0.1400286508	0.4243797012	0.1466688728	0.04647498816	0.03226068512	0.0396840026514	0.072921075148
l	0.028806864191	0.05677697866	0.05110001614	0.1132130542	0.1664867198	0.403566024	0.0569357974	0.03261045204	0.02648811585	0.06401599724
i	0.029808423096	0.030283651276	0.03828873754	0.0813015824	0.21680213	0.312481498	0.0978789392	0.050385478588	0.056077991608	0.08669154659
p	0.029297460904	0.054482636404	0.04207636144	0.080710672	0.1074757552	0.3773100534	0.113794921	0.0505957626	0.0379997435	0.1062568257
a	0.026935624828	0.0229286983788	0.02559047626	0.05593551544	0.145746514	0.280546566	0.179183465	0.0936450877	0.0579102494	0.11157788014
r	0.021958922754	0.040902533554	0.040622565314	0.0679083886	0.0875331922	0.3371559632	0.149443228	0.110281844	0.04582908434	0.09836392952
ò	0.011757325024	0.0118726394594	0.01316276128	0.03912240592	0.1016677664	0.2286662748	0.240631344	0.1170622583	0.0727617656	0.1632956158
n	0.012430847672	0.024747578138	0.02404570922	0.0584165268	0.071336153	0.202282686	0.344980396	0.1032099728	0.0382168147	0.12033317456
g	0.013247448688	0.01962728485	0.0283132495	0.0487939964	0.12747207	0.248318733	0.200070132	0.1434825434	0.0460604576	0.12461404506
h	0.019239733658	0.031079872948	0.02845908894	0.0501960778	0.119506358	0.1266748272	0.297922696	0.119750864	0.0557410374	0.1514294754
ì	0.011093490934	0.02857017916	0.02424093658	0.04620449374	0.0970550344	0.2039483076	0.283850482	0.101193434	0.0555805158	0.1482632556
z	0.011537354584	0.024707807714	0.025594011154	0.032776498	0.0490638054	0.13749808	0.407281834	0.1248674684	0.0850367426	0.10163634364
i	0.01111200827	0.013014426284	0.014455908	0.0276578884	0.096999746	0.1046455436	0.241438778	0.245640081	0.1089047992	0.136130851
n	0.015123227738	0.0255505538366	0.023425663968	0.021444115428	0.0286270287	0.0439751245	0.222615288	0.31557291	0.1285888468	0.1750772626
a	0.012784627953	0.0124605263694	0.0125980345	0.027557515796	0.0338048842	0.07837575	0.210673096	0.263358923	0.1510964498	0.1972902494
f	0.008120219292	0.011359612	0.01075556693	0.01164118504	0.01496138052	0.0245875205	0.10489852	0.303536828	0.273166045	0.236973024
à	0.010421086908	0.0096447743434	0.00854832571	0.01599351682	0.0266376573	0.0488671932	0.1848810166	0.243037226	0.262760717	0.189208332
i	0.006517226372	0.0129436944	0.01770459702	0.02483139506	0.017966932	0.04373348292	0.1975112032	0.199324162	0.2734798688	0.205987655
a	0.0054852375	0.0061787120968	0.00674079735	0.0073306791604	0.01007498764	0.01727438726	0.084389378	0.21390256	0.340484982	0.308138288
l	0.0063516047802	0.007017064334	0.00804893148	0.0081595504306	0.01023133778	0.018245530186	0.0789304716	0.194668006	0.464459346	0.203888132
ì	0.006455636514	0.006270743534	0.007568345588	0.01143003646	0.0226514747	0.03252675648	0.0719172608	0.1847394928	0.383829396	0.272610844
o	0.007075508948	0.009442764106	0.02622650756	0.02797011142	0.02622819826	0.0387585734	0.0897328408	0.0967508236	0.412886694	0.264927822
</S>	0.006028533094	0.006921819104	0.007588776398	0.007654508812	0.009314614868	0.01371636238	0.035357987	0.0995681366	0.516450724	0.297398608
