 	è	che	stanno	ancora	alzati	</S>
è	0.778307876	0.060156783	0.04131811991	0.036270605742	0.0457964143308	0.0381501539572
n	0.54644151	0.236570958	0.066602526	0.0554781472391	0.0459991265304	0.0489076309445
a	0.273934444	0.499642214	0.100502391	0.0404158431844	0.03819160908	0.0473132981643
s	0.1466604418	0.500538042	0.196353764	0.0726148379	0.0390920187249	0.0447408432731
t	0.073006195	0.383123124	0.367391386	0.0634496476	0.04055783406	0.0724719204
a	0.0945294294	0.36329072	0.362777672	0.054825945096	0.0456180027018	0.07895828752
s	0.0708508554	0.20821385	0.500550026	0.1129384994	0.032913003914	0.074533827846
ù	0.0459870731	0.136838766	0.518071966	0.1084105152	0.0407405919	0.1499510174
n	0.0520153018	0.0990108824	0.541669276	0.168748536	0.032616025368	0.10593997274
e	0.0429371278	0.157599132	0.423589865	0.1311543432	0.03510084496	0.20961886592
a	0.03913067448	0.0610865106	0.1619754896	0.509051814	0.08748438506	0.14127118046
n	0.028835158772	0.03527893074	0.1710090008	0.441280928	0.174776144	0.14881972828
k	0.033550921896	0.056301726924	0.1728082761	0.411759354	0.121131662	0.2044480754
ò	0.07036539604	0.0946327714	0.1491225212	0.20119480494	0.118305509	0.36637912
r	0.0135608397	0.034295047	0.1245181972	0.2712841826	0.326140316	0.230201324
a	0.045729909492	0.05277467852	0.1019219412	0.38177749	0.1448854186	0.2729105514
o	0.02445373278	0.026305424628	0.03484034078	0.17007296714	0.356256882	0.388070638
r	0.007976256266	0.0083161332	0.01957716804	0.05441918736	0.571984772	0.33772647032
t	0.00786283412	0.009835368714	0.038176909364	0.04955421478	0.62782803	0.266742498
ì	0.011628725846	0.0211760856	0.0549093014	0.03723971882	0.4200370482	0.4550089996
</S>	0.009052930656	0.01145711026	0.02459916184	0.06764797444	0.53734565	0.349897179
