 	le	canzone	si	scrivono	alla	notte	</S>
a	0.800586126	0.0420432958	0.0316749417912	0.031145865295	0.0310164317443	0.0320413454619	0.031491960771
t	0.659118502	0.155345234	0.0356021091238	0.0349278982712	0.0370338977309	0.0384288982774	0.0395434944286
r	0.224569796	0.41383916	0.082517460688	0.0589514774786	0.0566124360915	0.0689711008865	0.0945383808508
a	0.479468318	0.321936481	0.041412819224	0.0375713129468	0.0367205791298	0.0413088579238	0.0415816584034
ù	0.294590876	0.403053738	0.105467818061	0.0434025434637	0.0435744795115	0.0533590508851	0.0565513796407
d	0.1234293044	0.574491734	0.0964824902	0.0461309858556	0.0404619157953	0.0558904515313	0.0631132212664
i	0.098533208	0.373394564	0.1563172664	0.132551957366	0.0536625675008	0.0784445245333	0.107096043982
a	0.0896139524	0.1602670494	0.558964946	0.058649374832	0.0381506107043	0.0404280984337	0.0539259947367
g	0.062372633394	0.0933815022	0.495747756	0.15542480112	0.083984629224	0.0337965095436	0.0752922966801
r	0.046785130386	0.110660298	0.1937195548	0.380706552	0.0942587019	0.0474283826	0.12644129404
à	0.05829538182	0.1067647238	0.1393553214	0.499399536	0.05859813312	0.052643313296	0.0849437406629
f	0.04169760926	0.0783559832	0.264394351	0.3868331534	0.04270791964	0.04200826518	0.14400272119
u	0.01755995357	0.0260851447	0.1285195794	0.525974648	0.0857883194	0.04514683656	0.170925528106
t	0.0352807348	0.0457475476	0.0829186182	0.25659282	0.345541368	0.05619625506	0.177722636912
t	0.015062482698	0.01811001506	0.0475365732	0.33619202	0.322899096	0.0694432802	0.19075647366
e	0.049166062752	0.03857295414	0.03299597006	0.248126998	0.3053941814	0.135903183048	0.18984038296
t	0.01965946906	0.02165828076	0.0233294288	0.0615117524	0.4395486866	0.2363386068	0.197953601
s	0.007843700332	0.00932488676	0.015729020896	0.0904563016	0.465714218	0.2049880508	0.20594383
e	0.0296998049118	0.01999311624	0.01255441302	0.0841876356	0.4631141724	0.2061887708	0.1842620498
n	0.010868699649	0.011931479834	0.011924164086	0.02536697362	0.27318009638	0.383662622	0.283065832
ì	0.0068861804148	0.008441360166	0.01328430744	0.02868034888	0.22959858886	0.49886245	0.2142467564
t	0.0073029747988	0.008336700036	0.009994512472	0.02852291462	0.1520878929	0.66403583	0.129719107
t	0.00798930982	0.01363970554	0.0119079917	0.0457823574	0.1700462976	0.499716606	0.25091772
a	0.014500596567	0.007330546746	0.01300274978	0.041959860768	0.2712059928	0.434999682	0.217000566
</S>	0.0081317224786	0.0092137432702	0.005873851456	0.026874137866	0.0613387024	0.46336803	0.42519985
