 	è	pericoloso	di	nuotare	nella	notte	</S>
è	0.756130762	0.07855275396	0.033870811304	0.032647252148	0.032634481479	0.0326630478017	0.0335010386916
p	0.39936528	0.3193569172	0.0418324331232	0.0534645342144	0.0673736241904	0.0679023694632	0.0507047436281
e	0.334883682	0.4030327914	0.0657012458	0.039744593208	0.04209231442	0.0500922680652	0.0644531065818
r	0.1961523992	0.516828446	0.06450044574	0.0469893271376	0.0558939335189	0.0584017798342	0.0612336779269
i	0.1611412772	0.538774324	0.0946850644	0.045394684952	0.0488631502202	0.0450923027109	0.0660491892273
k	0.1125650372	0.41619445	0.286250662	0.0385354841226	0.0415246113474	0.0434067772977	0.0615231012363
u	0.1021190099	0.449567188	0.2410780916	0.0504375456	0.05568848524	0.044677951118	0.0564317579706
l	0.0645804012	0.228314978	0.47744817	0.0545815512	0.056717163121	0.0460593878876	0.0722982168851
ò	0.07398104938	0.289739494	0.355444942	0.0668315308	0.1144490884	0.05102008856	0.0485339827848
s	0.0649703746	0.151607701	0.41983248	0.1764814072	0.046207953	0.0447249597338	0.0961751410348
o	0.0274415881	0.2138962624	0.436918039	0.148360032	0.067039421	0.036695954024	0.0696486037428
n	0.03880110644	0.0913695914	0.34914095	0.3363559802	0.0810778832	0.0252881437396	0.0779664579686
a	0.029612435334	0.0648387706	0.3174729536	0.318837018	0.098967459	0.03217081166	0.138100593728
n	0.02155251728	0.0486208015	0.1930943876	0.3867976366	0.180851506	0.03394739632	0.13513580024
a	0.02255392772	0.037549198	0.14386615	0.3040669188	0.280719	0.0613261214	0.14991870272
t	0.01692037582	0.03099981766	0.0851562416	0.3120285352	0.262919696	0.0533102676	0.2386652126
è	0.013546706692	0.01431277368	0.0352489406	0.180370052	0.480791068	0.105232806	0.17049753168
t	0.02061882578	0.0270946206	0.0421682018	0.2021509616	0.3398648768	0.146946124	0.221156594
s	0.00846762508	0.01317479344	0.0374484634	0.2036518392	0.392583914	0.1655635386	0.17910976
i	0.064284246252	0.01853408056	0.0217437142	0.105414335308	0.3286275126	0.1759735208	0.28542278844
a	0.0076057798606	0.010561228126	0.010882495174	0.052957972386	0.17530999564	0.415632652	0.327049996
t	0.009441335761	0.009869600821	0.0112538593	0.043839354624	0.192964643616	0.521549646	0.2110814272
s	0.008056359436	0.00828460802	0.01279903992	0.036642951	0.299360098	0.423661908	0.211194838
è	0.002611638454	0.01033363208	0.0032153343	0.01750010118	0.2197513614	0.56473133	0.1818567468
n	0.0046017247606	0.00600037898	0.00557609055	0.01876865042	0.1184410536	0.62632286	0.220289254
ì	0.0039665208878	0.004812603556	0.00984880769	0.030790133502	0.16784802198	0.494906806	0.287827064
t	0.0049728586014	0.005472358174	0.0061363003186	0.019021837436	0.06879417564	0.682638062	0.2129643768
t	0.00682163406	0.0062501118	0.01168886666	0.01977833048	0.1132093452	0.517580866	0.324670854
a	0.0124044873818	0.004263298794	0.0053147503872	0.012977307492	0.0742084066	0.624487434	0.2663443006
</S>	0.01834080408	0.01022164964	0.0081487508472	0.011990859322	0.07251052508	0.455955392	0.422832062
