 	li	vestono	i	genitori	</S>
t	0.790393996	0.05229830622	0.0525292883416	0.050181083784	0.0545973321342
u	0.744386086	0.07029556245	0.0578532009238	0.059200767705	0.0682642946159
s	0.532237554	0.25114882852	0.0727106196754	0.0675379335384	0.0763650124205
i	0.159232518	0.3736248268	0.1417124702	0.11659781288	0.20883239824
n	0.2330959194	0.557297644	0.0878049946	0.0533133173901	0.068488146185
d	0.0573080182	0.385417028	0.230984999	0.12888630134	0.1974035726
ì	0.2771162946	0.1077473324	0.22853387484	0.133411064351	0.253191305764
n	0.0638743184	0.26758448	0.471332482	0.0558338204	0.1413749511
n	0.083636796	0.273069992	0.375033504	0.056617916656	0.211641888
o	0.217345814	0.106702401	0.309500352	0.128402091534	0.2380492197
n	0.02612823836	0.07300010292	0.48928554	0.1510853038	0.2605008932
e	0.05434779108	0.08568435148	0.409061234	0.17588459594	0.2750222318
i	0.02242199616	0.03500019532	0.1079755982	0.501230196	0.333372022
g	0.01938881584	0.0236187203	0.067303331	0.5426350812	0.3470539132
e	0.19338040415	0.00587474586	0.04072131524	0.383103376	0.3769200384
n	0.018176825452	0.02243554776	0.06024758874	0.575465962	0.32367403
i	0.007145557998	0.02115717668	0.0871276168	0.429197114	0.455372622
t	0.013685089928	0.01666353928	0.05176468728	0.543280596	0.374606144
ò	0.01658488621	0.018829504568	0.051198554532	0.308922246	0.604464716
r	0.01007427599	0.03333314188	0.066720048	0.36319039	0.526682236
i	0.017055192012	0.02141112918	0.07049351204	0.37538129	0.51565887
</S>	0.0157225913828	0.018232720928	0.04118792954	0.3181545888	0.60670226
