 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
ì	0.719063783	0.0546784586006	0.0401888698279	0.0367582715037	0.0367791367609	0.0368286832535	0.0379183808979	0.0377845059106
s	0.699930744	0.085833240172	0.0404509416234	0.0321355743322	0.035384008897	0.0333848034965	0.0347503903362	0.0381301536928
o	0.449076417	0.3437386376	0.03963740394	0.033034916348	0.032345745374	0.0316921223215	0.0360462224745	0.0344284321644
t	0.57838066	0.21533347886	0.0349050425156	0.031566330285	0.0309919201416	0.0323904650879	0.0388600614356	0.0375720957415
r	0.2332602948	0.3972674008	0.07569338436	0.0462447648626	0.0385412858192	0.0411600092061	0.0637754612751	0.104057474029
a	0.494137445	0.2703660196	0.0510088876136	0.0354834287116	0.0333655747777	0.0330550895132	0.0394465516606	0.0431371014077
ù	0.279505808	0.397210332	0.0746336116	0.047389881063	0.0402736314562	0.0418394641171	0.0524001515327	0.0667470039303
d	0.1114659808	0.555665504	0.15237801	0.032183081206	0.0308089858876	0.0278026032362	0.0282778301816	0.0614180645912
i	0.06999698	0.41344134	0.241382414	0.077082435334	0.0494150929554	0.0395111609787	0.0395215842718	0.069649139089
ì	0.09060020834	0.1996036022	0.46448112	0.070347165116	0.0341303308918	0.033295685921	0.0373994655339	0.0701423340483
r	0.037992064154	0.0988366444	0.664927688	0.04528914014	0.0227893298276	0.0266850591409	0.0205920016267	0.082888186735
t	0.0533106256	0.1733903988	0.508279324	0.1008034628	0.0247380113068	0.0206318103996	0.0366110750643	0.0822352620646
e	0.1198367959	0.148983263	0.404565522	0.1527077456	0.05339755984	0.03855726137	0.0390526885615	0.042899193122
g	0.060584348108	0.0795132248	0.3547570944	0.3174430628	0.0583245967656	0.0297695101559	0.0244546434395	0.0751534348627
r	0.02919721252	0.0625861726	0.2459069936	0.396909416	0.06748542318	0.0353910816243	0.0281683107742	0.13435548761
a	0.038072904686	0.0610130154	0.175428074	0.533702772	0.060636053458	0.02689033741	0.0299104848166	0.0743464177758
m	0.030125575446	0.03380406114	0.1277318332	0.491530036	0.1598703769	0.0354068080462	0.0213937271282	0.100137533204
m	0.02357035336	0.04405702382	0.10518963016	0.4024583688	0.2150779678	0.089600420282	0.0410092801	0.0790369825234
è	0.10737151058	0.0851267023	0.173909117	0.275377216	0.08496391496	0.0618337672	0.063118202252	0.148299490374
n	0.023273986114	0.0387805466	0.1849519586	0.3987021048	0.1714497672	0.06380916394	0.02585273845	0.093179773258
o	0.026990992	0.04190463612	0.1371977344	0.3628531048	0.2356941028	0.04772825452	0.024010117284	0.123621105078
t	0.025593352174	0.0261618834	0.0529210348	0.22898785	0.33382574	0.15925983572	0.0547778048	0.1184725186
è	0.0230336536	0.029754743648	0.04508741782	0.2847875294	0.275306747	0.1281264184	0.06696289426	0.14694052298
s	0.02837876926	0.0327147112	0.074076846	0.201789012	0.325099032	0.1742822368	0.07281786384	0.09084163538
s	0.01497161924	0.02815897418	0.066832352	0.2514094764	0.290232935	0.1625091108	0.0786771934	0.1072082896
e	0.01909849728	0.0169205393	0.0367614862	0.2305168406	0.2098374512	0.1953417072	0.12394662368	0.167576806254
r	0.01537681474	0.01794890402	0.02395044168	0.03996797812	0.2000632776	0.305228436	0.1449940508	0.2524700998
u	0.00916034358	0.01368011958	0.01882006994	0.0757330338	0.18228278	0.350447366	0.1639102722	0.1859661424
c	0.014997513128	0.01545863128	0.02123105525	0.03041186458	0.1030025928	0.267881206	0.27637361	0.270643354
h	0.009714303818	0.0122643127	0.02140552118	0.0408638319	0.1039725886	0.334079692	0.302524882	0.175174955
r	0.006852018072	0.0087084234888	0.01255117502	0.03964541	0.0585518758	0.358613576	0.2566021272	0.2584754898
ò	0.03327725562	0.008067368719	0.014545010286	0.01366579394	0.0414206705	0.239021584	0.257641799	0.392360504
n	0.0091688204	0.0095836020612	0.01867539994	0.021079924696	0.06365628638	0.113545855	0.52534478	0.238945376
u	0.011337194848	0.01535231574	0.01997466348	0.034237344368	0.072518089752	0.2197665828	0.297373268	0.3294406188
a	0.02056896374	0.019047479724	0.0218385143	0.02322608718	0.02277225962	0.0994603094	0.433486422	0.359599998
m	0.021810382712	0.009426764644	0.01104051602	0.01303084318	0.0232276882	0.1322827036	0.524159884	0.265021262
p	0.0118758977	0.013458174866	0.02118895032	0.0606278525	0.081631337	0.2663399572	0.3175807728	0.2272971644
ì	0.00894156069	0.004422202572	0.0033522431	0.00676985228	0.028809553914	0.335818828	0.36728566052	0.24460003272
</S>	0.0053167333	0.00627517974	0.0106680478	0.01323968566	0.01696671494	0.0656919752	0.493475496	0.388366216
