 	la	casa	la	costruiscono	i	muratori	</S>
t	0.710940434	0.1339823144	0.031372446154	0.0306011383272	0.0303324705712	0.0317917438652	0.030979445163
o	0.662729864	0.1437085908	0.037782240812	0.0378526425407	0.0370116098824	0.0397550688615	0.0411598218266
s	0.418558978	0.373471798	0.04505744798	0.0349952446614	0.0345747583671	0.0388808246633	0.0544609817719
p	0.182446964	0.510326104	0.08096497036	0.0535011924	0.0328504715	0.0444539261506	0.0954563603872
ì	0.3662898108	0.3193706708	0.0720591618	0.0626287649	0.035688506256	0.0457208964993	0.0982421231675
t	0.1375441828	0.626607836	0.0904900522	0.0321111709608	0.0290007514516	0.0300916227586	0.0541543854045
i	0.103566504	0.517791176	0.211972362	0.0497941912	0.0304562401156	0.0411187693262	0.0453007928421
t	0.1032618212	0.251836974	0.4532373252	0.04017674224	0.03293873373	0.0378331522409	0.0807152757648
o	0.0466977208	0.182271552	0.472218771	0.14094455	0.031184942172	0.0409103690703	0.0857719805313
f	0.0603173298	0.0923772092	0.601690942	0.065669025	0.028880663068	0.040144018044	0.110920720017
a	0.02570980495	0.0641866552	0.380629394	0.352212572	0.05525068	0.0556338370668	0.066377110226
b	0.049658977	0.069185943	0.428344952	0.229229682	0.0520240914	0.04589186162	0.12566458464
b	0.01702449694	0.0507799832	0.2371041644	0.405808866	0.10198731912	0.07368705808	0.1136082624
r	0.0478283846	0.0958908512	0.1584781704	0.315271726	0.10068181406	0.120535311337	0.161313722774
i	0.0448722872	0.123932182	0.2738708698	0.316137478	0.06076338286	0.0448754482336	0.13554840932
k	0.0481254387	0.0631102924	0.3488679192	0.294204616	0.0888530212	0.026936838176	0.1299018082
è	0.13148276376	0.03718492604	0.0830813236	0.432805774	0.0576681272	0.0560496004557	0.20172747446
o	0.02246412488	0.0335557398	0.153968261	0.3761894312	0.1804243356	0.024415852	0.20898238194
n	0.012319813064	0.014747045964	0.07158730014	0.227431432	0.3450842346	0.0927142258	0.2361159348
e	0.03058519197	0.038041073044	0.05832739494	0.2569859284	0.277978515	0.152473868	0.1856080652
i	0.0139160467	0.01438220828	0.02383634474	0.1154451274	0.298048579	0.22454249	0.3098289856
f	0.012294979404	0.013486906054	0.01947550834	0.0741075474	0.2750132948	0.347290378	0.2583313856
a	0.015943298904	0.02283876676	0.01751934918	0.228224618	0.254414258	0.3041137279	0.1569460136
b	0.00807431696	0.00834706418	0.01784235316	0.0446578862	0.1254434234	0.42794748	0.3676874946
b	0.00824108784	0.0110012978	0.0166713268	0.0525869306	0.0933271686	0.440515714	0.377656489
r	0.036249991308	0.1113228112	0.0303725303	0.1408505224	0.1616556366	0.25551173915	0.2640367436
i	0.01617315554	0.14773390724	0.04165922042	0.1224755798	0.1028257236	0.2767065996	0.2924257546
k	0.05023557286	0.05201867398	0.06009959308	0.0502542863	0.1324649114	0.346272084152	0.30865481
a	0.13809053346	0.0221519336	0.01966816626	0.0552330376	0.0671025712	0.360327052286	0.337426584
t	0.026321369884	0.026533781156	0.040945228512	0.05883675212	0.1041946848	0.49156237928	0.2516058784
ò	0.05590848976	0.06679485736	0.03211722852	0.07605977122	0.1008427746	0.36376239954	0.3045145704
r	0.01000586063	0.0122834434	0.03391495574	0.04252097246	0.0888279414	0.334071084	0.478375656
i	0.015557453606	0.0168029815228	0.0191713721612	0.030597419792	0.08461705552	0.453629316	0.379624432
</S>	0.011669108412	0.011960473446	0.012771464812	0.017955167326	0.066684846	0.290165188	0.588793796
