 	è	possibile	che	è	entrato	da	qui	</S>
i	0.763508103	0.065130344	0.030658544092	0.02809231784	0.027536791086	0.0274989386202	0.0284543891717	0.0291206438351
s	0.438091477	0.32669176	0.0389158417248	0.032012342893	0.0430332545732	0.0377204951863	0.0430431372702	0.0404917276042
o	0.15182489	0.549806881	0.0872207488	0.0359879455	0.039775773572	0.0386800192544	0.0414592323703	0.0552444768209
g	0.216570362	0.4968382108	0.09254558586	0.038074866523	0.033221677759	0.037741572147	0.0421823983807	0.0428254115918
g	0.09161312108	0.45024177	0.157933622	0.0461831994	0.05469446438	0.066513791934	0.0659680992475	0.066852022624
è	0.080011064	0.349081277	0.1673422826	0.0726842992	0.0733077248	0.05975691597	0.0793252231096	0.118491252314
s	0.088075004	0.2917003966	0.352092594	0.0809406132	0.0435051672	0.0457186391872	0.0403955355747	0.0575719938812
t	0.0903094608	0.225730126	0.334315962	0.1239361746	0.0636429844	0.046161184374	0.0396429565148	0.0762609885818
e	0.0753449332	0.241848731	0.260952436	0.15725779552	0.0611904928	0.0565645064074	0.0631553393707	0.083685732662
k	0.06077103492	0.077418099	0.3305779412	0.3299693052	0.071236824	0.03153148694	0.037068769125	0.0614265945612
a	0.034076291854	0.077808532	0.212895194	0.2643330488	0.202583994	0.06683408792	0.04508789262	0.096380989479
m	0.04698357394	0.0603430402	0.1512619668	0.290687716	0.239398321	0.0755955316	0.042605335984	0.0931246875546
b	0.018886610566	0.03120000745	0.06041936584	0.1024193304	0.442413944	0.13778596886	0.1026885166	0.104186269972
ì	0.00979523653	0.02177913994	0.048309733368	0.1391789476	0.3961246846	0.0744874394	0.098339127648	0.21198564152
k	0.0320523532	0.0328394314	0.099332908	0.191669813	0.2028048544	0.251512144	0.04014055	0.14964808996
e	0.083676157166	0.06564389094	0.040200519	0.1067347596	0.3368747539	0.13236707886	0.086444413	0.148058539047
a	0.02119462028	0.02504629916	0.046534219	0.0695480584	0.1641482328	0.3839954986	0.11897991966	0.1705530619
p	0.010641956216	0.01113335169	0.012910046254	0.025397378012	0.10132560796	0.3005753354	0.451660451	0.086356034
ò	0.010186066444	0.0231028482466	0.036433052014	0.023024285672	0.1388326807	0.1476274562	0.497582282	0.1232110962
t	0.005858883135	0.0066430974788	0.007889489188	0.011728348848	0.0331578662	0.1306507708	0.650269078	0.1538024768
t	0.006516632552	0.0115316025788	0.0107041284576	0.015423139466	0.04887020012	0.1358499818	0.62483842	0.1462658614
u	0.0059595421384	0.0118346443504	0.010596154418	0.012672504548	0.1196633958	0.244668367	0.422511594	0.172093742
</S>	0.00661299437	0.0070216591521	0.00699038700052	0.007287860233	0.01376369868	0.097837304	0.53184445	0.32864152
