 	questo	muro	vuole	uno	specchio	</S>
c	0.594819422	0.174907490595	0.0586512683298	0.0533125385852	0.0623168967286	0.0559923972149
ì	0.567066204	0.0966626154186	0.07299582066	0.077568909386	0.0816530192419	0.104053504209
t	0.777117038	0.05671149686	0.041876846148	0.040623673962	0.0413078146766	0.04236311146
t	0.63084284	0.16075837594	0.04556081729	0.0338549714013	0.0669825589304	0.0620004785923
o	0.517969584	0.155849743424	0.159368130243	0.0551850345903	0.0540607667534	0.0575666564803
t	0.397693126	0.376284358	0.0693908402	0.046928935539	0.0495979307179	0.0601048353636
ì	0.120203567	0.3500974184	0.14405908712	0.0822516460591	0.116213687849	0.187174646897
c	0.2314540512	0.487502162	0.1321926829	0.0390758645076	0.0408658604758	0.0689093559278
h	0.088655694	0.3300396594	0.2681162864	0.0555119757303	0.115071830311	0.142604358277
o	0.1713880222	0.269945848	0.32250670634	0.0805846997294	0.0684791050084	0.0870956552074
t	0.07499569856	0.307211268	0.430016636	0.04483507778	0.0271021519286	0.115839282536
è	0.0215109396	0.1001358564	0.3875081902	0.10560083356	0.132724846952	0.25251926682
l	0.04646801078	0.095953142	0.55692478	0.0715114352	0.0544898655958	0.17465269082
i	0.0218509007	0.087788265	0.4698731984	0.11489516848	0.101529213206	0.20406338478
è	0.043099148406	0.05249890146	0.14452004006	0.3944655434	0.0988539872	0.2665623096
n	0.01503796583	0.02033043134	0.1015991784	0.4402742044	0.2851783208	0.13757995944
a	0.043247520196	0.061000643268	0.17219070072	0.3367675034	0.265370663	0.1214227028
n	0.0234576561774	0.02460127879	0.034021236208	0.39189717888	0.357170158	0.1688525872
j	0.0076005058	0.010770019964	0.02959393446	0.2605838108	0.440891444	0.2505604224
a	0.009190675032	0.009982664304	0.0234586004	0.2278741352	0.565682562	0.163811298
l	0.0073076316472	0.007837759416	0.0110497389	0.1913077164	0.43958712	0.342910012
ì	0.007049818654	0.008259657943	0.01541591313	0.1164695704	0.512130614	0.3406743632
</S>	0.017152918258	0.021253468827	0.09215150882	0.101312542	0.461019678	0.307109924
