 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
ì	0.745066268	0.044279719606	0.029296056579	0.026300241959	0.0258852565121	0.0258779293495	0.0258561650778	0.0251742754666	0.025804917621	0.0264592231386
t	0.693238054	0.05158543258	0.0369180831141	0.0346615235386	0.0330017247548	0.0268904312648	0.0316744337992	0.030089979128	0.0295534077808	0.0323869115765
s	0.426057252	0.250006086	0.062220185	0.0460944154	0.039231863274	0.0263667444848	0.0350919620746	0.0339751076129	0.0390088123735	0.0419474918559
e	0.397943848	0.2050879558	0.084507380178	0.061083824528	0.0471263896786	0.0291097216815	0.0413222530845	0.0421530272901	0.0439239244299	0.0477417194227
r	0.407774918	0.25001007	0.051714770968	0.0474262860509	0.0455939833304	0.0356230544601	0.0345403889717	0.0356313161093	0.0424189837746	0.0492664037742
e	0.3062048628	0.329803159	0.0858722172	0.0457993263	0.038252580591	0.0302862702888	0.0323692036447	0.0283034747311	0.0351064915987	0.0680023374847
k	0.0953698798	0.579261696	0.0877864722	0.031805514418	0.0334139061148	0.0314717025867	0.027213005432	0.0277250266389	0.0330378536889	0.0529149715068
a	0.062328728	0.490723718	0.1810550346	0.06645626436	0.03403195121	0.024480529052	0.0282379626212	0.0325643250526	0.0360958920487	0.0440255822157
k	0.06172791228	0.313878746	0.366538036	0.04693122712	0.03331289046	0.0308270062151	0.0262187571497	0.0281467790326	0.0328924120091	0.0595262769983
à	0.04766995716	0.300729136	0.305012698	0.1226254006	0.04026940264	0.024204889988	0.027236741387	0.0456392239915	0.0399107047174	0.046701840914
n	0.057531311	0.162311023	0.432307538	0.135506517	0.04952586538	0.028864116918	0.0307913596272	0.0244400812194	0.0288618581733	0.0498603972548
n	0.0387681408	0.192699344	0.389754047	0.1392668128	0.08429140744	0.03012352182	0.0280990340534	0.0245034048172	0.0258013651008	0.0466929416568
i	0.0471770262	0.1634318312	0.3266895912	0.182091672	0.0870759346	0.0421453457	0.0348301633942	0.0338380446513	0.0332040815514	0.0495165272705
t	0.037879872	0.05091771788	0.3030058908	0.248231562	0.16487152	0.0542893448	0.0245581017166	0.0436434064869	0.0283760011943	0.0442267088318
s	0.02496304536	0.0426207766	0.2481284652	0.330452196	0.1394408403	0.04085124326	0.037399721814	0.0343739025386	0.0352888892847	0.0664811468242
ì	0.054153763176	0.06040458026	0.1148896882	0.434954646	0.1239673886	0.05305478768	0.0349440418272	0.0304688587948	0.0340420749812	0.0591201846567
c	0.0351414778	0.04039796852	0.1098443052	0.326644522	0.238396546	0.0959402382	0.02548122408	0.0403071196674	0.0196039231346	0.068242717064
h	0.02348158816	0.03739977544	0.124715228	0.306596724	0.239332957	0.0765479814	0.0645483633	0.03402885424	0.0304986761861	0.0628498425081
r	0.02597560966	0.03937147706	0.0778405246	0.421706407	0.2050103168	0.05837900716	0.05835644909	0.035242171486	0.0299187159009	0.0481993982004
a	0.02897523752	0.028413734208	0.077648801	0.4291312368	0.169885479	0.09099750534	0.06794327924	0.03040235561	0.0261464645192	0.050455814782
c	0.020010043296	0.02023790343	0.0396567488	0.0855159486	0.28355322	0.257223952	0.1098889768	0.05887371808	0.028205093922	0.0968343698665
e	0.02280732332	0.02945030724	0.05186346352	0.1014428568	0.18557516	0.0878470396	0.1954073512	0.1326973977	0.0669955016812	0.125913625898
e	0.012340893636	0.015016386034	0.02931474534	0.0368992808	0.147031459	0.2781711516	0.1915618936	0.0672858572	0.03341041118	0.18896802736
n	0.01473862237	0.015917453886	0.02256454242	0.0342526674	0.0947787598	0.1810572372	0.252820113	0.1608023838	0.06963019814	0.15343789428
ì	0.01315888706	0.021693998574	0.039879450112	0.041814038766	0.0809520131	0.1259823916	0.264781832	0.240394284	0.05740891974	0.113934172796
c	0.01120300542	0.014527870412	0.025605891328	0.0384558808	0.0843921053	0.1388932235	0.328182176	0.193265986	0.06823579428	0.097237884326
h	0.01157038002	0.01488490206	0.03325911864	0.0388728416	0.05424449874	0.120493841	0.251895441	0.20568316	0.11995908644	0.149136679231
e	0.01302722092	0.03458007178	0.030886850588	0.0605739207	0.0464539424	0.0559355202	0.307742014	0.1839254104	0.0650767638823	0.20179806892
n	0.006883747272	0.00653888754	0.00753195366	0.01192264448	0.01702603396	0.0381284922	0.074871797	0.273748878	0.274394504	0.2889531408
a	0.00847525018	0.009339638532	0.013082902826	0.0209561138	0.02818681826	0.04589510542	0.131247384	0.394169694	0.169057543	0.1795896674
n	0.006123105706	0.0063240574444	0.007577008642	0.007603681988	0.01334105312	0.023826207066	0.0364293905	0.1701969992	0.475001202	0.2535774372
a	0.00915395608	0.008731020808	0.01232237987	0.01667070564	0.02252215024	0.02763284684	0.0764797926	0.288092796	0.354753198	0.1836411112
t	0.0057967617048	0.007258679368	0.008599818513	0.00664973315	0.013010543664	0.0220075460076	0.02040054746	0.0996013916	0.595964354	0.2207105592
è	0.007294904776	0.008937453556	0.010706938812	0.0125178552	0.016834879734	0.014246309794	0.048115266	0.168818815	0.459651256	0.2528765128
t	0.00389846722	0.0045434275132	0.0062310354508	0.0058087143	0.00903100858	0.011524260094	0.0202885165	0.0707164268	0.645989506	0.221968652
s	0.005571165225	0.008820316666	0.01164843324	0.015451263088	0.01625092814	0.0202737487	0.0552053006	0.1415966266	0.415516341	0.309665868
i	0.0171771338044	0.0236480044406	0.011075360434	0.09006578966	0.010947757692	0.008434027872	0.01731531202	0.1208345006	0.29519844534	0.405303668
</S>	0.0164988179262	0.0069096872206	0.0063139860532	0.008906971135	0.00838304884	0.011359350782	0.01528200576	0.0449462274	0.46336474	0.418035152
