 	allora	questo	anno	che	viene	vengo	nuovamente	qui	e	mangio	molti	pasticciotti	</S>
a	0.6998547048	0.03188019374	0.026110361154	0.0242750737695	0.0244870378761	0.0241614737401	0.0240906305851	0.0241038453669	0.0240858885009	0.024091749545	0.0240850169913	0.0241943117034	0.0245796472785
l	0.600932588	0.0834842134	0.038525582439	0.0261924914814	0.0257882632014	0.0243133627751	0.0247237987039	0.0253781676878	0.0263748778097	0.0273764462705	0.0282873447755	0.0364146406192	0.0322083379188
l	0.303699466	0.335629128	0.06882553162	0.02805354512	0.026246569728	0.0265656338652	0.0250778340599	0.0271041812989	0.0259816670447	0.0268548033963	0.0256322538626	0.0380511366471	0.0422782723315
ò	0.257913082	0.354905218	0.03746305674	0.0277759456044	0.0351523171773	0.0385461517749	0.0373863123088	0.0360603618165	0.0380485642271	0.0221466357784	0.031926272069	0.0388219104376	0.0438540319611
r	0.1146258304	0.578858008	0.038150477408	0.0225367661444	0.0271597362714	0.0373281832979	0.0347181401358	0.0266955612884	0.0307842454694	0.0179839857605	0.0211031364365	0.0231882241194	0.0268677032139
a	0.2264657092	0.425614212	0.0649676642	0.034631715552	0.0263463388723	0.0431765551255	0.032658671773	0.0237184237037	0.0262779812947	0.0194818356923	0.0199670678189	0.0267726448408	0.0299211859828
f	0.1343146746	0.5200734332	0.08273839792	0.028574816738	0.024897096774	0.0298622574422	0.0218697088043	0.0260363423575	0.0240013956262	0.0234766231849	0.0237411067941	0.0276053287548	0.0328088624896
è	0.0610517366	0.3694445152	0.2053660892	0.058935332	0.03829686974	0.048656881781	0.0317136046406	0.0302286414726	0.0281393078347	0.0253201171486	0.0259456546292	0.0313002655101	0.0456008788406
t	0.07293381342	0.471066159	0.209849391	0.03783278134	0.02369497114	0.0408702152156	0.0258386554794	0.0201032473737	0.0190697778222	0.0152117513159	0.0161716765156	0.0171289569115	0.0302285823167
i	0.069103337	0.3537865284	0.2093024554	0.0706327506	0.05101359798	0.0435114213354	0.0377328073194	0.0234713265319	0.0203429494003	0.0147070409665	0.0143289305442	0.0356400969383	0.0564266154049
p	0.0554442876	0.159485266	0.431477121	0.1069005346	0.03262287794	0.0416766354275	0.0205443404584	0.0247151919804	0.021689137043	0.0199447286522	0.0191833631044	0.022004409065	0.0443122848127
ò	0.033522581034	0.0642343266	0.391640022	0.136175046	0.1048250548	0.0648090886	0.0427443045712	0.0266376361696	0.0255945053466	0.021541510017	0.0224251483182	0.0275222812638	0.0383284522451
r	0.04455367514	0.1343287782	0.3288890652	0.188382896	0.0771282466	0.06700849706	0.0343966613535	0.0207549206828	0.0206605699876	0.0150698301053	0.0158541845428	0.0169868519224	0.0359859500318
k	0.0209838881	0.0796104696	0.3269063496	0.200231413	0.1239575588	0.0630578538	0.04463225863	0.02099425534	0.0168864922347	0.0119476861987	0.0122594293154	0.0253967308895	0.0531353939549
e	0.08218742604	0.12411572	0.2793025632	0.1308119896	0.100554567132	0.081724393246	0.0407354597201	0.0431762574098	0.0293528100392	0.0201288139172	0.0195789826426	0.023490437307	0.0248403057766
t	0.03439167448	0.04719457392	0.1645913288	0.38336881	0.1325023972	0.06150176446	0.033429001698	0.0252227524946	0.0215349694415	0.019794022579	0.0201654083103	0.0221333563838	0.0341699739581
e	0.026374301374	0.02436509422	0.13075742	0.3451087828	0.1573391622	0.0818164956	0.04491099752	0.02941219184	0.023973246768	0.0194069756779	0.0191255310285	0.0388533087466	0.0585563037103
è	0.04054701374	0.049044485554	0.102389653	0.306518133	0.181023051	0.1041185272	0.04638349146	0.027382757018	0.023504521709	0.0212775227143	0.0188550025937	0.0213448105709	0.0576109855981
r	0.02124607993	0.03250294877	0.0777205992	0.23877171	0.283242358	0.1200780928	0.0775419826	0.026755512304	0.0205035019588	0.0244590542695	0.0149129338961	0.0158976245253	0.0463676551202
