 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
n	0.785588008	0.03959003226	0.026365903266	0.024856077612	0.0244828701237	0.0243980745331	0.0244428118678	0.0247515916791	0.0255245369708
d	0.579529055	0.1188116268	0.03976323617	0.0321783546824	0.0428696434308	0.0405148904985	0.048318928886	0.045732635717	0.052281510905
ì	0.3581134936	0.241187145	0.0573165463	0.0289685128908	0.0603973888181	0.068663001288	0.0663240702825	0.0364070016318	0.0826227477808
s	0.2445309212	0.53273225	0.0452569206	0.0238966261511	0.0319777162643	0.0358119171408	0.0314665840642	0.0251635608934	0.029163582343
o	0.1989958	0.523543106	0.0682373193	0.03674093005	0.0348605374713	0.0371702767502	0.0350939454881	0.0339927090065	0.0313653357734
n	0.125604514	0.5399278	0.1495644942	0.029750397256	0.0273553188539	0.0285611595992	0.0303008009725	0.0305502875776	0.0383852727014
t	0.0879800878	0.419975425	0.2324112424	0.0701358496	0.03212533265	0.0290519641501	0.0316509569528	0.0419746497673	0.0546945295205
a	0.1763026892	0.390489948	0.1624076712	0.04591091038	0.038758258354	0.0407684844772	0.0421845201325	0.0485915301082	0.0545859843193
t	0.0711800424	0.2207596272	0.440876362	0.073368455	0.031582643689	0.0316615556849	0.0345344901397	0.0420382632828	0.0539987152795
i	0.04439051426	0.1300311786	0.3829360448	0.136630906	0.05549591346	0.05541921804	0.0558775100764	0.0564808454586	0.0827380686365
k	0.0523284178	0.093901074	0.437001256	0.2268575132	0.03036603519	0.0273550424331	0.0300393493472	0.0351030523559	0.0670481129604
i	0.05654901268	0.088345294	0.29210933	0.2035860694	0.074822618	0.07146816292	0.061571221828	0.0567998877424	0.0947483769362
a	0.0445352768	0.0657648836	0.279462624	0.387422131	0.0402474618	0.028771047432	0.0307399997901	0.0396133716635	0.0834434818529
t	0.0510088813	0.05735551194	0.281997476	0.343490942	0.0591185174	0.0262061865	0.0295363265852	0.0816815327617	0.0696046672249
è	0.0454591708	0.0526098476	0.158917108	0.2529781012	0.0916276288	0.10722556532	0.072691041	0.067174030148	0.151317224421
r	0.0339487231	0.0614113722	0.1539725288	0.301224292	0.201751002	0.06495683469	0.044207839056	0.0463161098081	0.092211315179
a	0.02733745544	0.030818625272	0.18525388	0.3320303	0.2008473732	0.05959904	0.02796046174	0.0614592048575	0.0746936833214
t	0.03659557282	0.04545914066	0.0619043418	0.3151385666	0.295680222	0.056056253	0.02608090132	0.0340189202391	0.129066068317
i	0.02275212272	0.02156355924	0.0671752016	0.1438497324	0.325009064	0.1422096664	0.0526415634	0.089049291446	0.13574968387
n	0.03252869128	0.03802541378	0.0525728028	0.2118982312	0.2689557712	0.1303233744	0.0326867754	0.043856873285	0.18915207634
ì	0.035200348308	0.027016209476	0.0585569136	0.0706537954	0.309803558	0.236193974	0.0757164408	0.053446792274	0.133411983452
c	0.02304731365	0.027000046708	0.04868182596	0.0852615358	0.355334038	0.2733815606	0.0330913082	0.048914376106	0.1052880337
h	0.022325350188	0.02184366288	0.0431156852	0.1223143768	0.2329012136	0.2612433906	0.0748707798	0.10965757683	0.111727899872
a	0.025646860252	0.03675639343	0.06133060954	0.0947790936	0.251658417	0.225393472	0.1696995048	0.0323844544684	0.10235114926
p	0.011619409506	0.01309716478	0.01530682249	0.0276048412	0.1146356112	0.310112398	0.1722392726	0.0771906414	0.258193886
à	0.017833505174	0.02010071928	0.032629206666	0.02645706678	0.0717495096	0.3510989038	0.1876331744	0.0739081714	0.2185898632
r	0.010776950416	0.013321538369	0.019548226	0.03663507712	0.137608668	0.3300553314	0.179988164	0.0991038718	0.1729622132
o	0.01256169374	0.013345365578	0.01724767276	0.0404206588	0.0913408342	0.3660122724	0.1995484808	0.059692562	0.19983048
n	0.01034668188	0.012592013124	0.011475722986	0.01872321396	0.0565884298	0.1824834624	0.2249705494	0.159667419	0.323152613
t	0.0135469305	0.015437509738	0.0225158985848	0.02518334536	0.06222681352	0.23109597966	0.2642346252	0.145699473	0.2200593678
a	0.02424885912	0.03331198472	0.03768062658	0.0447151528	0.0747695654	0.1509777148	0.234348118	0.10610895248	0.293839062
s	0.007206749586	0.007695907584	0.006611954022	0.0074970719228	0.030567617714	0.05853022336	0.2488839817	0.222356847	0.410649593
t	0.008497676132	0.011407722168	0.012668674864	0.013630707406	0.02896799016	0.1527380574	0.287544984	0.270898958	0.2136451188
