 	le	melanzane	vogliono	girate	</S>
i	0.762789668	0.0651179834	0.05352284088	0.0642542114122	0.0543153728132
m	0.755203776	0.074758095106	0.052250988489	0.0539271643704	0.0638600235376
a	0.635407786	0.1829872977	0.0528228692	0.050140702728	0.0786414853246
r	0.580574874	0.165704463	0.06720709926	0.0777400720884	0.108773377519
a	0.42130217	0.343850378	0.07617037	0.0417955522	0.11688142048
n	0.2549778172	0.543626092	0.0608618022	0.0526911218691	0.0878431605084
g	0.142728506	0.558815982	0.087023392	0.0448534571	0.166578755
i	0.459605296	0.207883492	0.118912629	0.0754609536	0.1381376831
à	0.1249056348	0.292308208	0.343584142	0.0846684352	0.1545333298
n	0.118696383	0.356510485	0.282902996	0.0786101126	0.163280012
e	0.1060796246	0.2199549954	0.332802032	0.06565939046	0.27550382248
i	0.092740053	0.193785646	0.433938114	0.0985773388	0.1809586434
t	0.04795677336	0.05710908992	0.472871572	0.2383847918	0.18367768608
è	0.05872220718	0.086931443	0.3269713424	0.165227865	0.3621471904
l	0.0434996662	0.0980958812	0.375454102	0.22267998	0.2602705514
u	0.02208700864	0.04087037752	0.4463653432	0.1828156036	0.3078616932
n	0.042828830454	0.06056489148	0.0849866054	0.474869808	0.336749822
e	0.01299438364	0.02261703412	0.1586796898	0.365824007	0.439884958
v	0.0229921414	0.02419953628	0.0334794766	0.463037506	0.456291272
o	0.0313746182	0.013991548508	0.049885323	0.491082838	0.413665446
t	0.017537965761	0.023599948384	0.02802812494	0.469124388	0.461709514
i	0.01162639909	0.005203269128	0.02645548522	0.63397565	0.32273913
m	0.01211079819	0.020490798084	0.01808357416	0.46676723	0.4825477
m	0.01066027258	0.019429503548	0.0444698871	0.375835968	0.54960448
è	0.009888395494	0.010555071745	0.0517845844	0.3854710512	0.542301004
n	0.01341564124	0.015831503074	0.0571319858	0.3425895792	0.5710312952
e	0.0216145167072	0.022712908708	0.0784947641	0.439490196	0.437687662
</S>	0.0126820550852	0.016493823452	0.0244695318	0.3760877452	0.570266848
