 	è	facile	che	stanno	ancora	svegli	</S>
è	0.797731918	0.0458668936	0.031385281204	0.03132949247	0.0306147529272	0.0316527350536	0.0314187925026
f	0.574725886	0.18828168	0.0447486793938	0.0450516968647	0.055616597001	0.0361960969235	0.0553794272411
à	0.395877498	0.360708892	0.0712057758	0.0474157401	0.03501607932	0.0351646125648	0.0546113765296
c	0.202022194	0.616232342	0.04351241214	0.0350784310533	0.0344276271858	0.029799511352	0.0389274211818
i	0.1335788772	0.622444896	0.0815548168	0.052040498802	0.0313009514116	0.0332497648492	0.0458301209806
l	0.0983407576	0.4676461212	0.265936568	0.0397149672	0.0521461565241	0.0337041781643	0.0425111845047
e	0.0939839364	0.210811841	0.398994454	0.106923656	0.03840468654	0.04358583246	0.10729551683
k	0.0560788043	0.1180168178	0.594851456	0.0781960582	0.055739077676	0.0396572994806	0.0574602626925
a	0.07444396634	0.0861616286	0.475485804	0.139802738	0.04065040654	0.074276394122	0.109179005098
s	0.0403594514	0.0646148896	0.4334899652	0.267050048	0.073430712344	0.038112081854	0.082942872412
t	0.01747606818	0.02624870766	0.437842665	0.2823196584	0.09774400616	0.063297848098	0.07507112646
è	0.03350088736	0.07858727814	0.32654231	0.304878004	0.101124419966	0.033859315848	0.1215076726
o	0.02638401168	0.038762319	0.212795923	0.4733758072	0.11749464674	0.02679013448	0.10439709698
n	0.018407940176	0.02368185762	0.132745096	0.46014445	0.189159888	0.0588164361	0.117044581468
e	0.05119931326	0.06587311122	0.175307544	0.3927247154	0.1011795688	0.05912352809	0.15459225506
a	0.02571503974	0.0311387361	0.0822324606	0.2228040752	0.383892782	0.09719036388	0.15702661354
n	0.01347114624	0.01639017032	0.0383487668	0.23527638	0.411775246	0.1752501764	0.10948825922
k	0.02817001444	0.043162839	0.08099777008	0.254324766	0.337163468	0.10475783786	0.15142351
ò	0.05794968086	0.0516093619	0.056150285	0.193883178	0.2174811582	0.06494990724	0.357976266
r	0.00981373012	0.0184431729	0.0546156856	0.175173866	0.319576354	0.23310707	0.189270221
a	0.0286952014188	0.03902497426	0.08539051082	0.1605697548	0.376162122	0.1154862048	0.1946712152
a	0.03452341786	0.03890696906	0.0495810916	0.0776748858	0.364641018	0.1488987706	0.2857736124
t	0.012241647496	0.016508332208	0.0295185204	0.0617270139	0.185366952	0.429078142	0.2655594408
s	0.0163376142	0.01911840342	0.03720068742	0.091659447	0.179429838	0.27894887	0.37730524
ù	0.01391966314	0.048005417	0.0190317659	0.0581104691	0.0793144798	0.2195448471	0.56207322
n	0.01252480048	0.02132505904	0.02783823284	0.046863509	0.1158128882	0.527746938	0.24788838
n	0.008109428472	0.017501275128	0.033496153352	0.04471621324	0.1510858908	0.493627946	0.251462998
i	0.102831417696	0.02134895112	0.03220469852	0.03368833228	0.07250934	0.312939144	0.424478054
t	0.0207136833966	0.026587066068	0.02170071293	0.051729264382	0.05919382934	0.4443777	0.375697836
i	0.102619923446	0.0169925849526	0.055810210864	0.03356075824	0.03484259836	0.3713528862	0.384821146
</S>	0.0193678779134	0.020867935094	0.021442379868	0.025738987794	0.03845115106	0.2854233588	0.588708316
