 	mia	sorella	quest	anno	che	vienne	studierà	per	medico	</S>
i	0.773342143	0.03106860846	0.025173059587	0.024634238034	0.0240575216368	0.0240567683517	0.024383880556	0.0240319489052	0.0244423942713	0.0248093609035
a	0.706370444	0.0528259869	0.029470796357	0.0275525123422	0.026266639178	0.0258859377038	0.0296781551057	0.0327362688331	0.0336759573139	0.0355373778101
d	0.455281932	0.244158205	0.05624560316	0.0360825578104	0.030470159921	0.0303910935305	0.0337092606866	0.0412983180512	0.0351337829844	0.0372290430295
e	0.282662665	0.328074744	0.117665764	0.03775913124	0.0341879709218	0.0321859488352	0.0251081196588	0.0392498113853	0.040480218019	0.062625521267
r	0.301342828	0.316101836	0.100611495	0.0400144345044	0.0325570097998	0.0319988868665	0.034938295883	0.0425634731203	0.048132563595	0.0517392865352
f	0.1279358668	0.52284435	0.0958639758	0.0341406054	0.029196331696	0.0283949286631	0.0230710055836	0.0303814502081	0.033431256089	0.0747402528157
ì	0.274774606	0.276071414	0.1896764104	0.039387406685	0.0324153922004	0.02985713351	0.0277869997172	0.036234103133	0.0375804175301	0.0562160663464
m	0.14059015648	0.512168474	0.165490479	0.02693775468	0.0225474949952	0.0202535860468	0.0204187009564	0.0200246422946	0.0205685997056	0.0510002604945
m	0.0616059934	0.342937216	0.319826461	0.09772631914	0.04014396154	0.02875196318	0.0216601914872	0.0246772281984	0.023904358818	0.0387661667455
u	0.1592056246	0.245430044	0.2841219796	0.0868139388	0.0475312456864	0.0408512213034	0.0302287213841	0.0341071395101	0.0336307405412	0.0380792203229
f	0.0454476416	0.149500858	0.460769974	0.11059863032	0.042481099646	0.0386379836403	0.034521616536	0.036826178593	0.0353854542294	0.0458305690951
è	0.04440606832	0.0899404744	0.395844604	0.2483229242	0.05606695364	0.039030914236	0.025600369702	0.0294385331907	0.0283398731051	0.043009285902
t	0.0384271373	0.1158103606	0.4285985044	0.2036326364	0.0513402346	0.023659569984	0.012960962198	0.0146549567217	0.0155791047227	0.0953366246855
i	0.02187209686	0.0929174428	0.414827887	0.1996820154	0.0732155892	0.028987392166	0.0297379554762	0.0277996690938	0.0316214287173	0.0793385746616
p	0.048609177028	0.0799075646	0.212206698	0.315199964	0.1568779202	0.0490423008	0.0222658789644	0.0269891352426	0.0235546812718	0.065346637299
ò	0.02645687132	0.0381855235	0.0865342874	0.353283282	0.17963172	0.12819609546	0.024247511206	0.0363606869002	0.0325350835858	0.0945688584476
r	0.04014562167	0.0675561794	0.1851864904	0.250710946	0.199058382	0.1155445778	0.01738696864	0.0207902621494	0.0214951028945	0.0821254170512
k	0.01180231252	0.0282481632	0.1745932328	0.331990827	0.2229662694	0.0490000064	0.02241682466	0.020100996316	0.0257055198992	0.113175699864
e	0.03492621069	0.0470285846	0.11525508	0.398407626	0.175490646	0.0592771171326	0.0398209974923	0.0399009763212	0.0292814441526	0.0606114113082
t	0.025948614846	0.0295841206	0.04781120112	0.151650974	0.359476482	0.177229551	0.0480455282	0.026117196068	0.0199574545919	0.114178892463
e	0.0179467815	0.0248834262	0.0418048172	0.1456617412	0.3824786748	0.1258759262	0.03623394442	0.04380587456	0.045354321747	0.135954483848
e	0.021021425056	0.025654753228	0.035400915486	0.0663836352	0.3022281314	0.251819512	0.0890827696	0.02748279036	0.014773496769	0.166152630307
n	0.014915138216	0.01651868566	0.02301384172	0.033833583	0.2557809218	0.350573466	0.1083546724	0.0680235391	0.02748876397	0.101497519674
a	0.02204061892	0.02854844732	0.05369142782	0.0775179674	0.224547868	0.299962278	0.083694464	0.069636014	0.038209936	0.102151181721
s	0.01645527268	0.018541559288	0.028664591496	0.0334990108	0.1379365052	0.358833739	0.1390610572	0.1425762628	0.028668767464	0.095763286704
t	0.014860305226	0.01854913452	0.02169400594	0.0543744734	0.2412811496	0.210874828	0.1623698304	0.1109712086	0.076614044	0.088411021532
u	0.01765761258	0.01221244662	0.0162407217	0.04399909652	0.2303616554	0.2402707736	0.1528016468	0.085581398	0.08295813574	0.117916305
d	0.010360289964	0.01188549594	0.01797187224	0.02380426116	0.066521818	0.1873791378	0.28102602	0.1351220112	0.0396943124	0.22623486366
i	0.004983689212	0.02380754472	0.03181654202	0.0479673816	0.0901396508	0.153662246	0.257597696	0.176629804	0.1052273384	0.108168146
è	0.010829892714	0.015491115572	0.0232007196	0.02812407726	0.0636813036	0.1184810892	0.2379003846	0.2048758164	0.06365532908	0.23376038694
t	0.00687645488	0.02064554276	0.0197047825	0.02827033272	0.0666616402	0.189587692	0.2790235184	0.168850562	0.111541597	0.10883780656
s	0.00708730328	0.01989778122	0.01896622208	0.04362378246	0.0843132802	0.1201534	0.26053365	0.194999159	0.150753232	0.0996721414
i	0.01464520977	0.019041290446	0.01407480612	0.0513187248	0.1219668824	0.057507212	0.1211440694	0.174617268	0.17958416492	0.2461002765
j	0.009795061474	0.011843013142	0.013747684628	0.0166090544	0.02338909196	0.05491788898	0.19382817934	0.2798996071	0.1106899664	0.28528049
