 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
e	0.7698742112	0.03205957102	0.0272878153032	0.0244834559399	0.0267818742176	0.0235156451034	0.0235378770208	0.0236340721382	0.0241963863042	0.0246291074927
d	0.705695112	0.04964946932	0.0280791375971	0.0269636209263	0.0252077400198	0.0258375330914	0.029241931062	0.0326215150522	0.0431578252823	0.0335460365967
e	0.53841895	0.1785694852	0.038237882906	0.030023597856	0.0242650716346	0.0290304065738	0.0301806324879	0.0302496600483	0.0470304755129	0.0539938582835
r	0.41799842	0.252589082	0.04122241174	0.0415952344057	0.0331116211874	0.0322168891757	0.0333371153081	0.0365168100722	0.0596320213512	0.051780271372
f	0.25988158	0.417797168	0.04602400032	0.044199205	0.031109371126	0.0338734365992	0.0327878071723	0.0307189285078	0.0391425657823	0.0644660208129
ì	0.357383014	0.238611688	0.056956947028	0.0638151232668	0.0332476490099	0.0468514541594	0.047678544388	0.0371764858446	0.0474839666631	0.0707953639898
m	0.1637760876	0.548010826	0.0813475334	0.03302723938	0.0272320873718	0.026275375747	0.0244866466997	0.0220682697188	0.0220957634584	0.0516801535568
m	0.1018383698	0.42466038	0.18168200288	0.0737819497	0.04209792404	0.038649807014	0.0328724247938	0.0257685459422	0.0262345638772	0.0524139548275
u	0.2318023468	0.2294824532	0.11348642048	0.115620671921	0.0722772033648	0.0579098435225	0.052014256423	0.0372466119387	0.0375546035507	0.0526055658676
e	0.0690574876	0.2353019502	0.365042678	0.09747600894	0.05507507058	0.037375844546	0.0324370611981	0.0369254391734	0.0329766692382	0.0383316913631
n	0.03671296234	0.0635042164	0.378058532	0.253220412	0.0956330158	0.03701553708	0.0272143434624	0.0534654676244	0.0235349262565	0.0316404541181
è	0.0495069862	0.0824656758	0.2230209208	0.315346398	0.0782974118	0.07690654292	0.0441547642772	0.0402752343153	0.0266601244568	0.0633659465529
e	0.05562642498	0.128520121	0.2478362636	0.1759008092	0.1346208356	0.1019827846	0.033275117392	0.0218187154554	0.0202283263722	0.0801905493949
r	0.02131848921	0.0248000736	0.101185528	0.269414156	0.223725903	0.1729836088	0.0436353852	0.0524361214237	0.0175970961872	0.0729036397545
t	0.058836318514	0.0483518946	0.0892042838	0.231933444	0.09319870428	0.2791092988	0.0728378896	0.033567291788	0.0239829340088	0.0689780727976
o	0.087084091988	0.0648131108	0.1142707943	0.1691104218	0.108157207888	0.215421714	0.101505121	0.0393382478	0.030210899132	0.0700883455792
m	0.0282241808	0.03647074626	0.0609038946	0.1520775798	0.1349218208	0.33248434	0.0921866706	0.0381558142114	0.0298077437344	0.0947670290896
è	0.02154516255	0.0401143431	0.05640422592	0.1109070186	0.0539423698	0.207992726	0.297242671	0.10087187672	0.02891064883	0.08206886611
n	0.014753214748	0.0341932416	0.047308801	0.080866948	0.1305741326	0.38230413	0.165648866	0.036401560308	0.02645320145	0.081495795287
a	0.022091705072	0.0330040148	0.060305414464	0.0909691964	0.06598083024	0.3561379032	0.18228622	0.0251340844	0.026859835726	0.137230715376
m	0.01758521011	0.02598669666	0.03353100018	0.0362122802	0.0974188874	0.276187782	0.2458159072	0.07816269048	0.040311639568	0.14878796059
à	0.01708006789	0.02544001474	0.03474035116	0.049911580874	0.03472890128	0.1445565904	0.4076332508	0.0966221316	0.0304786456	0.15880821822
i	0.01110621166	0.02653356634	0.03123360602	0.0393066042	0.0771671904	0.213782628	0.337813502	0.1007252926	0.04487209512	0.11745925736
e	0.010973835234	0.01307387298	0.017331472932	0.026478589	0.04931103636	0.1259457108	0.2031074526	0.280172444	0.1273015366	0.14630400984
t	0.01810027595	0.01973250192	0.02373569136	0.02943200026	0.03871000242	0.07739676734	0.1421653324	0.3152464098	0.224718034	0.1107627646
t	0.00921691112	0.00866508826	0.01788290586	0.0273293471	0.03041544674	0.0656787836	0.28845181	0.2292381	0.203116798	0.1200045636
ù	0.00728173905	0.0052420426	0.006294749151	0.013065349226	0.0097728048746	0.0271873944	0.219007958	0.337718881	0.196180616	0.1782484946
k	0.009700626528	0.01375423228	0.014162571704	0.01412380249	0.01692783424	0.0294088768	0.0489721666	0.1338833202	0.478020092	0.241046474
ù	0.0053454223634	0.0132389913106	0.016277216932	0.017813815894	0.01959270074	0.03729933373	0.0972793794	0.2092059526	0.339334104	0.244613214
n	0.005806983544	0.0108510330952	0.007275939354	0.00853813085	0.00788497624	0.01264161456	0.02214083082	0.07012925294	0.536823422	0.317907881
d	0.009676883122	0.022955787368	0.017220526428	0.015716622298	0.01850163332	0.027842469908	0.0605033822	0.106804769	0.449492964	0.271284908
u	0.0065742105172	0.006741289574	0.010647327528	0.008779702004	0.00552330323349	0.013155938224	0.05797938654	0.1837836259	0.342914822	0.36390026668
m	0.0088202590362	0.009749945112	0.0093168089	0.00660924099	0.003716658094	0.011350684666	0.01799923574	0.059438486	0.4208262832	0.452172422
è	0.0084748905068	0.0074625106624	0.0148819968488	0.0149982909844	0.014537740582	0.025914764232	0.05275741508	0.14055879568	0.436043117	0.2843703184
n	0.005430389504	0.012114655576	0.011464234978	0.0058931874854	0.006093170528	0.012115143446	0.0164370294	0.03504819968	0.542495608	0.352908336
a	0.0110148925388	0.014602578882	0.014272844422	0.009677041622	0.0079275955	0.0136215334496	0.03312260005	0.06399827092	0.556191102	0.275571592
</S>	0.0099052146056	0.01020767952	0.01076701391	0.0091118760674	0.005506086852	0.01067631323	0.01239834926	0.0272173691	0.417417692	0.486792306
