 	i	bambini	non	si	vestono	da	soli	</S>
t	0.694407874	0.1221476524	0.03371147128	0.031483403985	0.0290572966527	0.02911259092	0.0294567159735	0.0306229954229
a	0.670212166	0.1280685176	0.03183027904	0.0287090171926	0.0289625803431	0.0332423325413	0.041541386823	0.0374336689835
p	0.292366086	0.463097498	0.036685541316	0.0331503806673	0.0310749552326	0.0318503669913	0.0485112487388	0.0632638883412
e	0.28181052	0.387149745	0.05024799386	0.07594691458	0.031476658492	0.035790558372	0.0694530861898	0.0681244770457
t	0.206523194	0.49043389	0.063712561	0.04539188598	0.0372766164142	0.0406122905007	0.0558563271093	0.060193421716
ì	0.2204540384	0.394649615	0.06404146128	0.0613267788	0.03226356316	0.05054990848	0.0772187640614	0.0994959224962
a	0.1039899032	0.4758001628	0.2176953728	0.033535935	0.0257628169575	0.0373970946416	0.0371991806853	0.0686193692337
e	0.0877088042	0.2444362066	0.352032706	0.1190436125	0.035166845642	0.0454984548975	0.0443336868122	0.0717797017968
n	0.10702764516	0.14518733388	0.2851187314	0.23083992	0.04653747482	0.084019483848	0.0368240573248	0.0644453171534
i	0.0737092974	0.07176347174	0.1453285304	0.25938071	0.194348792	0.075788541	0.0602957666616	0.119384976245
n	0.05766461334	0.135495288564	0.215356685	0.271593632	0.1089982026	0.03787424966	0.0240456052149	0.148971720926
d	0.05832148102	0.05083945044	0.147009492	0.1979082146	0.2444894708	0.112362888	0.0762663132488	0.112802764715
ì	0.14095239356	0.0648442246	0.06136924616	0.1202820242	0.09989936168	0.223108431	0.103792275298	0.185752005187
n	0.02678624452	0.1302275782	0.0951287272	0.185449895	0.304053412	0.07970507108	0.042692505008	0.135956570116
n	0.0299891151	0.03199233262	0.1411932216	0.247861496	0.2426621906	0.10763015134	0.063810292836	0.13486106788
o	0.02632914054	0.0293281276	0.0492846956	0.203849996	0.250599356	0.230173132	0.085147771054	0.12528775636
t	0.01261843694	0.01450717484	0.02684094322	0.0552040902	0.1941485032	0.392055812	0.080411222078	0.22421367312
t	0.0139037194692	0.01435477558	0.01045270304	0.04975208906	0.225940809	0.279108094	0.1709405596	0.23554722852
e	0.012588722174	0.01444124538	0.01235698436	0.0768448101	0.08859339908	0.463294256	0.10598503914	0.22589531354
m	0.015999194266	0.017407374894	0.022495502548	0.024400272946	0.07158017742	0.3932159814	0.1502360554	0.3046653056
a	0.009675654348	0.016746319	0.018975920554	0.03540581458	0.0939918258	0.314171308	0.2195583004	0.2914748126
n	0.013092483764	0.015395226819	0.023006034457	0.0230608072248	0.08255784096	0.2624311184	0.341864406	0.238592076
e	0.007633160321	0.012208970406	0.016266566548	0.024098377076	0.0882215934	0.233929218	0.2896708188	0.3279713888
c	0.00808067805868	0.008836819841	0.015261500086	0.0156117010006	0.04426000822	0.1120326248	0.508680124	0.287236612
h	0.006132425922	0.019053993896	0.011651751452	0.01749522459	0.03594017566	0.0893066475	0.3321950304	0.488224844
à	0.010790016488	0.010410977758	0.00386080092	0.016335011586	0.013449652412	0.2483060926	0.3365656288	0.3602817604
t	0.00647161297	0.010658051826	0.01570862236	0.01296725358	0.03201175868	0.0754440338	0.4937598952	0.352978844
u	0.013351689462	0.012999585186	0.009729090172	0.015327277328	0.02863150776	0.0816352898	0.3924463168	0.445879208
</S>	0.0076188300331	0.008035807731	0.013239149282	0.0087990192106	0.01269730662	0.0263696146	0.42050829	0.502731792
