 	mio	padre	ha	lavorato	sempre	</S>
o	0.75803057	0.096793179	0.0369209608494	0.036017975342	0.0361712388379	0.0360660655937
c	0.577654854	0.2460662156	0.0413225268646	0.0419515361747	0.0493996292144	0.0436052775273
i	0.295512344	0.443295368	0.0719916422	0.0580831978752	0.066345331091	0.0647721526681
ù	0.216416826	0.532360286	0.0898494594	0.0496790032246	0.0576302222134	0.0540642104999
r	0.1180610992	0.548715718	0.16453107146	0.068220997296	0.0482045305312	0.0522664055506
i	0.1732656	0.490854094	0.1626811472	0.044168050712	0.049108386311	0.0799224637387
m	0.0877682962	0.363054314	0.393398532	0.0474180697	0.0484070169288	0.0599536324897
m	0.1082631322	0.216459488	0.274239626	0.177479522	0.076941403888	0.14661679044
u	0.2284777554	0.172621912	0.186820944	0.181938034	0.096384495718	0.133756741503
è	0.0532628718	0.1610209568	0.466262082	0.1074642888	0.06863049684	0.143359360367
p	0.043408667904	0.09251833614	0.454307814	0.303012606	0.0398478981378	0.06690452832
o	0.046195027112	0.0626765052	0.44075138	0.3024900008	0.06407166144	0.083815507768
l	0.05768549	0.079833995	0.186044008	0.527916514	0.06227288772	0.0862472702
e	0.02448293056	0.0245716272	0.1201153332	0.617478236	0.0960723216	0.1172794763
m	0.05076489006	0.0588444256	0.1070230278	0.42352325	0.1551689668	0.204675474
i	0.022393128894	0.01814203078	0.0606766954	0.529325828	0.205367766	0.1640944614
m	0.02623799864	0.0442054634	0.0846158548	0.26191471	0.251204254	0.331821742
m	0.014583090866	0.01525881448	0.039984851	0.32449168	0.389861156	0.215820418
è	0.04799619411	0.04606752508	0.04054137492	0.2562008394	0.308091148	0.301102788
n	0.015012676434	0.0282412306	0.0922970164	0.170293756	0.316782596	0.3773727112
a	0.032131749739	0.041669351366	0.0767161014	0.23941706	0.330168064	0.2798976388
p	0.01190529482	0.01472755056	0.02662648924	0.0540542306	0.426846669	0.465839678
à	0.010624822884	0.00929269778	0.0213485006	0.081322078	0.574565072	0.302846755
n	0.00837474774	0.0125440917	0.051094867	0.082501636	0.527287296	0.318197196
t	0.011965836476	0.01672381814	0.0397062982	0.0668582852	0.45538524	0.409360596
a	0.10346699038	0.00786420825	0.02760686	0.1390943114	0.373066978	0.3489005404
</S>	0.009640010558	0.011222428066	0.0158680253	0.0257542064	0.408535708	0.528979482
