 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.774076856	0.0628380851	0.027145581726	0.0264641143566	0.0266505046174	0.0263539955988	0.029068127137	0.0274027559645
t	0.2987944628	0.505667792	0.0321069260454	0.0302166934855	0.0318532666929	0.0344844926763	0.0309646853606	0.0359116323487
è	0.171415779	0.516472024	0.0724155398	0.043740645	0.036555866826	0.04608279961	0.0331145970466	0.0802026219106
l	0.0949019904	0.6972647	0.0517342398	0.0343070504984	0.0279684107315	0.0319567877562	0.02616427789	0.0357024241819
i	0.12005463446	0.5349098452	0.1148316614	0.0589022025254	0.0306180479684	0.0398552009327	0.0330823528097	0.0677461183126
f	0.077662037	0.2235729946	0.481708764	0.0707486409	0.0332278790172	0.0404831813056	0.0330305395525	0.039565984038
a	0.07685617762	0.2861835054	0.336053668	0.1050374666	0.043307768	0.0432582740964	0.0487868669785	0.0605163721877
m	0.0557063446	0.09496036	0.459374138	0.193561009	0.04034493279	0.0419695090136	0.054755019569	0.0593287146161
è	0.04932786788	0.11518792128	0.235240988	0.1708184026	0.165074456	0.0677634419	0.111365227272	0.0852217286984
n	0.04099613192	0.0699239148	0.299507566	0.363819132	0.0624685223	0.037886087724	0.0436346113298	0.0817639387912
o	0.05154984675	0.06504450034	0.315766706	0.3210284052	0.0666535348	0.03926207574	0.0624237965962	0.0782711860666
o	0.028195343	0.038935574708	0.0947158022	0.3617459552	0.247466204	0.08471315594	0.0731973631198	0.0710305240954
l	0.022195669522	0.026749512866	0.06478868502	0.2206146248	0.394155822	0.1070684875	0.09049311182	0.07393407192
i	0.02126046184	0.026270116128	0.03459130404	0.0772980856	0.5974434	0.11159296894	0.07868622127	0.0528575532
m	0.01935754988	0.02328799576	0.07752497	0.1503930738	0.268258832	0.2290390646	0.09662624914	0.13551208554
i	0.01398256968	0.01793301212	0.01999895064	0.0459161586	0.432163646	0.2120759774	0.1409489014	0.1169806518
a	0.03035788398	0.02596982264	0.0614374364	0.0702453541	0.215580335	0.313570644	0.14435266746	0.138485835
f	0.0131571445926	0.014846793504	0.02561639194	0.03990726206	0.11443096	0.498896792	0.1742514596	0.11889318794
o	0.013887489606	0.016552235476	0.018827355942	0.03275136424	0.2834845336	0.3412358712	0.1718948522	0.1213661614
r	0.0126141968896	0.01283496737	0.043061395546	0.0473846496	0.0672166692	0.323110246	0.32053556	0.17324223948
à	0.009665707576	0.011775831926	0.0103402581588	0.012571374752	0.1428307194	0.3044219546	0.3676902214	0.140703851
</S>	0.008252805287	0.01350192326	0.04085113972	0.0502197009	0.1112499178	0.2603569047	0.205242826	0.31032472332
