 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a	0.677221772	0.10770762	0.02105930424	0.01811903701	0.0191490795138	0.0181314854285	0.0174423309534	0.0172619849945	0.017276550326	0.0171944720349	0.0172947194667	0.0172391464956	0.0172874464229	0.0176150266985
p	0.346120338	0.369664116	0.02338380311	0.0212863245771	0.0250076826944	0.0186138159709	0.0189167242291	0.0202407355304	0.0200197382232	0.0217753888978	0.025087946691	0.0233398263266	0.033364398602	0.0331791542945
e	0.332146106	0.2608396206	0.03760791974	0.05366701886	0.0594677946	0.017633825259	0.0234113234453	0.0266716540801	0.0247155728249	0.0255810280694	0.0244686878945	0.0247632750233	0.0436291079628	0.0453970932211
t	0.226809646	0.452316186	0.04671205794	0.027659461042	0.0285127619051	0.0204473586391	0.0200823525487	0.0208234735127	0.0206006058205	0.0213521405287	0.0235495334531	0.0223171672119	0.0344248679953	0.0343924393723
à	0.189596458	0.310796088	0.04195943208	0.0731305898	0.0802595118	0.01645051776	0.0345800775406	0.0281242941818	0.0271390154313	0.0331024576587	0.0286904365146	0.0269912840806	0.0443837265205	0.0647960800008
c	0.1004098262	0.4247506788	0.1751714628	0.046645887	0.029112707282	0.0147596645694	0.0217689827399	0.0202307236294	0.0231609175023	0.0381051589525	0.0289691632225	0.0218126154099	0.0252517672557	0.0298504443595
i	0.1136355546	0.337020086	0.14507927156	0.0955171852	0.07583977806	0.017109307577	0.0352361071571	0.0203063181663	0.020859749232	0.0334707512777	0.0345160820637	0.0228531388824	0.0221578395465	0.0263985664769
a	0.06252128	0.1404371314	0.327767224	0.163613226	0.10137746394	0.0195840858245	0.0184695013218	0.0203441706278	0.0189026733584	0.0226436579676	0.0207910746561	0.0199183311252	0.0283495737693	0.0352806705498
e	0.04004768316	0.09147910834	0.2423044608	0.2714987848	0.147300106	0.018516608054	0.0191346864972	0.0221324822484	0.0187764447331	0.0232861307404	0.0226999224258	0.0214844249309	0.0307908488911	0.0305483298819
t	0.068178079494	0.10448743458	0.1246126138	0.261999574	0.1664221074	0.0351361982	0.02411776777	0.0242033216396	0.0206006018863	0.0275773099502	0.0311336434244	0.0276245190411	0.0468525577142	0.0370544429659
o	0.09822357862	0.07416639106	0.05034864816	0.1672353494	0.2077606272	0.02688194594	0.1181462046	0.028379424496	0.0310079840276	0.0396884779119	0.031920962233	0.0250604928213	0.0391830152758	0.0619967865331
s	0.02974877916	0.036469238724	0.1435349186	0.234096417	0.2187480086	0.038516478	0.03902285886	0.018232934789	0.0208678941367	0.0284004399767	0.0426173747919	0.0199856866653	0.0453554037702	0.0844036031059
