 	il	vestito	della	sposa	vuole	bianco	</S>
t	0.763701198	0.0801841362	0.03228895724	0.030351870094	0.0301729589813	0.0324663273301	0.0308345122782
o	0.65396694	0.1093700012	0.0657951422646	0.039063138449	0.0384002266309	0.0455074791448	0.0478970461357
n	0.500853156	0.2297361128	0.0904269541	0.039030015118	0.0371354458224	0.0509174790138	0.0519008536423
à	0.150084518	0.214567362	0.363926896	0.0699522186	0.04840332626	0.0717949856758	0.0812706695025
b	0.1118940564	0.3179704588	0.365964504	0.09376446435	0.0335920312952	0.037116285626	0.0396983129069
b	0.0588481098	0.200787902	0.45940096	0.1385863286	0.036276751094	0.0559087938616	0.0501911936123
e	0.2819764252	0.2999698492	0.17513747894	0.054916770752	0.0389017203284	0.0765976072169	0.0725001334545
t	0.0838560128	0.287213752	0.371365472	0.128660808	0.03970222903	0.0374131545684	0.0517885139948
o	0.1140810448	0.2237105708	0.3321484322	0.1327465692	0.04855722263	0.064683934448	0.0840721746326
a	0.102197894	0.177905844	0.24152256	0.311702622	0.0487764245	0.03854784608	0.0793466833536
t	0.033048647248	0.044543399	0.0859285302	0.515164984	0.17513449694	0.027747544826	0.118432487288
s	0.08654219485	0.09055729238	0.0933459746	0.3853853548	0.1148263244	0.0621726708	0.167170212
è	0.11714291166	0.07839736964	0.0972272788	0.249209635	0.1205656604	0.1108553834	0.22660156188
k	0.04835541108	0.0549211716	0.10620497	0.3363368504	0.229050068	0.099152495248	0.1259790192
o	0.01917184352	0.0344618184	0.0659711442	0.3343190314	0.1940277192	0.151241772	0.2008067285
r	0.04570544174	0.0529382896	0.0538752724	0.211337607	0.280491272	0.08125505	0.2743970924
à	0.01285763742	0.014640447066	0.05544457043	0.18909722994	0.288167338	0.222614138	0.2171788112
s	0.026660835968	0.03039431855	0.03518672464	0.1087049709	0.34435276	0.1531153256	0.3015849791
i	0.007415050764	0.0114013534488	0.01496210554	0.0926480532	0.407334332	0.241404204	0.22483495114
t	0.01587290788	0.016624977644	0.017276319928	0.03112743252	0.289642991	0.344760464	0.284694918
è	0.0091341333	0.00930599892	0.0040688693	0.03312092034	0.302065332	0.529466307	0.1128384522
l	0.006991436176	0.0079611234776	0.009062727596	0.02584642734	0.2433633828	0.476946604	0.22982837
i	0.006020026076	0.0070063457064	0.00811869338	0.01913384546	0.1931886532	0.634877692	0.1316547932
à	0.01159814138	0.010915200456	0.010988205774	0.0142908887	0.06169167	0.405050082	0.485465838
s	0.006669670008	0.006739278276	0.00695183554	0.015662897694	0.05532608844	0.59536853	0.313281694
p	0.010974217004	0.011371152585	0.005892830968	0.013577136256	0.0451852164	0.765709176	0.147290208
r	0.0030857285252	0.0028552701376	0.002433289294	0.0054530165168	0.01883599258	0.751733572	0.21560316466
o	0.0145343409158	0.0080959844034	0.00287613407	0.007998692706	0.02581886904	0.647417782	0.2932583956
</S>	0.010998198838	0.0106631245926	0.012230168104	0.012315974784	0.026299476	0.3736426184	0.553850348
