 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
m	0.72518389	0.047241168374	0.031192102205	0.0202532341624	0.0192219995589	0.0200405880785	0.0197602896413	0.0186587057932	0.0187064178755	0.0180395299092	0.0186820594188	0.021094452798	0.0219256382692
ò	0.424490844	0.11716600506	0.066717617328	0.0413678038286	0.0391920518376	0.0385074864547	0.0330017104086	0.0345046395658	0.0309058832085	0.0344164109451	0.0342287903212	0.0360412930695	0.0694595258048
t	0.558555215	0.175735245	0.0549773894903	0.0241779778296	0.0228419948514	0.0217181544361	0.0194094342076	0.0199291858661	0.0180828119543	0.0200716606247	0.0189338587253	0.020041564101	0.0255255705391
t	0.335966112	0.280064061	0.073875633068	0.0438135162819	0.0366792577223	0.0372705808756	0.0257392980071	0.0306014612708	0.0270900884078	0.0280846100056	0.0242028320078	0.0305091472041	0.0261033270415
e	0.29893954	0.179568225146	0.149825957942	0.0582421609481	0.0459283187703	0.0477028482508	0.030433163827	0.0406578410497	0.0258010699364	0.0382323270862	0.0279913004481	0.0303067493415	0.026370403509
j	0.15339954	0.4312749448	0.0951279152212	0.0338959630442	0.0323365078419	0.036126479773	0.0332892807769	0.0303948116083	0.0286242462788	0.0291160291353	0.0290243871805	0.0325260847095	0.034863808835
è	0.132818758	0.34453126	0.0672519726	0.095063558106	0.0674796588955	0.0418924246893	0.0322848293153	0.0401700988204	0.0293897434192	0.0371426787812	0.0277474492904	0.030514424766	0.0537130456807
n	0.1203505694	0.51597113	0.12525912984	0.0352161893094	0.0232007867111	0.0222430526382	0.0200619122568	0.0215509483121	0.018452301981	0.0246679601053	0.0179168300069	0.0212020683494	0.0339072158743
o	0.110816918	0.449090054	0.131320696	0.088721056927	0.0444203065137	0.0301148630558	0.0222952578272	0.0249690716262	0.0183142118944	0.0218903342224	0.0177410159337	0.0184366291785	0.0218697538212
m	0.0524162174	0.397767454	0.2741435464	0.05202206592	0.0338228887047	0.0259735362667	0.0251334381304	0.0226983437787	0.0201995684092	0.021603871883	0.0200745119712	0.0223529631517	0.0317917445692
e	0.03384809026	0.181562122	0.346328996	0.04514808986	0.049367714764	0.0626925286656	0.0417169306564	0.0397782367876	0.0301026680985	0.0295955842431	0.0260150010849	0.034331490553	0.0795125962806
v	0.03806972696	0.1036104232	0.478253496	0.1110053186	0.06224279618	0.029202018642	0.0272457837153	0.0253149780761	0.0221845626927	0.0233822402837	0.0210504990195	0.0228772572195	0.0355608991264
è	0.033067917534	0.079041646	0.451362594	0.1029894436	0.0611008362	0.0522912436	0.0375567440548	0.0358913484858	0.0255993998349	0.0267785494606	0.0215784781352	0.0253993252583	0.0473423027025
k	0.03813170206	0.096716342	0.335899463	0.275366082	0.0711074124	0.02823405338	0.0188642482402	0.0187829097402	0.0186132262689	0.0227267020957	0.0157164381276	0.0194648783959	0.0403765715997
k	0.03427710536	0.095934178	0.421597778	0.19003946	0.0563722132	0.0353884426	0.023242807836	0.0264964224473	0.0192721001977	0.0172478665703	0.0158531193377	0.0224241131711	0.0418543443804
i	0.03121874068	0.0893469238	0.425854888	0.12678401456	0.053670117556	0.057699939142	0.0394744286685	0.0461101222295	0.0272599731902	0.0248111394615	0.0212119086451	0.0214435195819	0.0351143652737
o	0.030445165792	0.04321419074	0.17515253	0.38397032	0.130885444	0.0608374152	0.03270347106	0.0259181476593	0.0198194804778	0.0191752738505	0.0158080728937	0.0179129549065	0.044157543193
p	0.016462721546	0.0228641191	0.0725515714	0.347480656	0.2146193376	0.1136657928	0.03608940042	0.0256439214781	0.0201320474259	0.0482646720785	0.0340416882139	0.0184871203053	0.0296969148008
u	0.027199706848	0.032901427908	0.0834349032	0.328310256	0.1491110732	0.119768251	0.04734423068	0.04476482118	0.0316791065974	0.0285048834927	0.0209303688154	0.0240556737957	0.0619953066339
l	0.01972259818	0.02610358886	0.0435633714	0.254740658	0.295386608	0.122045451	0.043790138	0.0242498392	0.021936035515	0.053232274294	0.0328992104659	0.0208635511513	0.0414665605131
ò	0.02214941698	0.023333099006	0.066852631	0.314464522	0.161156276	0.1342924514	0.0438763442	0.0399216698	0.029979531142	0.0511634842121	0.0350520515007	0.0272921575913	0.0504664359559
t	0.01450735772	0.01849751916	0.0452562574	0.213349916	0.27586591	0.199243253	0.0571222103	0.039505416964	0.0251720034112	0.0238274172712	0.0171040534309	0.0205817559425	0.0499668159518
o	0.00827474182	0.0106261252	0.0583606728	0.237268656	0.200626182	0.215450112	0.0496196796	0.04506232994	0.028667723938	0.024074984629	0.0252573680869	0.029062568201	0.0676488391015
s	0.0218413906	0.02811413708	0.03403704128	0.115474104	0.2535101206	0.1883955088	0.1270354222	0.05756650826	0.0334775849884	0.0409738846538	0.0268872723755	0.0239406993453	0.0487465040032
p	0.008951122136	0.0107588778772	0.01947098534	0.1325858976	0.2220183974	0.2491483494	0.0758218052	0.0660200544	0.03388434335	0.0263859690047	0.030573098851	0.041267603398	0.0831137170808
ì	0.01757015647	0.011834004748	0.0625050488	0.103360329	0.16564694	0.252264054	0.1011095922	0.07144370048	0.04550649413	0.0492313822367	0.029973817237	0.0290179185168	0.0605365536555
t	0.01058855142	0.016146928	0.0281661248	0.11093924	0.2209929794	0.2581181906	0.0924378464	0.08410991634	0.02939951374	0.0397178110468	0.0230072363586	0.0193886717657	0.0669868719297
i	0.009067997672	0.00915981382	0.0193873058	0.1058422952	0.203488742	0.252855377	0.0991546556	0.0996145894	0.0402579876	0.030625894062	0.026210985048	0.0291937627097	0.0751405439248
m	0.0166194762	0.021058776976	0.0211350269	0.0453938036	0.1183080174	0.154616868	0.208643902	0.141239244	0.07921680802	0.057686757208	0.0387688609828	0.0281432836335	0.0691692950966
u	0.011862557602	0.01279766894	0.0179682431	0.0444271698	0.129145046	0.2286806636	0.10650923	0.1347361324	0.064825155	0.0746576347294	0.047510253646	0.0379030614564	0.0889771595142
c	0.01623369323	0.018676415108	0.019467061954	0.03450086532	0.0689792992	0.0939359684	0.2288971612	0.1627829152	0.116226113	0.07607366029	0.04815664493	0.0271975937376	0.088872821556
