 	il	muro	vuole	uno	specchio	</S>
o	0.803852684	0.0539047539	0.035733152888	0.0349856207608	0.0360632382979	0.0354605554091
t	0.59390578	0.2388046856	0.041613725104	0.0403446953645	0.0418383188964	0.0434928158856
ì	0.198969752	0.451715444	0.0754297854	0.069562090736	0.0996107831443	0.104712270164
c	0.2475130912	0.491431804	0.08533480312	0.0515330193061	0.0578887971251	0.0662983566646
h	0.131465346	0.3637979074	0.2382615406	0.0486873771318	0.108493648571	0.109294116059
o	0.195552752	0.409025272	0.21950691712	0.0586130636936	0.056542932366	0.0607591859611
t	0.0828699778	0.385658404	0.38462639	0.04530540985	0.043285449895	0.0582543070466
è	0.0330929105	0.1409718054	0.389603407	0.08126578342	0.13588559019	0.21918062136
l	0.054092542	0.1208572794	0.639628217	0.03699309246	0.0332931863709	0.115135737006
i	0.03042101922	0.1008842662	0.5065049026	0.085451634868	0.104306470421	0.17243168126
n	0.1015770341	0.1181018461	0.228697184	0.2940413046	0.0659984808	0.1915841296
a	0.02545082318	0.050117075554	0.2315509944	0.301088862	0.1655369172	0.2262552434
n	0.0213654288	0.0258141419	0.0535158675	0.5431469756	0.1726217554	0.1835357567
g	0.007824251492	0.015771817622	0.04656924376	0.4036860504	0.29969502	0.2264535346
h	0.0207527713	0.01735829729	0.0241856764	0.3301096906	0.40709315	0.200500414
i	0.009400279492	0.016980307364	0.0585129828	0.2561446822	0.411066762	0.2478949312
a	0.008223146126	0.009359115742	0.018813320728	0.204055303	0.433542006	0.3260069988
l	0.004986628167	0.0070278344836	0.01419015676	0.1288003376	0.48530338	0.3596918273
ì	0.008632458018	0.0129948227356	0.019206612514	0.11030808148	0.458389914	0.390468198
</S>	0.023612051196	0.027046625746	0.104325296586	0.0785347946	0.433640677	0.332840648
