 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.746069101	0.04127438222	0.05306248422	0.05309660566	0.024269330942	0.0278883232226	0.0543397398826
n	0.639539672	0.1264109788	0.03970098146	0.0413764107058	0.0436829050941	0.0526958181513	0.0565932248616
a	0.298866572	0.47291301	0.054026262	0.03835237398	0.038984347801	0.0435152870223	0.0533422133926
v	0.1182130702	0.543719918	0.1281441082	0.040326298346	0.0397389371977	0.0509730156738	0.0788846362561
o	0.057425584	0.28733756112	0.258397164	0.1867887624	0.0756298348	0.043700086804	0.0907210016304
r	0.0739873634	0.2427780092	0.402318816	0.0502289943	0.0531326586422	0.044201937187	0.133352256483
à	0.041755264	0.229986623	0.291023152	0.1206060472	0.0989125902	0.0575963462	0.160119925104
s	0.0635858484	0.1724442	0.399968364	0.1456017038	0.0629013452	0.0430969679553	0.112401598
o	0.04251469574	0.23648699	0.395561582	0.133328626	0.0760851755	0.036798074672	0.0792247481857
t	0.028511358824	0.0526192814	0.341539959	0.3276472284	0.1026514164	0.0270377050316	0.119993241163
o	0.031701213136	0.03578940688	0.3773281208	0.2785260212	0.1228770614	0.03183476464	0.121943226712
t	0.032096926212	0.0548764722	0.1861738368	0.372688102	0.13958711	0.063130967256	0.15144665824
s	0.017774062753	0.01259472238	0.1150181352	0.536830878	0.1514365572	0.0546690622	0.111676433
o	0.007699053	0.0208799572164	0.1364303992	0.526657648	0.1562655114	0.060804442712	0.091262943066
m	0.01325716445	0.01645556572	0.062815082	0.1610573208	0.2619115344	0.2188301384	0.26567323948
ì	0.00580644248	0.0068301784	0.02151856592	0.2716861962	0.180764483	0.3101184222	0.203275917
k	0.0143307932	0.02440507474	0.046904907	0.0833694012	0.3699143268	0.254162602	0.2069128892
a	0.01048473762	0.00761307582	0.0298877676	0.193694564	0.241637172	0.242151975	0.2745306204
i	0.017023825636	0.01598792999	0.02635626176	0.04867012702	0.2277716254	0.299967798	0.3642224452
m	0.007086729933	0.008021407726	0.0102517421	0.0245488174	0.1587066074	0.550134136	0.241250588
è	0.01251356632	0.00518024558	0.0254425392	0.05985247568	0.151527187	0.484681252	0.260802752
r	0.00880088452	0.0142713785	0.01558202928	0.02199325068	0.102839818	0.516648424	0.319864215
i	0.00579491534	0.005758987335	0.007700146808	0.023036690684	0.0748912578	0.542125766	0.340692381
</S>	0.01061616418	0.010097920038	0.011974218845	0.013601852098	0.0253648704	0.363768488	0.564576404
