 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a	0.65958492	0.1100626912	0.0380143049	0.0277625949	0.027623473788	0.0271970933736	0.0271874622982	0.0270277317645	0.0274748187493	0.0280648658547
t	0.3504250032	0.411193456	0.033963342018	0.0292674882014	0.0273900074615	0.0261767345244	0.0275378607265	0.0286172154427	0.0330207303548	0.0324081330533
e	0.2003881864	0.510499318	0.0379157188	0.03431424906	0.032829621148	0.0257171898257	0.0303037349926	0.0301956252848	0.0394992970859	0.0583370827469
l	0.2016631634	0.52739664	0.0466390438	0.0289723924245	0.0346601056744	0.0270345070316	0.0283983685712	0.0285236612088	0.0407768163718	0.0359353180625
ì	0.12844732036	0.4797169568	0.0623433808	0.05596115132	0.04549019454	0.025258880079	0.043475321672	0.0386374328377	0.0546727154038	0.0659966149027
s	0.101846258	0.412695528	0.240850532	0.0414814457382	0.0424197765389	0.0228291109817	0.0438335205443	0.0278480147966	0.0267653009691	0.0394305431384
i	0.1167624178	0.399462555	0.1642997644	0.03705727174	0.055902319016	0.037670478199	0.0475455742055	0.0440457312	0.0358937241577	0.0613601147568
n	0.0987332688	0.411563753	0.262148125	0.02953610827	0.0446100442391	0.0257003265513	0.027180833484	0.0270723026114	0.0338290159044	0.0396262266149
a	0.05883785078	0.268480978	0.3548001648	0.0735039816	0.084529204	0.026819611458	0.0283009211606	0.0269163343212	0.0289837767239	0.0488270702231
m	0.0623351258	0.175328174	0.453533156	0.062765078	0.0758144478368	0.0270584431478	0.0303270413589	0.0277115630169	0.0385410070404	0.0465859588972
ì	0.0522406305192	0.0786974428	0.334972984	0.2008343752	0.1078276168	0.035280982672	0.062553003944	0.042298937234	0.0285464455531	0.0567475720939
n	0.03792297326	0.10890943814	0.4138418908	0.174986644	0.107681256804	0.028099679032	0.032796495321	0.0188732615423	0.031574186036	0.0453140695339
i	0.050277029334	0.1010638868	0.464117066	0.157154878	0.0824186498	0.028181878252	0.0313846920824	0.023418744778	0.0220249362208	0.0399583542865
p	0.03993970948	0.0686783698	0.163590048	0.423410112	0.11926219204	0.0473677895	0.0467972887092	0.0215543862352	0.0252761812374	0.0441236910676
à	0.0325561434086	0.037343403828	0.1200929934	0.434160808	0.1616551	0.0394440751134	0.05409114439	0.03394438774	0.0265710478893	0.0601409026229
n	0.029693314972	0.04820732314	0.123150573	0.411432076	0.1820830226	0.061259759538	0.0525405748272	0.016355189406	0.0297795298328	0.0454987725555
t	0.0271949384555	0.045638314824	0.164041234	0.388408626	0.185965102	0.04790757988	0.0341771861	0.02059743898	0.023154354287	0.0629152099334
a	0.0590066263212	0.04016131478	0.1144132742	0.291678826	0.223032115	0.0578580502	0.0827709876	0.040439964806	0.032837198841	0.0578016965868
l	0.0233504088308	0.049496526964	0.0895963737	0.260271498	0.2439492786	0.07352233158	0.09333115754	0.033777298	0.0375961351802	0.0951089643714
e	0.019926028146	0.024980688024	0.0611203776	0.24737083	0.323420648	0.073649986924	0.07637255376	0.0528860066	0.034943467036	0.0853293460028
t	0.02861664333	0.040852908244	0.06810882	0.154070794	0.2390811272	0.1405508994	0.115577028	0.0370259506	0.0511323079198	0.12498341571
t	0.00765561556616	0.0081079481592	0.047820712734	0.1118154202	0.3357249696	0.10013138928	0.1837800488	0.083164293	0.0469226436	0.074876946986
ò	0.0069195418152	0.0263484862408	0.04011095094	0.064342015	0.4468679976	0.0519335921	0.1220643732	0.0841017674	0.04857848972	0.10873287588
m	0.012552346352	0.02198409286	0.0523671452	0.1015704804	0.1656973954	0.1902916594	0.2146289506	0.0957383628	0.0467712937	0.098398188152
i	0.007223145876	0.013092144394	0.0471539942	0.0788423952	0.2178619166	0.10086732452	0.2315375666	0.0924197478	0.0632802846	0.14772146348
f	0.0129416878492	0.015625224366	0.03027426566	0.0520999972	0.0945082634	0.146735956	0.209998284	0.1758050136	0.096202821	0.1658082818
à	0.0073656064706	0.008051965388	0.024022168834	0.0438968552	0.1735333106	0.04685831358	0.2461432114	0.1744636	0.1340211638	0.1416438786
i	0.0085851026934	0.0119291221314	0.026342314	0.0493091376	0.072866604	0.0639818912	0.314411536	0.1607679562	0.0913652146	0.2004412469
t	0.0085895375062	0.010425962686	0.02528921276	0.02481288322	0.03819743152	0.07299990628	0.155488844	0.29001653	0.1581296426	0.2160499828
o	0.0089230215106	0.0060591885712	0.017841956846	0.02902067312	0.05648958852	0.03545770666	0.174343245	0.298819436	0.2556028396	0.1174423106
v	0.0078231061324	0.008428882054	0.010443425014	0.01594871531	0.011657251546	0.02452531425	0.04362230774	0.2774697268	0.377489132	0.222592098
r	0.005627407902	0.005109326464	0.01711358422	0.022554767736	0.0170030985	0.01583776022	0.057399772	0.243119177	0.40455844	0.2116766536
à	0.00061344296274	0.002083368466	0.00334667259	0.00591512476	0.02966612376	0.00541532272	0.02147362414	0.2381144234	0.492928646	0.2004432311
i	0.005672558738	0.006757448142	0.009628770116	0.015246335836	0.00911444382	0.01581364948	0.053494545	0.1899576702	0.4409102236	0.2534043974
</S>	0.0087211538564	0.009849576474	0.01326386497	0.012909914268	0.011903856098	0.012531844884	0.02313745026	0.1682555844	0.420015566	0.319411216
