 	da	da	un	famoso	poeta	</S>
p	0.794705516	0.048751437	0.03626315313	0.03817438762	0.0440524705814	0.0380530572857
u	0.673204416	0.10848230134	0.0494234408612	0.0488468719286	0.053841202808	0.0662019492669
s	0.249430564	0.49131397	0.0529296517368	0.100170322909	0.0514640205931	0.0546914787633
s	0.144243436	0.490659412	0.0981479918	0.1452287302	0.0471700992	0.0745503853928
è	0.252646776	0.412090364	0.1223107647	0.05484432208	0.084257815136	0.0738499542158
n	0.0795089386	0.407297466	0.337744904	0.04488020462	0.0443383224455	0.0862302442028
a	0.078787706	0.37528361	0.344674117	0.0622746974	0.07161510966	0.0673645669039
f	0.0623300302	0.1344787764	0.514206357	0.174980023	0.03494783976	0.079056854906
a	0.04242811722	0.1044786224	0.3772810688	0.30615963	0.092332413	0.077320058366
m	0.0533583154	0.0938355038	0.2714921092	0.3618391	0.0791711334	0.14030369562
ò	0.02373196341	0.04092183994	0.1007560694	0.47908698	0.212092074	0.1434110967
s	0.023776798	0.0555629574	0.1534730564	0.370315976	0.25546675	0.1414044225
o	0.01563241224	0.031000297	0.128561287	0.509666148	0.1670564134	0.1480834506
p	0.01604437612	0.02000574748	0.0345575918	0.1353002498	0.5721425	0.2219494392
o	0.014223668488	0.01816741661	0.0348704546	0.2361509488	0.444959946	0.251627418
è	0.008453592	0.00984153632	0.01761074464	0.03756208572	0.58991776	0.336614298
t	0.006584802262	0.007939693616	0.0182456117	0.0529147762	0.733638928	0.1806760972
a	0.008114406824	0.010537112073	0.02025803091	0.06393488	0.736717694	0.160437914
</S>	0.010071251993	0.01065135392	0.01341129558	0.01975357216	0.472916082	0.473196576
