 	se	nella	nella	pasta	voleva	sale	l	avevo	messo	</S>
a	0.395970468	0.393174522	0.03856773424	0.0275389666336	0.0244346750445	0.0242629891422	0.0235057729841	0.023553501849	0.0248136782222	0.0241776610919
m	0.3703088628	0.385887608	0.05638971476	0.026502769454	0.0257218028211	0.0248886843544	0.0251145033679	0.02604249946	0.0304053212566	0.0287382116066
e	0.1182817498	0.351693944	0.264863914	0.03443342746	0.0348954645	0.034437134584	0.0248767238293	0.034500985708	0.0467734301062	0.0552431515195
s	0.215429016	0.4233650808	0.1289586124	0.0458938003	0.029532545252	0.0275682751533	0.0272329324134	0.0289640988458	0.0367033945822	0.0363522788836
t	0.07743385925	0.2510420178	0.354387912	0.0615495508	0.02769761588	0.0404624841	0.027692336356	0.0299905355084	0.0466878671904	0.0830557659423
i	0.0756102926	0.296321188	0.336423702	0.0369874508	0.035273090764	0.036860650492	0.0234830080458	0.0357328332008	0.0468224257291	0.0764854069059
p	0.0755050932	0.304736518	0.2818655312	0.08727635088	0.04255152652	0.0311346434404	0.0278537337093	0.0309937728922	0.0416891372017	0.0763937684404
à	0.052741146352	0.1794865106	0.3838985992	0.1305162746	0.0336731261	0.03805967062	0.0248577797848	0.0321992125052	0.0522825391722	0.0722853125555
s	0.04785467556	0.2060480716	0.2448754548	0.2173212306	0.1004942264	0.04394516324	0.0196549938968	0.0216589243282	0.0221449025069	0.0760022942264
t	0.047616576616	0.0887910264	0.3005888272	0.2152026056	0.1184137152	0.0439288963	0.02893785106	0.0239574932772	0.0349731478681	0.0975897946697
a	0.06653695482	0.0807998606	0.240107606	0.284700995	0.108280874	0.05722212958	0.03296470232	0.0432017233771	0.0382799703893	0.0479051407677
ì	0.02732731516	0.05782639532	0.2039815364	0.217663591	0.217457652	0.0974149131	0.03738378096	0.0380704571922	0.0366890533268	0.0661851914514
c	0.021432686732	0.0376279781	0.128073164	0.2323887288	0.2906475864	0.1237642578	0.02968421566	0.027184038182	0.0294003180779	0.0797971476089
h	0.029086970686	0.03856751344	0.1229496804	0.1063946428	0.364146592	0.153790766	0.023643399	0.0238931102818	0.0326771454042	0.104849980564
e	0.03544750169	0.03305343066	0.1001304516	0.180251874	0.198030653	0.291263328	0.03618216148	0.02671237344	0.028960712552	0.0699674508723
t	0.018429600534	0.0266254156	0.06673409892	0.1194143176	0.2089423274	0.280992476	0.143500385	0.0425406795	0.0326845605735	0.0601361333388
e	0.0169026751561	0.01654724801	0.03649119572	0.0417034158	0.1739984926	0.2739199288	0.1438313106	0.0510726974	0.07301120304	0.172521799516
l	0.024025994943	0.02994207282	0.04908761198	0.04966945332	0.1156288794	0.281990726	0.266457982	0.0469914677	0.0448832318554	0.091322651976
ì	0.0170003438011	0.02097908381	0.04444127664	0.0512290747	0.1198927432	0.257128658	0.1943394248	0.070045954	0.08338160886	0.1415618908
s	0.014192831478	0.020134116106	0.043169060432	0.06685264954	0.140262435	0.293124576	0.235744999	0.0690243318	0.05126326764	0.066231632656
o	0.0117040415444	0.010267044788	0.0288194336	0.03481241154	0.1238754572	0.29763816	0.26979417	0.0533481162	0.06777895074	0.101962244
