 	non	mi	aspetti	non	vengo	</S>
m	0.583498796	0.07336696062	0.22934108466	0.0381015304704	0.0375081846859	0.0381833206455
ì	0.25724282076	0.048552095684	0.07866362324	0.0714623703124	0.307184349064	0.2368947178
m	0.353116224	0.23909321106	0.195675095	0.0401718435041	0.0813351973642	0.0906083859206
e	0.1948813476	0.14881850986	0.13569868616	0.048482385566	0.308527750521	0.16359138525
m	0.195757156	0.3875628714	0.25767530508	0.056547164352	0.0466928435088	0.0557647452956
ì	0.0226016306	0.2213877057	0.046613385046	0.0684924992	0.371750728	0.269154254912
n	0.14726026	0.194208569	0.2383475692	0.155252415	0.0916449942	0.1732864802
i	0.0816233698	0.1651021324	0.1982317346	0.1724327	0.2216905844	0.16091948358
e	0.0244537888	0.0559493192	0.077256207	0.495049227	0.1653610352	0.1819303008
n	0.016293889168	0.021907682614	0.05926903992	0.4821809084	0.20592646	0.2144221372
è	0.02294686168	0.02647659794	0.0273909412	0.1831547078	0.515386636	0.22464411
r	0.0304144443522	0.0251307282064	0.02807107348	0.13847549132	0.460687854	0.317220512
k	0.020453285534	0.02760652396	0.04828386876	0.1873673994	0.476561474	0.239727462
o	0.021881804304	0.141122541128	0.04686726384	0.140711597	0.39324312	0.2561735762
m	0.015657537864	0.029428789926	0.04301227698	0.082401283	0.3076771926	0.521822832
e	0.0102157564915	0.0189654475016	0.036946203622	0.1216862139	0.5685995	0.2435868932
</S>	0.013760396622	0.02780115062	0.0336581162	0.0805067994	0.285550844	0.558722516
