 	io	dopo	torno	vecchia	vendo	mia	casa	che	ho	Venezia	a	Venezia	e	vengo	da	vivere	qui	a	Kalimara	</S>
e	0.7364860414	0.033807027886	0.0175244204266	0.0129713654108	0.0123792217932	0.0124805140204	0.0122258239703	0.012824325152	0.0122159697002	0.0122080984538	0.0121836084374	0.0122083326274	0.0121432012779	0.0122224966278	0.0121177826839	0.0120815234733	0.0121546413249	0.0122406030539	0.0131090897197	0.0144159633966
v	0.629827592	0.06494877	0.022740265876	0.0186366389608	0.0171356253674	0.0159057052201	0.0151839004271	0.0168498797916	0.015476248024	0.0150033374046	0.016019047106	0.0151754752801	0.0159014824921	0.0146099300897	0.0156722928236	0.0159735932654	0.0175320103846	0.0199930225659	0.0174075071495	0.0200075805099
ò	0.42650065	0.1515238878	0.03441338016	0.0259651056	0.0255228122479	0.0246042810202	0.0225910663238	0.0232495992217	0.021069174738	0.0214743292802	0.0204751927684	0.021299347166	0.0207329349619	0.0207416122405	0.0185875579419	0.019586792761	0.0182097859993	0.0201443756815	0.0154767718646	0.0478312998776
d	0.2053753492	0.49110423	0.05864537648	0.0179798887034	0.0235493192729	0.0148440144891	0.0138473512066	0.0198538586797	0.0220644554381	0.0149272430109	0.0118205789685	0.0141908853881	0.0112302614154	0.0136986522364	0.0109979290539	0.0126427081838	0.0105677582806	0.0110369902892	0.0101660673043	0.0114570393557
ò	0.15050496908	0.4650466476	0.1054238126	0.020169070626	0.0198977661058	0.0173461924984	0.0162694171509	0.0165600536317	0.0170227535492	0.0158703103461	0.0140146544843	0.0159903729652	0.0145312596278	0.0160636487003	0.0133766717859	0.0147089855561	0.0127975667589	0.0131665326883	0.0140533804988	0.0271859932089
p	0.1183046902	0.4305901266	0.2366233892	0.01516654813	0.0144064119012	0.0129849996488	0.0133010253446	0.0128384370206	0.013094026529	0.0133137741163	0.0114513704596	0.013254987398	0.0117399148516	0.0135314110697	0.011617785423	0.0126116381553	0.0112073414158	0.0111810058475	0.0109845320056	0.0117964331378
o	0.05410124352	0.361093804	0.244501685	0.03727727248	0.0369291800356	0.0276528769382	0.0227706996895	0.0279428394649	0.0214815652277	0.0229282615546	0.0143119536931	0.0207720991791	0.0142189198717	0.0205832130619	0.0116796636026	0.0135317037448	0.011097767039	0.0112631340603	0.0118393976798	0.0140226579825
j	0.0930486128	0.2550480028	0.3043357512	0.03509024482	0.0260889015265	0.0239957466333	0.0212863519453	0.0205077590898	0.0215940205921	0.0195043938834	0.0180487471153	0.0186114924609	0.0181434261958	0.0212680585062	0.0164504335294	0.0164449941131	0.0163444757289	0.0163801789472	0.0179911928334	0.0198172824819
u	0.05093017908	0.1539142002	0.3395928988	0.07125875736	0.044006715168	0.0313539888946	0.0261464591517	0.0308756991515	0.0272798901937	0.0245807893477	0.0211479923663	0.0223426568593	0.0197534129385	0.0230740585019	0.0152693986064	0.0157805526916	0.0133419348861	0.0138030548575	0.0156288391778	0.0399185348487
r	0.0734991296	0.1190565248	0.341329884	0.109189249	0.0415927574748	0.0313261029014	0.0217085435813	0.0241677088731	0.0225609475804	0.0203547946138	0.0200282483653	0.0199926119339	0.0202688246645	0.0213934962527	0.0171870240872	0.0171649585645	0.0166263686006	0.017303788111	0.0196345513842	0.0256145058372
ì	0.025031185	0.07383006732	0.357426785	0.1404480904	0.06794963754	0.03786085428	0.024849105916	0.0350562581824	0.0330332397328	0.0234491012035	0.0205245037596	0.0210545557899	0.0191864008632	0.022132606331	0.0166900461682	0.0158845624207	0.014322496256	0.0144531098154	0.0147527423084	0.0220646360962
z	0.053477829734	0.1006763714	0.3012304146	0.2201358168	0.068585776496	0.0270622645742	0.0199584688762	0.0201973033731	0.0210510481243	0.0203583919978	0.0148560556346	0.0191478060695	0.0148698421634	0.0215047128013	0.0129958990913	0.0138512686337	0.0111297640991	0.0110132268801	0.011847092239	0.0160505290704
o	0.021631052346	0.0881082836	0.2991929846	0.193000542	0.0697543444	0.0349830064684	0.0300495252484	0.0312001099377	0.0237991226212	0.0301935052817	0.017648359389	0.0275407518601	0.0174663561216	0.0240621974555	0.0137321902945	0.0154867118608	0.0115662853943	0.0113651749199	0.0156455560045	0.0235738311757
v	0.040522235852	0.05722530598	0.1735255022	0.3546996308	0.09834755304	0.03859757467	0.021916021654	0.0239160947946	0.0186295961628	0.0198400989802	0.0160099011777	0.0172484149911	0.0160078969628	0.0204714899088	0.0135419719267	0.0132536789462	0.0127870458124	0.0126829090663	0.0137976968813	0.0169793657683
e	0.0218497481424	0.03493306399	0.1176777246	0.3574171692	0.1219500532	0.0415018604	0.032573341	0.034732574518	0.0289690407235	0.0288361352264	0.0193586861518	0.0268339570619	0.0178245337868	0.0252810792462	0.0137405205107	0.0135532004885	0.0119515958834	0.0118893201594	0.0142779611483	0.0248486109447
k	0.03551025195	0.041809166812	0.10686523766	0.3380122488	0.1610757984	0.06368395568	0.02965135834	0.0281261357065	0.0189445978081	0.022391182342	0.0157652038062	0.0180125361808	0.0156786360195	0.0204776164748	0.0137394440477	0.0132371001209	0.012527151265	0.0125066169107	0.0137923775053	0.0181936097649
k	0.0237360962472	0.029501910604	0.04615584506	0.3761602628	0.1494223404	0.0667094218	0.0394607789	0.03670927428	0.0291422608268	0.0320925101515	0.0188060192891	0.0282080968351	0.0166509961605	0.0258904714173	0.012346525875	0.0111789858356	0.0111856180635	0.0114903579855	0.0128643840213	0.0222877707657
i	0.123296012406	0.04224946976	0.05189978922	0.29771675	0.124656399	0.0432602549	0.04748526456	0.0255055197888	0.0240403495055	0.0275645644436	0.0256027174669	0.0259545848929	0.0243718334291	0.0231175829409	0.0136328758034	0.0125683587365	0.0118356545548	0.0124493651922	0.0176657657612	0.0251268783651
a	0.023584429092	0.02589691118	0.06134812606	0.246480136	0.27250424	0.0756614692	0.0444938108	0.035371932894	0.0227470004628	0.0302516398773	0.017589202849	0.0232603483182	0.017043898795	0.0230378193616	0.0141162440338	0.0122514380395	0.011639399161	0.011547387411	0.0127930382067	0.0183815995796
r	0.0160363553222	0.01798500983	0.05206128722	0.277810494	0.192735375	0.11678232	0.052837863	0.0378987991154	0.028567526875	0.0293818245086	0.016319601382	0.024709357468	0.0157589453023	0.0293507032256	0.0148884732371	0.0164263797508	0.0124435386582	0.013165781294	0.0144940811773	0.0203461390072
è	0.0169525544652	0.01928334754	0.0359241407	0.1814617452	0.234140162	0.128818468	0.0948353612	0.04062683874	0.0348558785	0.036328038752	0.01763245631	0.0290445971378	0.014580145207	0.0288706078126	0.0124660297009	0.0135126521974	0.0100545790524	0.0101243946853	0.0135248067234	0.0269631910055
d	0.0219182190616	0.025803723786	0.05658659462	0.1764666602	0.254697318	0.0910970892	0.0988491524	0.03746826938	0.031218817654	0.0451170235514	0.0144670030526	0.028505303252	0.0115808245684	0.033516369024	0.0114916638205	0.0126943864239	0.00971461619372	0.00898618801789	0.0107405824742	0.0190802294503
d	0.011617029662	0.01773624598	0.0385651864	0.167345175	0.200562986	0.1371785704	0.1387685014	0.0415382601	0.030466419192	0.0360774452857	0.018656454164	0.0291903055606	0.0155388959226	0.0250983636645	0.0123038748909	0.0118066634951	0.0120934876417	0.0102410216958	0.0194269123906	0.0257882880203
a	0.0331982255824	0.03067741517	0.03552946208	0.269123068	0.1748600432	0.0655732474	0.0720597274	0.029836521888	0.0285779029162	0.0471851954631	0.0286364038331	0.0394968698339	0.026641404348	0.0266574120985	0.0166406018101	0.0144567687908	0.0120564109037	0.0124057288462	0.0166097246496	0.0197777949194
p	0.018934701122	0.019761149712	0.03456897728	0.0780748248	0.2274860506	0.148302763	0.1128656926	0.07172766892	0.04007921612	0.0455841392948	0.02393706281	0.0342456866343	0.0225306298194	0.0287971363808	0.0221506667294	0.0136039035843	0.012683693855	0.0104978231974	0.0123640701226	0.0218041965908
u	0.0150286019534	0.01593960904	0.01872817636	0.0866483754	0.20149587	0.160487032	0.1618523756	0.0495479009	0.0424524573	0.0336354772258	0.027962018306	0.0332902414489	0.02376176021	0.038146008874	0.0155088052821	0.0133607520286	0.0100976381046	0.00942629887618	0.0144883069061	0.0281423591541
l	0.018675669231	0.019329689732	0.028069125684	0.050510493	0.118589701	0.187996166	0.176627986	0.07689298	0.04304886216	0.0651789716804	0.020361075314	0.0397614682458	0.018173476122	0.0271612328162	0.0229598202437	0.0173541713984	0.0155545750877	0.0115518773094	0.0146764037558	0.0275263071732
ò	0.0138385930274	0.01585086747	0.0177532524	0.070030345	0.1896764912	0.1396877888	0.1409327684	0.0713516926	0.0491030916	0.03846733832	0.0333497321	0.034465170777	0.02597663862	0.034158000442	0.0181483961458	0.0202139788423	0.015513536832	0.0122383312986	0.0182105770699	0.0410334605712
s	0.0131739835614	0.015427478548	0.02997327476	0.041541434	0.1114897956	0.1609516036	0.165825752	0.0822844232	0.0497164128	0.1074965436	0.02097115894	0.0627822620081	0.014345009472	0.0360911074788	0.0150099254776	0.0185956979489	0.00894060839393	0.00955129546593	0.0121312056376	0.023700917408
p	0.0067526187346	0.01011704382	0.0193906162	0.0779598086	0.1649286124	0.1173068716	0.1362199568	0.0857318902	0.0392573962	0.055753262498	0.0227765484	0.0406788375054	0.01629612156	0.03259342814	0.015995236887	0.0152065536969	0.0171267832476	0.012423603369	0.038443103877	0.0750416385643
ì	0.0323704369664	0.02347626176	0.02082301448	0.0857068632	0.1038773228	0.1382437856	0.1264883736	0.0817447454	0.0545276426	0.074101330588	0.0392329888	0.0528449531013	0.025618055328	0.0351974735296	0.021121130284	0.0173837146906	0.0151581418892	0.0136563532267	0.0158097850183	0.0226176497795
t	0.0171239312294	0.01966502218	0.032606435484	0.08757050694	0.1472368268	0.131834201	0.150612494	0.0523567338	0.04500095674	0.090586364	0.0193825455	0.058100453164	0.017121457706	0.037652115834	0.01797542986	0.018791555191	0.010621134254	0.00914858703054	0.0111092395021	0.0255039504054
i	0.011172025009	0.01353794566	0.01889973068	0.0453595288	0.1387757008	0.1418360632	0.156552644	0.1153012448	0.057962339	0.066940973686	0.0304933568	0.040810976189	0.0241814097	0.0278205323	0.024422655098	0.0196347326736	0.0131426132928	0.0102112031776	0.0209440153455	0.0220003064896
m	0.0173420242272	0.0180533887366	0.0247125824566	0.031385514092	0.05287288604	0.0841685196	0.1041398664	0.1843066712	0.117545874	0.0717786642	0.0473862414	0.05219366294	0.03603864846	0.03378833128	0.030697385976	0.0190369637806	0.0111904613162	0.0108407952579	0.0150762150903	0.03744543457
