 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.703610106	0.1168418491	0.03480594846	0.03185976168	0.027825089725	0.0276135725838	0.0286577178221	0.0287859919262
n	0.499902442	0.251566146	0.069052023414	0.0342113425443	0.033457134283	0.0376936415391	0.0372558543586	0.0368613532334
è	0.1973205918	0.207760737	0.2699187472	0.0666816237	0.03516698346	0.064394330442	0.0640477076925	0.0947093396633
r	0.1287406436	0.180178366	0.485361945	0.0621704156	0.034148828426	0.0411133513765	0.0315659024459	0.0367205023871
t	0.1179548262	0.26479737	0.3933061868	0.0690686685	0.03135991936	0.049904800639	0.0331218111299	0.0404864625877
i	0.193236776	0.164581799	0.3281522796	0.11104177126	0.0416652804042	0.0700399182478	0.0448860235951	0.0463962001269
s	0.0506725178	0.1144604672	0.506938686	0.1802329008	0.031855598998	0.0421611517817	0.0338298139816	0.039848845018
t	0.0787416922	0.0833934472	0.433557956	0.198142326	0.0446452549	0.0532093881	0.0440528285524	0.0642572142951
e	0.05094368748	0.0670259192	0.473661431	0.1771586256	0.059341855632	0.0695342775628	0.0411458946846	0.0611883163203
s	0.0406754185	0.052357039	0.1914714318	0.524933356	0.0449645674	0.05449464114	0.0385314623422	0.0525721453399
e	0.03585210085	0.0389490548	0.14387409	0.350399399	0.1321035526	0.12369999496	0.04811903326	0.12700272178
t	0.04349519128	0.04901988134	0.1022452014	0.395098892	0.2234859544	0.07069223	0.03795284683	0.0780096667436
t	0.023246513346	0.02345431574	0.0441848225	0.24736116	0.2737864	0.2244478081	0.04740281842	0.116116258308
à	0.017150969424	0.01805097119	0.0443734186	0.2002540292	0.330465015	0.185479258	0.0630911385798	0.14113509355
e	0.0265806224	0.0255440606	0.05664138	0.165080426	0.3993553874	0.167043984	0.04316429462	0.116589826628
v	0.01313217031	0.0131867763512	0.02052000404	0.0607717576	0.4733597	0.226864872	0.054704748	0.13745992672
ò	0.0238838416816	0.0190587070382	0.029466921086	0.0763734702	0.257652228	0.412575428	0.061004038	0.1199852688
s	0.01129024948	0.012266723934	0.01752931706	0.0373575814	0.1790727348	0.43285706	0.117415043	0.1922113344
t	0.0127494374522	0.0116579533004	0.0175214958	0.04312837152	0.178781914	0.374044488	0.142778326	0.2193379822
e	0.011912645852	0.010926776788	0.0137922798	0.04563475144	0.2121991902	0.374304462	0.15167428416	0.17955547266
m	0.008809613788	0.008893235282	0.01175552522	0.01271391836	0.0624893546	0.1744850614	0.29674826	0.424105158
a	0.0095703217928	0.010484402588	0.01214447372	0.03704678118	0.0637487235	0.284958866	0.335866844	0.2461796752
r	0.007282816666	0.0074865647672	0.00852903384	0.01139629784	0.02351737334	0.0841550968	0.429291706	0.428341048
è	0.005898133876	0.00600687610408	0.00590313015	0.01180428348	0.0307507249	0.118900206	0.529827314	0.290909412
o	0.00558949978632	0.0057396884533	0.007030301216	0.007613744118	0.03064899356	0.0762382342	0.513464936	0.353674662
</S>	0.0067466610819	0.00573901421348	0.008149501938	0.007921700634	0.02777907729	0.0717931286	0.427368094	0.444502896
