 	non	ha	che	li	aspettiamo	</S>
e	0.802392966	0.04896069028	0.035734675468	0.03612108068	0.0400748571424	0.0367156814019
n	0.579454544	0.2003085348	0.03723252846	0.112695622374	0.035546514874	0.0347620964495
è	0.1585034174	0.485480606	0.1357606966	0.07472312914	0.0504050392044	0.0951272469294
n	0.1576860439	0.486591334	0.227621528	0.04384175304	0.0388785301882	0.045380649452
a	0.06686444442	0.379154274	0.390446744	0.0547049092	0.04681109323	0.06201875362
t	0.0637045766	0.1033563992	0.4522642232	0.2875608888	0.04339574072	0.0497181944
u	0.04050405648	0.0687268198	0.337951566	0.299172508	0.1525305888	0.1011145984
s	0.0400989534	0.0525708944	0.2018705854	0.542995052	0.0805778056	0.0818867022
m	0.02972005648	0.0330732004	0.118681207	0.214184268	0.330191327	0.274149772
ì	0.03578549018	0.0324239024	0.067789855	0.26944209264	0.17548542248	0.41907326
n	0.01325828692	0.0676705462	0.1656101144	0.3683940012	0.11798257	0.2670843706
o	0.02767301676	0.075348736	0.2200421212	0.2827039	0.201096316	0.1931357806
m	0.01270024638	0.0206256724	0.0378565154	0.1006381722	0.525637468	0.302541958
e	0.030274273717	0.038658946886	0.05037774065	0.21613571108	0.400634138	0.263918984
</S>	0.0130910675428	0.011122595222	0.0166118842	0.05546507428	0.443633352	0.460076206
