 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
i	0.72211882	0.0498381046812	0.034308341311	0.032265654455	0.0319999437999	0.0319720548087	0.0327737356716	0.0318618553924	0.0328615013989
s	0.6517178628	0.12708175826	0.030132355823	0.0296098781657	0.0292274728327	0.0305104649013	0.0317079427217	0.0369320279408	0.0330803220439
o	0.455914206	0.27589622	0.03813098422	0.033427271064	0.0332562041514	0.0320893365843	0.0335607393895	0.0391467177789	0.0585785216537
t	0.565235585	0.2008767656	0.034389180176	0.0339188968653	0.0305378440177	0.0304889186307	0.0312714402822	0.0364356744749	0.0368456665302
r	0.181651242	0.39085282	0.05045577234	0.044878860648	0.047678819643	0.0611321972686	0.0667913345134	0.0591154423928	0.0974432800719
a	0.503199194	0.3010416	0.03065434123	0.0266252683229	0.0263651428524	0.0273748184783	0.0272787092923	0.0265435534313	0.0309174312005
ù	0.278092874	0.40786729	0.05732475338	0.040636816204	0.0365171362492	0.0355482409324	0.0374336451187	0.0479076582829	0.0586716797281
d	0.1663021608	0.55111808	0.0821861126	0.030396768042	0.0327843540836	0.0362686863156	0.0341475266783	0.0285836238043	0.0382127395703
i	0.080268546	0.3656201368	0.2433299	0.06933473784	0.0425177321682	0.0510878742673	0.0432903897572	0.0390385855886	0.0655122552753
è	0.09472057936	0.1938373488	0.4206168148	0.09354644708	0.0378460618652	0.033338654484	0.0330937658427	0.0412280936495	0.0517722324129
n	0.06358148408	0.155328377	0.50851116	0.1033174843	0.036148423409	0.031600457823	0.0305522542015	0.0261814946812	0.0447788401565
g	0.08013659888	0.1338443128	0.448069786	0.1554350432	0.041574343774	0.0303220795276	0.028228900465	0.02937963719	0.0530092287601
r	0.05011295324	0.085168601	0.18844173	0.347704712	0.10917640994	0.0729315660409	0.048293040168	0.033662967383	0.0645079041349
a	0.044244692996	0.074893196	0.284224096	0.404248644	0.06683566066	0.0321558192827	0.0275287509	0.0283728175518	0.0374963279212
m	0.044689632846	0.0526292624	0.182004941	0.3743167848	0.1849569728	0.03808923252	0.028969123406	0.0308840758334	0.0634600896039
m	0.03098350946	0.04288983448	0.1027171786	0.441033582	0.1684408828	0.06527451406	0.06119019736	0.034425838004	0.0530444265635
è	0.04292484914	0.0579524894	0.1067811	0.42344704	0.1131146762	0.072292517582	0.045911523374	0.0406561268928	0.0969195258306
n	0.028128702496	0.040642717	0.1066058186	0.2859868708	0.2933838724	0.085848524	0.02990860668	0.021774533416	0.107720311367
o	0.032795577684	0.0393971578	0.1444070072	0.2810883	0.275952552	0.09061843888	0.0327300601	0.03018574681	0.0728250499746
p	0.024050075792	0.0241628621	0.0383164096	0.1106066576	0.338878496	0.2791818832	0.0772518618	0.034503025472	0.0730488151006
u	0.027465598006	0.03059839928	0.04049124608	0.185084878	0.272660906	0.2225360738	0.0939656328	0.028562498806	0.09863474206
s	0.019104398696	0.02102167768	0.0284855122	0.0983360954	0.2551287632	0.27962688	0.195994351	0.0313001953	0.07100221576
s	0.011054386812	0.014337374972	0.017603703112	0.106737628	0.301325003	0.270219824	0.119893332	0.039034927906	0.1197938597
è	0.02405103064	0.02379991644	0.02501386512	0.1696992232	0.1802379272	0.3075731496	0.091449265	0.03956716654	0.1386084484
n	0.01297645302	0.0160449414	0.02499059148	0.0396929573	0.1256091366	0.3731976892	0.253633684	0.05451920868	0.09933537602
a	0.01758380549	0.02004511472	0.03622247406	0.075872802	0.191051146	0.2951375872	0.148599755	0.0389550829	0.176532330296
p	0.010137941536	0.010270592494	0.01078448432	0.0241679258	0.0536826986	0.1758050666	0.392627688	0.186406917	0.1361167704
o	0.0177261445	0.0197625098	0.01715667602	0.0494793294	0.1173652816	0.2173579932	0.269317428	0.0899478759	0.2018866148
è	0.00913732842	0.009663236128	0.010941570972	0.0236770943	0.0413979962	0.1105651572	0.332275797	0.288516615	0.1738252476
t	0.006513503576	0.00829231582	0.00960815994	0.024009804	0.0363872892	0.1311783158	0.351266439	0.2926002554	0.14014408466
a	0.007686932628	0.01045010284	0.013185401398	0.03352474988	0.06521948324	0.18693758	0.320450056	0.2591169233	0.1034288
d	0.007795709648	0.007834775282	0.008501005368	0.013224299712	0.01721734914	0.03672571	0.2193544474	0.39098022	0.298366472
i	0.0062723746064	0.008041904495	0.009589876604	0.024958859232	0.03234949488	0.0589139614	0.2305893824	0.403507158	0.225777018
k	0.007641133092	0.0073887111772	0.0076664506012	0.012919812152	0.01543217828	0.0270667039	0.1416890524	0.420291674	0.359904392
ò	0.009019152774	0.0107572878196	0.0115358130128	0.02641848754	0.030309231192	0.04059904458	0.1854866062	0.464994796	0.22087954
m	0.006062955306	0.005479872112	0.0058800282688	0.011467053822	0.019551229096	0.0381171651	0.1200019998	0.410238342	0.3832014
m	0.00503121575632	0.00795004652	0.015264552158	0.038719525362	0.03697503304	0.06228137914	0.1409860612	0.449764884	0.243027352
a	0.0042859207048	0.0049743470298	0.0064018856654	0.015015247696	0.0134675832	0.02340041138	0.2156566324	0.44126265	0.2755353278
</S>	0.0206851221022	0.008009576083	0.0084669038968	0.011415130747	0.017844322724	0.0244379701	0.0700340564	0.37458812	0.464518624
