 	forse	stanno	ancora	svegli	</S>
f	0.781716726	0.06002930914	0.04891546889	0.059784911343	0.049553675143
ò	0.644734584	0.12298037788	0.0657068030958	0.0589430001934	0.107635249381
r	0.769638236	0.077941962	0.0611330007702	0.0382714990366	0.0530152517946
s	0.607709504	0.2106197244	0.0631253328	0.0554059605267	0.0631394012373
i	0.586126088	0.1655506262	0.0804893863019	0.0891973324928	0.0786367396814
s	0.1110682006	0.671074486	0.116655647384	0.0409050472788	0.0602966143594
t	0.191356648	0.524361524	0.06895230072	0.074455569354	0.140873902839
è	0.43758607	0.2373449468	0.0905973725518	0.0550043995544	0.179467152125
o	0.0709742106	0.610741552	0.1660853218	0.022478675286	0.129720480274
n	0.03839533848	0.428046866	0.317301909	0.04289128236	0.173364450988
e	0.1078186294	0.452458918	0.1754878912	0.062915001334	0.20131967588
a	0.0482751144	0.122798242	0.588343972	0.08010161942	0.16048106488
n	0.03505694594	0.15609756148	0.526556726	0.15019161564	0.13209715192
k	0.0758367692	0.1587833364	0.448613814	0.11693724554	0.199828809
ò	0.136994532	0.138410947	0.2028290934	0.07468531714	0.44708009
r	0.04715068812	0.155167586	0.278435078	0.234864526	0.284381974
a	0.0599020844	0.1128545714	0.4578585888	0.1317043681	0.2376803436
a	0.05864828776	0.0771272046	0.3025656772	0.2245908436	0.337067978
t	0.02822602388	0.05582132416	0.0982147234	0.479713356	0.3380245716
s	0.0299059549	0.07342188226	0.1279591874	0.326323944	0.442389023
ù	0.0652638512	0.0350194544	0.04554214168	0.247112645	0.607061864
n	0.03571763756	0.0296992204	0.08508180326	0.531808684	0.317692718
n	0.01815245172	0.029618069894	0.113964456	0.521287372	0.316977579
i	0.10485622206	0.04223985228	0.07085791072	0.302186022	0.479860068
t	0.0578078559	0.08734103064	0.0468105082	0.472348608	0.335691988
i	0.0843024013	0.10218157568	0.02610713478	0.3481303202	0.439278544
</S>	0.023793319674	0.0213131911	0.03173083686	0.3146545508	0.608508086
