 	mi	si	gonfiò	il	dito	</S>
m	0.75421148	0.09284965648	0.0402607626	0.037071149716	0.0389428621822	0.036664202792
u	0.368399584	0.2194084652	0.1199360084	0.0726793250676	0.0681637599213	0.151412997938
p	0.1664557312	0.348893148	0.2823214712	0.0550196260943	0.047304712932	0.100005423175
r	0.1158443392	0.1778980166	0.3129409152	0.12367155236	0.1367827523	0.132862313507
ì	0.1222623192	0.190705806	0.482320854	0.08558541	0.059440702286	0.0596848800342
s	0.0760215708	0.1629419844	0.445345118	0.1889020508	0.058660239406	0.0681290562688
t	0.0451749842	0.1619028812	0.3845517054	0.220075307	0.1108878724	0.077407244066
i	0.1625329185	0.132523684	0.212139888	0.21411742406	0.15412332436	0.124562732314
t	0.022611301	0.05535656468	0.1637042768	0.502601432	0.14438507408	0.1113413676
o	0.022205873404	0.02899720425	0.0559539582	0.460894312	0.2664992274	0.16544937212
d	0.0143310738	0.02126719946	0.035495385	0.306006116	0.3942133612	0.2286869228
à	0.0063541883192	0.0084675509	0.01592914434	0.1509536235	0.681433102	0.136862301
t	0.007770507324	0.015085004834	0.02703559014	0.117984852	0.596380432	0.2357437274
t	0.00856036392	0.00949325907	0.0181782646	0.1147041092	0.664084414	0.1849796404
i	0.082579168994	0.02207810146	0.02053053	0.0724562682	0.475910686	0.3264451713
l	0.00853919734	0.007222726816	0.01493738208	0.0435779007	0.556084228	0.369638526
o	0.00544629228	0.005533253298	0.00906715527	0.03085499098	0.557923192	0.39117513
</S>	0.01240796036	0.0102512129	0.018994957	0.0506493156	0.361803034	0.54589338
