 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
e	0.772774348	0.048752978602	0.026432479204	0.0300080449786	0.024449928511	0.0239504492025	0.0240289168414	0.024480058731	0.0251227329015
n	0.609138206	0.1640647398	0.033542126245	0.030281185403	0.0306981146642	0.0300928129696	0.0334458485391	0.036553038061	0.0321839464602
è	0.1968601888	0.4108344428	0.1148263178	0.03332535334	0.045470028468	0.0358629405059	0.0377880860037	0.0558023539202	0.069230409601
n	0.2042997184	0.540737842	0.0857939008	0.02676487193	0.0314062446224	0.0275274358271	0.0271816041653	0.0292892840505	0.0269991814892
a	0.12519304706	0.496123589	0.157562489	0.03903823412	0.041107027002	0.0308706933908	0.0302875763856	0.0403081296954	0.0395092624536
m	0.107543418	0.2736810888	0.37537315	0.06579685886	0.044748601708	0.0295979030776	0.0304672843737	0.0336762181988	0.0391154099182
i	0.04024557942	0.068621626	0.4268281	0.16778485	0.0678981829	0.054085558916	0.0555552323502	0.0416876381665	0.0772931127467
l	0.0751105303	0.1172186696	0.377056392	0.223353563	0.05976614422	0.0336708681738	0.0353760207947	0.0372497902527	0.0411981511189
ì	0.042481764388	0.06418233192	0.424297129	0.1709619468	0.0979835646	0.04536089763	0.05108425669	0.0445790094316	0.0590690469231
s	0.05794227688	0.100484216	0.2506091386	0.290600994	0.136999538	0.03770600301	0.0323392623316	0.0492152621218	0.0441034172675
i	0.0465784236	0.0673074248	0.306143809	0.1919490656	0.1760227204	0.05018335896	0.0435740685452	0.0447197236026	0.0735214318577
m	0.05507692384	0.071521843	0.1170367162	0.410199374	0.19249616	0.04466718942	0.0404430070806	0.0253870486461	0.0431717694652
b	0.030926078688	0.03752100214	0.0758776782	0.2724952618	0.258972678	0.08831856896	0.08417619582	0.059749391562	0.091963254837
r	0.0261469446	0.0932703264	0.1098976048	0.2192743236	0.2167022168	0.08486648986	0.075284504586	0.0740963141855	0.100461356998
ò	0.027749049512	0.05720843332	0.0804570104	0.309823106	0.3044844446	0.091766800888	0.0443156799814	0.0345123885753	0.0496830099457
s	0.028892952556	0.04345181142	0.0792579492	0.2415931028	0.3009495832	0.1364399832	0.08141094094	0.03542682742	0.0525770382464
t	0.0352705074172	0.02723136148	0.0631349842	0.1488347436	0.40325563	0.143684958	0.0533882057	0.04287511935	0.082324501211
i	0.0378998958	0.06385656414	0.0619833698	0.1107025058	0.26966141	0.19430244634	0.0789443904	0.111776938018	0.0708724967639
n	0.026170490558	0.028572565086	0.0326796514	0.0765072502	0.1769556508	0.373954238	0.1264050322	0.07610530584	0.082649646258
A	0.025631780624	0.03024839082	0.0390282919	0.06786135687	0.1287455974	0.400385908	0.1310620702	0.051337223734	0.125699451112
n	0.019034119776	0.021667598096	0.02631262688	0.0682307699	0.0862703512	0.317185672	0.184431072	0.0931591568	0.18370850317
n	0.014888503126	0.01600412637	0.02915173146	0.04930819398	0.117477256	0.280663773	0.254672226	0.118864653526	0.118969554854
a	0.043991187716	0.04963180102	0.03851267037	0.06940233876	0.0609228596	0.2831506064	0.1512438928	0.14304033246	0.16010449112
à	0.010285602202	0.01086287338	0.01264911842	0.01470092752	0.02667902138	0.1710388158	0.273154396	0.242500707	0.238128474
t	0.004958950302	0.005410470506	0.007172961606	0.013485786286	0.02988256626	0.1793725804	0.27644278	0.361943508	0.12133037272
s	0.00956278008	0.01122754692	0.01535534904	0.02653135796	0.0467762468	0.149823478	0.394918876	0.2524189632	0.0933855684
e	0.0106767615	0.03299712782	0.02317997351	0.01975155668	0.0405759955	0.093988316	0.292298554	0.2460399914	0.240491613
t	0.006846556992	0.007593855478	0.00853327964	0.0087459989	0.01449668108	0.0388105193	0.212773379	0.417635926	0.284563816
ù	0.002686961476	0.007071966908	0.005963079848	0.00788575317	0.0142037655	0.04700549474	0.210990726	0.498795546	0.2053967312
o	0.004967924202	0.005153561998	0.00562291971	0.00712248904	0.00902357048	0.02190615054	0.1067666432	0.570903116	0.268533638
</S>	0.0136094176934	0.0138436458	0.015065835844	0.01355265332	0.01456190656	0.04177667654	0.1053397188	0.461976462	0.32027373
