 	non	sapeva	dove	a	stare	</S>
e	0.798209908	0.05352812008	0.038208641126	0.03513134649	0.037649229519	0.0372727189066
n	0.629597964	0.190690668	0.04350421408	0.0434244964665	0.0470373255482	0.0457452614582
ì	0.1909222	0.49406348	0.07868886938	0.058885922054	0.0769978260078	0.100441925378
s	0.1262628088	0.714793554	0.0454175022	0.0356200015364	0.0372022609355	0.0407040563714
s	0.092137188	0.513314388	0.2139969992	0.05134392672	0.0496513183326	0.0795563463234
e	0.13633668	0.453340352	0.1957407924	0.077543703982	0.051681846825	0.0853565773981
r	0.0647504168	0.402443466	0.30287228	0.0556355898	0.0428417477692	0.131456439792
e	0.05310268612	0.310591968	0.349098532	0.110591234	0.0581300206	0.1184856567
p	0.03990223666	0.068443804	0.4852747786	0.2064937562	0.0334031778	0.16648222754
u	0.033226696892	0.04269823226	0.498011934	0.1568619686	0.1811355828	0.0880655109
n	0.01765012666	0.02397753534	0.2080940442	0.391835988	0.1589377612	0.1995044724
a	0.016609857468	0.039534923272	0.2007825272	0.344370894	0.2893514676	0.1093503462
s	0.0127169703188	0.0157470386	0.0690930004	0.2459966796	0.442733772	0.213712612
t	0.013304816	0.01591734204	0.0736846614	0.2735790194	0.428835842	0.1946782614
a	0.0055190862326	0.0049561692	0.0312168018	0.2233510785	0.6007429188	0.1342140388
s	0.006182336506	0.007678261262	0.01481727532	0.1157170248	0.582619036	0.272986116
ì	0.0153582268674	0.02082947249	0.01987076046	0.14517885248	0.333410638	0.465352114
</S>	0.0085131600548	0.00962277198	0.01799144016	0.0414103784	0.558831102	0.363631284
