 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.656212	0.062121579736	0.038471080346	0.0353267252582	0.0341041300455	0.0339499578339	0.0339314012875	0.0341056375544	0.0344409850139	0.0373364854627
s	0.630777888	0.078416275982	0.0410647414608	0.040055891547	0.0374597940669	0.0325818315705	0.0367336457217	0.0355803473707	0.0318357231226	0.0354939455132
e	0.49113254	0.225694158	0.0640387802	0.04255622674	0.0313214687494	0.0289851752584	0.0298555871196	0.0277410318966	0.0294953031096	0.029179853664
l	0.470070216	0.271176599	0.036021012976	0.0370073584931	0.0314816858039	0.0281409399762	0.0287076722085	0.0284832101193	0.0330210566079	0.0358902587708
a	0.338468956	0.326481602	0.0821988892	0.05650200788	0.0345864824635	0.0286533470257	0.0272311704505	0.0267189615106	0.0325332398084	0.0466253238964
n	0.274001628	0.39571328	0.0893305046	0.0380642816725	0.0365153377946	0.0299613134864	0.0287856541244	0.0285324177228	0.0330762900639	0.0460193710478
a	0.103752245	0.4369093748	0.172134172	0.0715746846	0.0374342492608	0.0338825834611	0.0323857624846	0.0317895048523	0.0329532397708	0.0471842053282
v	0.0832719888	0.256712672	0.3868228752	0.04638108824	0.038510642933	0.0353895065021	0.0326019418408	0.0316703422686	0.0361132596168	0.0525255788594
r	0.0925442322	0.217367308	0.2192349334	0.20316657	0.0511231475	0.0420464839728	0.047148607636	0.0420138931515	0.0314000921405	0.0539547534582
ì	0.1430123774	0.2387440788	0.247443284	0.161194144	0.04270666844	0.0353624780418	0.0332921130108	0.0273352625025	0.025614822811	0.0452947748254
k	0.051297287	0.12000712	0.514815337	0.1461136686	0.0335302166	0.0249315713972	0.0260241648732	0.0204847533435	0.0204094486522	0.0423862838134
o	0.050318213	0.1437288088	0.39049139	0.1722388	0.0495517894	0.039147064076	0.034501963908	0.0247618503671	0.0291197799556	0.0661403348841
a	0.050407893	0.0789365544	0.335971651	0.25620724	0.109260403	0.0372506234326	0.0291531582972	0.0264094858214	0.0279505692165	0.0484525816025
f	0.030392326712	0.0353381346	0.22475755	0.365000732	0.1438368022	0.04863306432	0.035315324286	0.0383587823239	0.032745816056	0.0456216103417
ù	0.03116562059	0.04123719704	0.136044023	0.346706314	0.176848508	0.0709077598	0.04359497094	0.052566794186	0.0420622283671	0.0588667231992
r	0.0329447658	0.0465090666	0.1455013242	0.338278875	0.193805214	0.07516868568	0.04119609118	0.033455736251	0.0222417656229	0.0708985806848
n	0.01338130524	0.01976721526	0.146161216	0.3381760048	0.203248902	0.0638846774	0.04254744658	0.032525321706	0.0279330628413	0.112374847393
o	0.047459557854	0.036243235172	0.0852357398	0.353913984	0.178093818	0.10667876306	0.064367580038	0.0358021675812	0.0455821598956	0.0466228649807
k	0.024975849492	0.026699123	0.040071868	0.095515176	0.309127728	0.212492908	0.12334067	0.04636576982	0.0449941730898	0.076416918661
a	0.028406063866	0.03477080674	0.0573648321	0.167222387	0.277033068	0.168606086	0.05854517648	0.0380080476	0.05298561002	0.117058065208
k	0.02093006431	0.02220111929	0.02967745894	0.0565426932	0.1910887428	0.297978492	0.137167231	0.05449732236	0.0655198819972	0.124397099327
a	0.02412523715	0.025275980874	0.03771349148	0.1099486148	0.217748239	0.219222094	0.0991310446	0.092056412	0.0731756407	0.10160346898
n	0.014499120484	0.016967306302	0.02203720252	0.0386949866	0.1037616794	0.299134838	0.2101787388	0.08111869734	0.07733339548	0.13627402272
n	0.01319922644	0.0128123402	0.024226173286	0.0492975072	0.142046328	0.287351941	0.162977855	0.1175610246	0.0668971204	0.12363057444
i	0.01547784694	0.016894056496	0.03194598212	0.068034796	0.135026714	0.212912296	0.1805313574	0.1086504774	0.1098091807	0.12071727198
u	0.008531380708	0.009748669928	0.01062261892	0.0200402232	0.0537921876	0.205436277	0.2493657412	0.15080441	0.15564254412	0.1360158904
n	0.008633759486	0.00813376454	0.0116532181	0.02124204012	0.04947247612	0.176523145	0.27650727	0.143144748	0.1450033526	0.15968623216
r	0.01133331694	0.01118999492	0.02054156882	0.0324249684	0.0565580692	0.1679989282	0.138097512	0.265282295	0.1767835706	0.1197897832
ù	0.00492785568	0.004887609614	0.00603441276	0.01139199818	0.0227334236	0.0770917012	0.0638055236	0.2277247344	0.329148834	0.2522537924
s	0.00763665762	0.007895078272	0.0119512069	0.02225987272	0.0393168062	0.100447608	0.1836394706	0.198684508	0.29083437792	0.1373343952
t	0.00554141432	0.00738339934	0.0160166656	0.0333070774	0.0493589854	0.1049474592	0.1496992914	0.199028216	0.234766629	0.199950938
i	0.01172178646	0.004584689974	0.010673888374	0.02637843128	0.02976506954	0.0409501624	0.0863451896	0.28625105	0.26292914	0.240400616
k	0.0144413518	0.008955958998	0.01040352628	0.02064207998	0.02018336722	0.04002710238	0.10729083572	0.1844978016	0.345467278	0.248090668
o	0.004871743648	0.0044614598532	0.011683446182	0.022627022588	0.02485277392	0.0494962922	0.0721091362	0.245908945	0.416637222	0.147352002
k	0.0125479597132	0.0089417384716	0.0109864661434	0.0165493641866	0.021835770246	0.033362958772	0.051792399388	0.1254789694	0.452420786	0.266083526
a	0.003816864976	0.003282096204	0.009908796156	0.018365813224	0.021890361368	0.03069727994	0.0509783226	0.1826775086	0.446748988	0.2316339
l	0.0109534692396	0.0076445422692	0.0089172613558	0.0139422378236	0.0187721661914	0.0284139968068	0.04207852456	0.120114862	0.4604822	0.288680672
ù	0.0043124133274	0.003070414826	0.011404600214	0.021092739846	0.026385904254	0.033473419064	0.0477549502	0.1524617204	0.44440669	0.2556371782
</S>	0.005496933116	0.00562050935	0.006629407924	0.01393857642	0.017141750818	0.0240249661	0.03904277112	0.135442818	0.429781384	0.322881054
