 	lo	sentii	che	arrivò	</S>
t	0.798158768	0.04766238308	0.0454651620846	0.0622702256408	0.046443466373
o	0.738614606	0.0976849084	0.04975663356	0.0583291178978	0.0556146863433
n	0.502469624	0.3173427548	0.057121673259	0.0617375622802	0.0613283553011
ì	0.224695223	0.2984067426	0.1335678672	0.13219342112	0.211136928932
k	0.12248047	0.462814684	0.2083380106	0.10079388015	0.105573107368
u	0.1181291468	0.3671607112	0.21531485	0.09833267606	0.201062589604
s	0.0692990676	0.211769536	0.547373116	0.0627593068	0.1087991948
a	0.03375169878	0.083324444	0.621647686	0.1043134674	0.15696283368
k	0.0517040251	0.098291285	0.461198372	0.223283796	0.1655226062
a	0.03230748358	0.05467463236	0.34066776	0.345044788	0.2273052944
ì	0.026159902083	0.038477601093	0.09441226548	0.64734489	0.1936052752
r	0.0080709032368	0.011658661776	0.04710285568	0.829754278	0.1034131285
t	0.010994153594	0.0226206896352	0.08828942236	0.7104994	0.1675961774
e	0.051494283974	0.012956912482	0.1806073672	0.539545614	0.21539590314
</S>	0.016233846028	0.017549286646	0.0327466018	0.363400402	0.570069966
