 	tu	le	hai	cucinati	le	verdure	</S>
e	0.734299426	0.0936123604	0.03596940322	0.03448202816	0.0312384595528	0.036478233618	0.0339201359467
s	0.3214764506	0.499433208	0.03345142616	0.0380561292072	0.0326117871397	0.0316656744046	0.0433054879144
ù	0.226248011	0.493247414	0.0700664144	0.0626931249	0.04154586424	0.0341220058522	0.0720772488357
t	0.082471172	0.639316276	0.11196029	0.052171606978	0.0344882083434	0.0253484319405	0.0542439308815
a	0.0648255172	0.487362358	0.1858145094	0.0744471398	0.0621145178806	0.048706074659	0.076729942518
m	0.0506479116	0.2040047354	0.483196283	0.1131852934	0.023960313895	0.0212926801358	0.103712713424
à	0.0381301208	0.116389235	0.2638203808	0.240236314	0.11913447476	0.075802152368	0.146487238858
r	0.0304995956	0.06980459	0.417755321	0.339906576	0.0468568394	0.0255755328584	0.0696014376482
e	0.04663514848	0.0721628872	0.3520574348	0.308003234	0.06197548074	0.037479544022	0.121686282902
t	0.03767423014	0.0529740943	0.18801012786	0.2810068568	0.208076019	0.052403293548	0.179855445041
s	0.02330813087	0.02914444856	0.1237161494	0.45918214	0.1326062968	0.0872052501	0.14483769856
e	0.0117328577	0.05576997144	0.0891940192	0.370829942	0.155909252	0.0582684078	0.258295664181
t	0.0176752382334	0.02347878068	0.037867783982	0.0896504468	0.3922466608	0.1595584754	0.27952260128
a	0.012349104796	0.013804208688	0.02913941854	0.0773681068	0.414613366	0.3433563016	0.1093695648
l	0.0173494197949	0.020083776145	0.028347150008	0.04069248866	0.367976684	0.3496350614	0.1759153426
à	0.0091615526228	0.0104960062204	0.013734720796	0.02752342288	0.426754234	0.2928222128	0.2195079756
c	0.015142168679	0.0307987632528	0.0635135077768	0.0396357183	0.181945208	0.453026565	0.21593814702
h	0.0134836482656	0.01440482327	0.020271924002	0.025697698	0.379783256	0.379426102	0.1669326352
a	0.00661388492764	0.0564398796164	0.045376624904	0.0714006168	0.435059528	0.2535412502	0.131568237
n	0.0129360805038	0.0110394037844	0.016896638088	0.04633475536	0.183978118	0.333403754	0.39541123
a	0.0144469022171	0.0097212973612	0.014139989012	0.02333984842	0.262212172	0.476647354	0.199492302
</S>	0.0107871825123	0.0114717598446	0.016141938386	0.0177683169	0.166098582	0.2133646036	0.564367742
