 	vengono	vestiti	dai	genitori	</S>
è	0.813348102	0.0499927428	0.0453170189792	0.0454499089956	0.0458922565892
r	0.765958706	0.0640912218	0.0594197764362	0.0500726990957	0.0604576003099
k	0.613696176	0.2189795374	0.0573768978	0.0572614572498	0.0526860782497
u	0.588170172	0.12494937002	0.103245365734	0.0831612303057	0.100473681637
t	0.139783945	0.654570936	0.05896585454	0.0803612064874	0.0663180861789
t	0.093476096	0.5402804968	0.1314887924	0.073227444862	0.161527043413
e	0.2540517484	0.33039366	0.23039934048	0.0759923625827	0.109162918637
n	0.08688500126	0.509963406	0.22145584	0.057913022716	0.123782839308
d	0.04781953228	0.40297356	0.32791471	0.08911205838	0.13218011736
i	0.0986032044	0.214545394	0.306461516	0.201199100211	0.179190798554
m	0.0259076231	0.088640376	0.507696316	0.1024161802	0.2753395518
è	0.03009874488	0.04665407956	0.600049404	0.1500463162	0.1731515596
n	0.0518163344	0.0461980078	0.3528042586	0.22701607944	0.32216534112
i	0.02707453408	0.055856214	0.481528246	0.12301203628	0.31252885736
à	0.0359129426	0.04559171318	0.09712071778	0.421811078	0.399563612
t	0.0185324995	0.02137693135	0.216900934	0.432265912	0.3109237143
t	0.0186388309	0.049582026248	0.1743909178	0.421572142	0.335816018
u	0.075900737874	0.0384770603	0.1943109096	0.322013676	0.3692976666
s	0.0204859130928	0.0152769369222	0.036870607028	0.51703621	0.410330392
g	0.0080749814332	0.012214417756	0.04662311308	0.43434798	0.498739494
e	0.0538762669914	0.0797153142184	0.083464214512	0.44600680566	0.336937482
n	0.0099624948178	0.0115713789398	0.033801522336	0.393081226	0.551583282
i	0.011387003862	0.011897021576	0.0471696	0.4050307908	0.52451563
t	0.01076382123	0.011643647162	0.03722992816	0.465070832	0.475291656
ò	0.02079784458	0.028587885176	0.069739201	0.2323727158	0.648502252
r	0.009762475792	0.026909671864	0.05127844994	0.4089340072	0.503115362
u	0.01773059761	0.02667632586	0.0711221244	0.3287199968	0.555750788
</S>	0.01877632419	0.018337990218	0.0428947058	0.3401909508	0.579799992
