 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
s	0.7209002572	0.086656643248	0.0305928951445	0.0273278775809	0.0268772216214	0.0266136881504	0.0265352461935	0.0267737490212	0.0277224765412
ò	0.644568756	0.1360305258	0.0347638331767	0.029825633649	0.0288389688039	0.0286239480088	0.0292791803678	0.0373967311965	0.0306724952807
z	0.629404022	0.1531650546	0.0354949757712	0.0345147954387	0.0301768707145	0.027501537368	0.0295565767014	0.0315117918901	0.028674300357
i	0.517282304	0.1502651262	0.06160932402	0.0508939939832	0.0538559390209	0.0349374774425	0.0368005772657	0.0440969497264	0.0502580772131
m	0.341553732	0.3789868588	0.0725112841926	0.0378999118256	0.0306145847351	0.0311522772838	0.0312750573561	0.0406926653153	0.0353135329258
i	0.2102749	0.1334337328	0.219208904	0.0782505715	0.088387817978	0.0596525660424	0.0495376475536	0.051225624704	0.110028006511
n	0.0958723798	0.378464932	0.2699222596	0.077792675094	0.0460906040324	0.0334176544735	0.0285171534199	0.0368090136609	0.0331135151925
o	0.1061532982	0.2288424144	0.330758376	0.08615386894	0.10041258571	0.0383453053287	0.0303454582475	0.0353080757703	0.0436807322033
m	0.06689555452	0.2928407988	0.3166036	0.1108599798	0.07307335465	0.0360498665847	0.0283137131615	0.0398042529422	0.035558911769
i	0.05620632968	0.07336330726	0.4662107672	0.0673718034	0.0804727766	0.068923608304	0.0450808667348	0.0420048564837	0.10036583764
l	0.04874295394	0.14235526	0.336219884	0.1959500232	0.102072877994	0.0610575203021	0.0316515433792	0.0388769275908	0.0430728714249
ì	0.05405591908	0.0689461623	0.401949608	0.1471229478	0.0983354034	0.06804287196	0.0463844764144	0.0393462890275	0.0758164891396
s	0.06295979852	0.1061796278	0.2367062452	0.288221472	0.1343813048	0.062991785172	0.0323961317229	0.0360415088809	0.040121968049
i	0.0227368914	0.0698641542	0.3167715304	0.213733176	0.1517203414	0.0575669104	0.0382476625792	0.0611436037706	0.0682157746055
a	0.0451348718	0.048968819	0.100556028	0.4181202	0.155956403	0.107594320912	0.0423676215552	0.0348583346787	0.046443405336
t	0.03368759018	0.03947596888	0.062954226	0.353614826	0.206082664	0.13502037156	0.0536420005908	0.0483395530462	0.0671828231784
ù	0.027821292476	0.030595303496	0.0548646271	0.253188682	0.333977314	0.102126354	0.05150342854	0.043395313906	0.102527824748
t	0.02872601418	0.029443506216	0.04367314	0.158711073	0.42731125	0.1242583052	0.07041051589	0.0414489062509	0.0760172110414
t	0.0181864291	0.022280227536	0.04394538244	0.1978942428	0.3656663584	0.1054951602	0.056357110424	0.0706043695725	0.119570606631
o	0.03240003332	0.036733174503	0.03817842262	0.1586920976	0.3378383952	0.155433662	0.090321002008	0.0700034520369	0.0803998639607
p	0.02872620086	0.02389205188	0.03350669452	0.0795134375	0.181867232	0.270971318	0.1323415968	0.11401118587	0.135170227379
r	0.021824078632	0.029401170816	0.02992019808	0.0484809513	0.255272072	0.2315234448	0.1264307208	0.0857127653	0.17143448008
à	0.02461805052	0.026570861964	0.02950599532	0.0660449622	0.234739514	0.260655742	0.1050377002	0.105414094872	0.147412887166
m	0.01704533086	0.017919369002	0.02536111714	0.0447610836	0.173000476	0.161143022	0.2315190128	0.19454773428	0.1347029242
m	0.01311945834	0.016809027506	0.02850215886	0.03695017544	0.115342169	0.1999725192	0.295570447	0.10507451288	0.18865935214
a	0.02829303404	0.027566937168	0.0283064493	0.0650795302	0.171253265	0.24433582	0.2077166132	0.08602971754	0.14141863852
m	0.01575509256	0.0138576424	0.02265206062	0.02755400454	0.04862931366	0.115217637	0.3564348568	0.1275502018	0.272349223
e	0.00952977582	0.011936661864	0.0141234502	0.01705941768	0.0421086756	0.106231886	0.319707526	0.2385523628	0.2407502446
t	0.011885474272	0.01308238624	0.0138426296	0.02178047414	0.02466307756	0.0652424236	0.2113713644	0.2641544	0.373977566
i	0.0063820239	0.0068982024	0.008791348848	0.014182406918	0.02872348848	0.0691960912	0.215136498	0.428480048	0.222209904
n	0.007562287626	0.007345510112	0.0081120306	0.00990595782	0.013530446284	0.0273652987	0.122896146	0.452046128	0.351236246
A	0.0096587743	0.009789918072	0.013943034106	0.014221299788	0.0290654698	0.04475243022	0.1052913772	0.522613278	0.250664572
n	0.0075629209446	0.014574801863	0.009749965334	0.0183499608	0.0208824736	0.03191015348	0.1141570628	0.558619886	0.2241928208
n	0.007431725368	0.008990718652	0.011217424248	0.01911770144	0.02829301678	0.04041289752	0.1531590612	0.423471428	0.30790608
a	0.018703367748	0.034682063616	0.01590128337	0.029060132676	0.03806499636	0.04250918864	0.1666476678	0.229229708	0.425201722
</S>	0.013021205898	0.008135004502	0.011205713854	0.01192291514	0.01375574594	0.01858912428	0.1112639308	0.362323376	0.44978298
