 	mia	sorella	quest	anno	che	viene	vuole	diventare	dottoressa	</S>
a	0.773286156	0.03120065948	0.025285023918	0.0247352913946	0.024072844142	0.0243966029967	0.0240427386085	0.0240185382544	0.0242130929748	0.0247489835205
d	0.706265658	0.05317932954	0.030376233522	0.028000244176	0.0263517396182	0.0266224804922	0.0268868194371	0.028498389327	0.0380250875854	0.0357941085697
r	0.469891716	0.2403528442	0.06633235568	0.030864016852	0.0271561240359	0.026694903515	0.0260220484483	0.0267073153375	0.0358858894921	0.0500927697225
e	0.5258275052	0.2042272192	0.04944739594	0.034306951457	0.0289813481115	0.0285741117387	0.0313209353523	0.0285822319314	0.0337282945179	0.0350039160698
f	0.258005372	0.43913607	0.0579805221	0.0357281370515	0.0299596894904	0.0297242081394	0.0304675968134	0.0324779864677	0.0432394463584	0.0432809637192
f	0.191243668	0.395857262	0.1338547982	0.05357093962	0.035461469336	0.0332983497338	0.0326745916706	0.0316688451664	0.0361378665559	0.056232333143
ì	0.254867136	0.2800080308	0.1850395704	0.0468292732166	0.033268828378	0.0298550046257	0.0407658957357	0.0307410756777	0.0436329836147	0.0549922287685
m	0.12264249904	0.51708122	0.1629155552	0.0324250884	0.02415085747	0.0207449316305	0.0212630851687	0.0194129701541	0.0205131133498	0.0588505419458
m	0.0566073448	0.355611826	0.287252122	0.0976045045	0.047417912034	0.0386490711327	0.0277346787604	0.022678624337	0.0239959753717	0.0424479478775
u	0.135427226	0.2402362456	0.2844637414	0.0924305454	0.0551508232445	0.0385977887116	0.0492563421196	0.0315936915029	0.0334162471537	0.0394272672457
f	0.0483874724	0.1301019628	0.458669422	0.12901008474	0.04643107016	0.0346514732891	0.0350822211844	0.0372150684207	0.0366796796126	0.0437716319386
ù	0.04411578286	0.08526688	0.389759492	0.244979469	0.0600669592	0.047154186518	0.030402924316	0.0273656719326	0.0298049511361	0.0410835816543
e	0.03913518802	0.1086549916	0.406634716	0.2192670008	0.0548424814	0.02263997752	0.018749234834	0.014792849077	0.0170134709842	0.0982700752498
p	0.040490839008	0.0448489399	0.29823924	0.328833525	0.0955847212	0.04659225876	0.0258720948	0.0322099683704	0.0269896161846	0.0603388993501
p	0.030174472972	0.03749251402	0.1041526216	0.3254415388	0.1623763056	0.165801381	0.03797587324	0.026816154964	0.0277560797008	0.0820130176235
ò	0.03799314589	0.0482385054	0.100616766	0.348766574	0.1351591152	0.112188700988	0.05452412769	0.032702049062	0.0339594985461	0.0958514790994
r	0.037687282006	0.0521420454	0.179888108	0.2303375938	0.2469438766	0.091063413	0.03077319476	0.020453345978	0.020872185477	0.0898390994537
k	0.014671819	0.02510308	0.1187249466	0.2710562622	0.241870096	0.1437413614	0.0344915154	0.012120511432	0.029223749532	0.108996647146
e	0.0424338287	0.0573250244	0.1040181812	0.301197526	0.1845043602	0.118803413008	0.052341081785	0.03141024387	0.0302741258784	0.0776922120252
t	0.0274663207	0.02986669466	0.0416393764	0.0988649856	0.3298051454	0.2031811928	0.1018404366	0.029639433836	0.0242600631934	0.113436515495
e	0.01932514078	0.0225306072	0.0326176638	0.1024252844	0.324804021	0.2320759994	0.063903651	0.01946965598	0.045510329576	0.137337562655
e	0.02222207095	0.0253608368	0.03276880118	0.056560582	0.2554634672	0.2019068736	0.164147502	0.03056503606	0.021004082176	0.190000854759
t	0.013274631902	0.01425208076	0.018370430248	0.0198607202	0.1456675844	0.2815679468	0.281786154	0.06779067078	0.0424606799	0.11496908814
è	0.017794201768	0.0149689863	0.018573383028	0.050534866	0.191440206	0.29673424	0.1997589498	0.07721418194	0.0437341668	0.089246527124
l	0.010932080454	0.01706355368	0.02028160884	0.0395992476	0.0987013702	0.2285536212	0.361770186	0.1090661594	0.06203039138	0.05200183168
i	0.00856377212	0.0136751377	0.0191460363	0.036654594	0.117802077	0.2416388926	0.312503636	0.0490278669	0.052793311584	0.14819481264
n	0.01474555975	0.01531491692	0.01781851284	0.0197394194	0.0406652762	0.1118016944	0.2123756832	0.290809822	0.0663158996	0.210412994
a	0.013211983968	0.01836475442	0.02031739474	0.031006262	0.0626845572	0.1447648984	0.3339642574	0.138782641	0.0531627764	0.183740446
d	0.009047957108	0.00936038104	0.011649825416	0.0115799041	0.02152613768	0.05045970242	0.1099881644	0.383725811	0.136960105	0.2557019946
i	0.01217565735	0.0143884981	0.0153356574	0.02707207634	0.05331530072	0.1000626786	0.2093199484	0.2806472472	0.180036318	0.107646436
v	0.009091032076	0.010612753342	0.013559557916	0.01481998926	0.02188164338	0.04097137466	0.0743567226	0.362163414	0.186224392	0.2663192508
e	0.014462070214	0.01819170704	0.01478368546	0.028840684876	0.04169148776	0.0512675553	0.109487895	0.2847037052	0.3066901454	0.1298810684
n	0.00748413649	0.00897731256	0.011966930694	0.01306082634	0.017006328	0.0289036326	0.0493219736	0.26696915	0.2615802	0.334729586
t	0.005464065948	0.0092657679	0.0085690396	0.01152078282	0.02329378711	0.04680317364	0.0888403894	0.268347322	0.354880136	0.1830153452
