 	qualcuno	al	telefono	vuole	sapere	dell	Anna	</S>
k	0.794125008	0.041105844628	0.029805064608	0.0274252086949	0.0268904973211	0.0266209473048	0.0269094481749	0.027117917322
a	0.6320579172	0.09502309642	0.051375399421	0.0366036828677	0.037640626278	0.0398051308839	0.060349130314	0.0471449706474
n	0.400989984	0.3683134068	0.0411458117012	0.0327307175438	0.0330850540771	0.0341752665431	0.0518933910768	0.0376663289261
è	0.187625756	0.534935468	0.0696757318	0.0365293216	0.0337688799012	0.0327321730587	0.0467175723575	0.0580150494178
n	0.14541861	0.601760248	0.0821514063	0.0335886118208	0.0293942300446	0.0305003044016	0.0351862728381	0.042000296046
a	0.090649755	0.591665784	0.1120462322	0.049404296212	0.030610934269	0.0287432703061	0.041814587285	0.0550654559854
s	0.0722680772	0.3671081988	0.3590628512	0.042783336636	0.0329958838641	0.0330743892532	0.0455388815676	0.0471683790463
t	0.0530846496	0.197430272	0.453376066	0.0736084652	0.040467262988	0.0287327289023	0.0637090420276	0.0895914662243
o	0.1163433666	0.241100225	0.312552314	0.09366283558	0.0515908872332	0.0442666780795	0.0617660421721	0.0787176115035
t	0.08234465756	0.1670205262	0.43486688	0.12543909128	0.03738720203	0.0327183456691	0.0431853586288	0.0770380366091
e	0.02859898002	0.0836324838	0.426483974	0.1771905132	0.04899953748	0.0392912932482	0.0576660242084	0.138137244406
l	0.04775975686	0.0764983304	0.388419952	0.2608488968	0.043551256566	0.0375497610119	0.0439543097025	0.101417695784
è	0.033558726512	0.0545027538	0.380830464	0.23203538	0.09120127	0.06963918234	0.0508326142866	0.0873996097701
f	0.03490737636	0.0517699004	0.2085373232	0.483612252	0.04847999696	0.0245926012	0.0340482652987	0.114052406336
o	0.01955095862	0.041851727	0.1650570236	0.4284752234	0.093866869	0.041843982	0.0586285281528	0.150725717596
n	0.048015676	0.0538784528	0.0932714584	0.341518814	0.248007676	0.04362736288	0.03714732577	0.134533381129
o	0.02677619284	0.03593519158	0.0801681014	0.3618320452	0.224758551	0.07682415548	0.048756532314	0.144949200163
t	0.031437274594	0.037437904	0.058180167	0.179999298	0.382032174	0.1189196736	0.05467985294	0.137313569574
è	0.01180429792	0.01424194688	0.02744529582	0.1547842164	0.430854582	0.128965004	0.1050089032	0.126895712
l	0.02028916454	0.0242551988	0.0481986816	0.148158834	0.359396028	0.1826263268	0.10911122606	0.107964675768
i	0.01035388186	0.016415206	0.03311827534	0.1219795366	0.3513283052	0.216577374	0.0787107742	0.17151664592
n	0.01781213084	0.017872710966	0.02166031402	0.03207821514	0.165307368	0.358617186	0.16839948	0.2182524198
a	0.022858848174	0.02605388684	0.04003006076	0.05874854648	0.186740962	0.325805392	0.1168256658	0.2229366124
t	0.01884339178	0.01874951712	0.02208231878	0.0276592074	0.060468166	0.213194444	0.350066994	0.2889360254
s	0.011838629092	0.01244415036	0.01589119682	0.02691288138	0.1057697624	0.347853286	0.311793694	0.1674963212
è	0.01192669708	0.03746640382	0.04436612884	0.020309312954	0.1032497196	0.2431802792	0.3643891	0.1751121386
r	0.00987197876	0.01031687168	0.01539263596	0.015973944132	0.0366566314	0.109265936	0.55235124	0.250170634
i	0.004424816246	0.006486924014	0.00882140708	0.0168666072	0.0548202238	0.17613946	0.427322576	0.30511798
à	0.006423332832	0.00671096479	0.00796937277	0.007174329146	0.013108619	0.0395586564	0.44795915	0.471095406
t	0.004778966788	0.006031503438	0.00897213148	0.0090552026	0.0188994092	0.0660599726	0.693392112	0.1928106672
t	0.007483038706	0.00960664186	0.01166700402	0.01832309214	0.03767364498	0.0892476052	0.490231604	0.335767304
i	0.0136177944388	0.023161533816	0.01947015454	0.007320528038	0.04472030718	0.1509740304	0.401910786	0.3388248904
n	0.0074311607612	0.00989299791	0.00841952758	0.0076755672	0.0109262546	0.0344073858	0.50597991	0.415267288
A	0.0114107818354	0.0125579263816	0.012780538202	0.014583706836	0.02819728226	0.0756461431	0.571945664	0.2728780148
n	0.006813843234	0.007402023712	0.01070185522	0.00907505382	0.0241272982	0.0573782168	0.547373188	0.337128502
n	0.006822506696	0.00866045304	0.01382179464	0.01577298284	0.0254415746	0.0505817448	0.481038036	0.397860898
a	0.0309845419772	0.0367990264876	0.03597703344	0.01863954666	0.04180716376	0.0876229866	0.347499764	0.400669974
</S>	0.01126811494	0.0221611985688	0.01062868918	0.01312885686	0.0159141495	0.043016634	0.390768444	0.493113926
