 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
à	0.789575694	0.02834387542	0.0239205228	0.020106638942	0.019730037377	0.0197409300304	0.0193863761198	0.0196463131539	0.0195262931749	0.0198701304732	0.0201531265532
r	0.66065158	0.05258967926	0.0344287435218	0.0274319452472	0.028642801599	0.0340492139822	0.0342157110747	0.0299436971043	0.0282496608423	0.0309940554231	0.0388028634173
t	0.4355915716	0.2843350278	0.0619823894	0.027561108516	0.0272230622016	0.0262978167772	0.0262396815435	0.0266944051221	0.0246456929797	0.0306387101098	0.0287904940171
e	0.3520267548	0.2710453854	0.0807843185	0.0429612193352	0.0368934889244	0.0326971360942	0.0427032181096	0.0358627354445	0.0286238664233	0.0355658723958	0.0408358952429
n	0.092350843	0.581094124	0.06331082075	0.0343051321707	0.0348908611895	0.0298127311472	0.0277186170776	0.0290680727617	0.0288991430403	0.0388850924674	0.0396646580289
a	0.1566530034	0.357623954	0.1409732204	0.05208144357	0.0447733428271	0.0408134073234	0.0394971899065	0.0392763552423	0.0359921557754	0.0394325291901	0.0528832875005
i	0.0537573286	0.525473828	0.1679362868	0.029288372222	0.028863749224	0.0286071526025	0.0275568676434	0.0242629605963	0.0231664502268	0.035910099784	0.0551768877335
v	0.054732864434	0.3082924452	0.340618152	0.0416766422	0.027020428371	0.0303780194446	0.0298074807391	0.0269188015812	0.0430914507178	0.0329434804458	0.0645202461028
ò	0.03346672682	0.151246004	0.47826415	0.1042749256	0.0348229236	0.030082586944	0.03081126054	0.0277117783352	0.0319766286188	0.0326624982966	0.0446805173104
s	0.03683787586	0.186442422	0.4557836154	0.1132338364	0.024296832472	0.0291271286212	0.0314175399571	0.0205139900017	0.0157457290504	0.0171507871925	0.0694504174956
t	0.05136769146	0.1778737202	0.427837182	0.11282902	0.02960883576	0.022065522318	0.0250338375975	0.0204701580353	0.0142319710362	0.0325982237483	0.0860838453647
e	0.038593791302	0.2011243113	0.38489567	0.12574283862	0.0592746825206	0.0330080637058	0.0504753372413	0.0268358641923	0.0229225908427	0.0272771398674	0.0298496874353
s	0.03600003188	0.0907298176	0.3026855008	0.27905785	0.0509379342	0.0397433912848	0.0417495474412	0.0388056501527	0.0300858543127	0.0264966972308	0.0637076543407
t	0.022639867486	0.05985204946	0.286859304	0.325823877	0.0535322356	0.03846030228	0.044256583284	0.0276373537122	0.0195782051755	0.034535051535	0.086825137799
u	0.031642001104	0.07034687988	0.306855934	0.292537676	0.05356837654	0.042840350386	0.059202771366	0.0327147411143	0.0210889561668	0.027478020429	0.0617241995264
d	0.02695778082	0.0497783072	0.1230758862	0.379005086	0.126080862	0.04331747766	0.045318648862	0.0484583303012	0.0394920584645	0.0350813807782	0.0834343303775
i	0.0155241891	0.031227500292	0.118751286	0.3694938248	0.167997502	0.0646319332	0.07091597222	0.038483050306	0.0286076103696	0.027386439149	0.0669808387049
è	0.018427555322	0.0350683436	0.0779986744	0.3137356346	0.260677154	0.0481124782	0.036145254732	0.032081095883	0.0296428837363	0.0288752045194	0.119235740684
o	0.0127833473	0.022973187432	0.0730794926	0.3165332246	0.294583862	0.0505952704	0.060225192716	0.028929335738	0.0545745283088	0.0240021350716	0.0617203684837
n	0.014957790934	0.018553235416	0.03376835272	0.1622991126	0.2899546458	0.1614715484	0.1091103496	0.0306659132852	0.0543475105033	0.0235471339544	0.101324453039
a	0.0214076423	0.02749330941	0.05038471938	0.155724329	0.2661354614	0.1966537016	0.0858762934	0.03782233292	0.0542923115534	0.0284609203887	0.075748971184
n	0.022732432234	0.02742692818	0.036011246174	0.09277038386	0.2114580268	0.2640561948	0.1064847696	0.03417148274	0.0611815455433	0.0440938479369	0.09961321491
a	0.0145374146	0.018110869764	0.036922068	0.1092261848	0.1954068734	0.2838724066	0.1070673128	0.04615173256	0.0583595022784	0.0457844300822	0.0845612086354
m	0.01515383986	0.019346670968	0.02598147694	0.05625655826	0.1538309834	0.267080323	0.161318107	0.05133311006	0.05268667176	0.0604847441774	0.136527575348
à	0.01143565056	0.021888702768	0.03903576818	0.0997585616	0.1105563104	0.2036123418	0.21292911196	0.0835282912	0.058431542	0.0801938835	0.078629670968
s	0.00867097136	0.011269340418	0.02042767376	0.0497891852	0.172714044	0.26582979	0.2248240318	0.081740791	0.03986192896	0.03469667405	0.09017579926
o	0.00916264736	0.0111525211932	0.018226650212	0.0438247758	0.167937036	0.297692067	0.1814389724	0.093826918	0.06334894052	0.04981518432	0.06357419548
n	0.00875038606	0.01119658758	0.01309894618	0.0179594988	0.059833941	0.1313685992	0.212776548	0.2253747676	0.0909230228	0.0579210614	0.17079672986
a	0.00912153146	0.011721846754	0.0179352126	0.03141058008	0.0658555316	0.1852440974	0.2091665356	0.19846731	0.0934007258	0.0552718113	0.1224050538
d	0.010329072006	0.011323864614	0.01300439955	0.01676288752	0.03701556666	0.07380386096	0.17003098688	0.1933365284	0.1797415626	0.0890252372	0.2056260068
i	0.00821563508	0.009802271316	0.013995146428	0.02910050676	0.0423724201	0.0954238447	0.131130807	0.287231462	0.127759533	0.1421207628	0.11284743958
v	0.0080862348488	0.0101484698984	0.013129269244	0.017270586522	0.03398356614	0.05387143188	0.10920550446	0.1436482552	0.2468701576	0.182824272	0.1809621002
e	0.005035107526	0.011630792812	0.01700157567	0.0307331496	0.03262512506	0.05329231344	0.15745508854	0.221531836	0.126052711	0.1512163072	0.1934260144
n	0.006384039938	0.009562401418	0.011509748868	0.01395180091	0.0242723836	0.038391229372	0.07484928588	0.1458279459	0.2519721936	0.186714306	0.2365644866
t	0.00956200428	0.007601404512	0.01002919226	0.01874794814	0.03121786284	0.0488672436	0.1217817575	0.141657335	0.1720317334	0.2520961728	0.1864074256
è	0.002440170572	0.0127811325	0.021074920946	0.01272785845	0.02446245954	0.0426666342	0.0279920544	0.1588035716	0.268610818	0.2117021008	0.2167383396
s	0.0046747957	0.005808318636	0.00740670988	0.010217059606	0.022626828166	0.03061034649	0.04848312614	0.0928186822	0.170045999	0.328324592	0.278983494
s	0.006354466392	0.00761753116	0.00967783592	0.01361073718	0.0309494507192	0.04385700864	0.0691541212	0.09773080312	0.1117388614	0.364500126	0.244808934
o	0.0047670108948	0.015199977838	0.034337578222	0.01863236027	0.02818063066	0.04247670756	0.023203025832	0.1136662124	0.1559728024	0.268671064	0.2948927834
m	0.046619008824	0.006025291772	0.008348159888	0.009216663288	0.00917103234	0.01190487703	0.023211920932	0.05896272696	0.1550849524	0.2830406994	0.388414662
a	0.00435947792	0.0091896853756	0.011637191018	0.017988563714	0.03516715402	0.046916290696	0.08065154852	0.0591896185	0.154830641	0.394334642	0.185735018
è	0.002025162334	0.004982320382	0.005577871854	0.006609851022	0.008443366712	0.010403305974	0.012707075168	0.02980870426	0.161435676	0.459417844	0.298588818
s	0.0046183853524	0.0050596091136	0.007077746362	0.0082659376324	0.009755700602	0.01164113373	0.012825417374	0.0256116006	0.083523534	0.563140964	0.268480104
t	0.00520895538	0.006071596444	0.007186044674	0.009262345868	0.0182301323496	0.025483775718	0.0268009732	0.047440142406	0.0878736604	0.445617018	0.320825298
r	0.0046480781328	0.005889769122	0.01180702367	0.007077045204	0.008881570376	0.0131538247	0.01107889629	0.0342103102	0.0940779334	0.486307682	0.3228678676
a	0.0091649872984	0.0228366941706	0.0283467108	0.01456558517	0.021272606454	0.016364312	0.011511910412	0.0328989994	0.104168515	0.45361868	0.2852511072
</S>	0.032042549035	0.00939883359	0.0094356866314	0.007132020088	0.005765642096	0.006808244068	0.02233741488	0.01634978188	0.0778583308	0.42297516	0.389896326
