 	il	muro	vuole	uno	specchio	</S>
o	0.803852684	0.0539047539	0.035733152888	0.0349856207608	0.0360632382979	0.0354605554091
t	0.59390578	0.2388046856	0.041613725104	0.0403446953645	0.0418383188964	0.0434928158856
ì	0.198969752	0.451715444	0.0754297854	0.069562090736	0.0996107831443	0.104712270164
c	0.2475130912	0.491431804	0.08533480312	0.0515330193061	0.0578887971251	0.0662983566646
h	0.131465346	0.3637979074	0.2382615406	0.0486873771318	0.108493648571	0.109294116059
o	0.195552752	0.409025272	0.21950691712	0.0586130636936	0.056542932366	0.0607591859611
t	0.0828699778	0.385658404	0.38462639	0.04530540985	0.043285449895	0.0582543070466
è	0.0330929105	0.1409718054	0.389603407	0.08126578342	0.13588559019	0.21918062136
l	0.054092542	0.1208572794	0.639628217	0.03699309246	0.0332931863709	0.115135737006
i	0.03042101922	0.1008842662	0.5065049026	0.085451634868	0.104306470421	0.17243168126
è	0.1015770341	0.1181018461	0.228697184	0.2940413046	0.0659984808	0.1915841296
n	0.025690705204	0.03346792556	0.1745109252	0.4295685506	0.1358979648	0.20086373106
a	0.052877864824	0.07050578194	0.21944961624	0.324031629	0.1651748706	0.16796026792
n	0.0256917905	0.02709376944	0.03629134702	0.4743109172	0.23501028	0.20160171
j	0.007878741328	0.0117851939708	0.03216889596	0.366907264	0.376255518	0.2050042376
a	0.01266381894	0.013156705447	0.0285520588	0.3070673738	0.465916096	0.172643848
l	0.007561203661	0.0082584541528	0.010652625154	0.2021663196	0.469223336	0.30213793
ì	0.005364441746	0.0094361122028	0.01523143776	0.1307706162	0.517194656	0.322002742
</S>	0.0210423653992	0.024020813468	0.104529830986	0.0832652966	0.508209592	0.258932074
