 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
e	0.772355302	0.02828749234	0.022868858342	0.020242828378	0.01953049616	0.0194400013677	0.0193446250675	0.0193676769707	0.0196105671099	0.0193802391264	0.0195780660998	0.019993887559
j	0.566834315	0.1548094578	0.0279908506	0.0266753267814	0.0240556623845	0.0240315163415	0.0250054363256	0.024661281071	0.0281944449265	0.0257801511755	0.03451140797	0.0374502077138
i	0.419180002	0.2431128408	0.0577036793	0.02600608338	0.0261632621916	0.0274759910336	0.0261695076052	0.0245835599933	0.0261065528827	0.0266367683043	0.0383172019382	0.0585446544461
n	0.432311768	0.2619203112	0.0337105412	0.0295616789984	0.0264252412854	0.0260148532927	0.0256570056049	0.025075234764	0.0285841737175	0.026297876559	0.0372302862133	0.0472110807397
è	0.166283173	0.3383464092	0.1560840868	0.0367605619	0.03170969206	0.0361266954396	0.034058219057	0.0307073491016	0.0360110302261	0.0303406167771	0.0410540248253	0.0625182607057
k	0.1091530012	0.494537118	0.1842982142	0.022411280006	0.0170702679098	0.0214749907722	0.0234480546132	0.0207483760425	0.0283604183167	0.0185851899642	0.0211935317424	0.0387196452522
a	0.222282136	0.298843142	0.1939173046	0.054375671	0.0331431816	0.0348461404326	0.0245137154684	0.0225308667457	0.0290757812187	0.0215700604348	0.0281972082409	0.0367047489445
è	0.1171769004	0.25451982	0.3605477352	0.04297893	0.027524540776	0.0279923794621	0.0238215272865	0.0230832734952	0.0255319218802	0.0228733363369	0.0272965745531	0.0466531500278
n	0.05803463054	0.213415344	0.3866094252	0.1112895588	0.02893702972	0.0289967175744	0.0277874904654	0.021817022466	0.0291057837504	0.02142134631	0.0231697034802	0.0494159389499
e	0.1067201388	0.125405969	0.4354733068	0.0856500634	0.040962401054	0.032413101746	0.0276675595314	0.0229136191854	0.0255848540321	0.0211392879931	0.0266176835439	0.0494520810888
k	0.06725620494	0.11151656986	0.279637374	0.2694109434	0.054550015	0.02890595626	0.027837505554	0.0240929532072	0.0313234042868	0.0226572024816	0.0273962948549	0.0554155876768
a	0.058728321814	0.13524937026	0.258714678	0.2185312872	0.1048717726	0.0511225878	0.02839665186	0.02311002898	0.02533976847	0.0272818594919	0.0243876159776	0.0442660965307
p	0.0379269146	0.08449761574	0.150052968	0.2460299708	0.22427976	0.0352055876	0.0329553212394	0.0281975142189	0.0328952132551	0.0252260081799	0.02969259096	0.0730406491466
à	0.042705841366	0.07740875758	0.1383202774	0.268805752	0.16157962	0.0600024716	0.0436760432	0.041335508	0.04063608526	0.0354391325044	0.0324982013186	0.0575923398432
c	0.0288308151	0.0700296726	0.118214572	0.2815977008	0.222415206	0.0804255786	0.03837925056	0.0285274702712	0.0291800760744	0.0201728401319	0.023817219902	0.0584094676088
e	0.021925132032	0.0766737708	0.0786541434	0.302916468	0.20761825	0.0916256902	0.0386413087	0.02305700084	0.04195008616	0.023473382862	0.0242372268519	0.0692274600469
n	0.021474543146	0.04217531822	0.066363252	0.2001048036	0.3288056612	0.1262281048	0.0450039225	0.02843773242	0.03128744179	0.021969635324	0.0225603272069	0.0655891703675
a	0.02389035844	0.037812692046	0.0662720198	0.272805614	0.311173944	0.0714892762	0.0492819294	0.0304534196	0.0291472872	0.0209062494596	0.0202781274776	0.0664892230708
p	0.020608702316	0.02966502222	0.0389507348	0.1224902068	0.3352717832	0.160843162	0.0790399532	0.0357347006	0.036073129748	0.0414110089477	0.0254608098243	0.0744508804969
u	0.028098792032	0.03508590686	0.04398140004	0.1404048166	0.3205652514	0.0792507218	0.076544084	0.0547690298	0.060870879	0.05399147626	0.0364652837715	0.0699722114449
l	0.017103592226	0.03738063458	0.03627771196	0.0694422334	0.2555840782	0.204605734	0.12153585	0.0355282234	0.03664983552	0.081790577353	0.0276018273129	0.0764998770832
i	0.0216139354	0.02756141686	0.03485399788	0.132475548	0.3268026912	0.0837450518	0.0884952916	0.054554141	0.0592032894	0.0710251504	0.055962445968	0.0437069647727
z	0.01547404372	0.031126538296	0.0300753061	0.0519538408	0.1724663432	0.2180140736	0.178575374	0.0583086954	0.04130504282	0.0891838527112	0.0266583183662	0.0868585709752
z	0.01289046096	0.01929228872	0.0300447345	0.1054228832	0.3115393146	0.0869625678	0.1124976134	0.0493157752	0.0684956128	0.0789532042	0.082737264312	0.0418482832322
è	0.0131198029	0.177224092104	0.02399338244	0.04287427718	0.1599004956	0.11194077	0.150018742	0.0606884382	0.0603411222	0.044741309476	0.0727151245875	0.0824425297478
s	0.01350359948	0.018372449208	0.02839521088	0.0702862092	0.162328613	0.2764870492	0.151923554	0.08066724	0.0527178358	0.028897773082	0.0273929845136	0.0890272468385
s	0.010718007752	0.01930964586	0.021963412414	0.0879642288	0.2380714394	0.2494120914	0.115858345	0.0652161594	0.043356432	0.03062265702	0.03152988611	0.085977744193
i	0.014429288534	0.18788501706	0.0159677312	0.05418735	0.0940594742	0.2064135198	0.156862727	0.072084695012	0.0454324472768	0.0232280820452	0.0268036172756	0.102646263058
è	0.01278031274	0.017210443226	0.01531029244	0.03003999686	0.0900915338	0.2101599076	0.2473178098	0.123456106	0.0486387804	0.03640078036	0.028970539212	0.139623760541
n	0.00862283246	0.01603015973	0.012946920112	0.0330704389	0.110364634	0.2450314132	0.182240413	0.12384086	0.0838506264	0.07356441256	0.0456878553966	0.0647493126728
a	0.02102696708	0.026092247684	0.030265675982	0.0567426644	0.0854180144	0.224895791	0.21909292	0.104766433	0.066317214	0.0328514674	0.038091257722	0.0944390068732
p	0.010785511372	0.015077698667	0.0124346951	0.02141810846	0.03357011304	0.07574433468	0.19895755674	0.231649851	0.1051834322	0.0833638582	0.039579928768	0.172234749206
u	0.015136166414	0.01975126716	0.018035124516	0.03330982628	0.066690977	0.0864326604	0.1983323832	0.173839438	0.13519493	0.0667887332	0.08901429166	0.0974741423
l	0.00809130039	0.0131257228312	0.009898538012	0.019570442106	0.029013344992	0.05073929386	0.194650321	0.2556677239	0.102272325	0.0718475656	0.11400902388	0.13111449288
i	0.01017627631	0.013970901	0.0114886161726	0.02601268164	0.04687595134	0.06590824028	0.1869808764	0.1838049702	0.169104564	0.0721306688	0.09490907794	0.118637145
z	0.0086214199748	0.011305297497	0.0092204732992	0.021161478468	0.0237681721588	0.035601830658	0.140227709088	0.26388611062	0.1157734584	0.0869794102	0.16279999772	0.12065455416
z	0.00564795534	0.00693379151	0.0070691747552	0.02349956454	0.03812514922	0.05153906648	0.18274346346	0.1539178668	0.206311779	0.100892737	0.099320473	0.1239988342
è	0.002042403454	0.02284710808	0.0028091594886	0.0106078036916	0.0156827577	0.032570934	0.09943466368	0.1664927662	0.2844787264	0.1056453074	0.078236148188	0.17915209562
s	0.0064620713	0.008235966046	0.009093485208	0.0180280983	0.02366357264	0.03932902806	0.1237981154	0.1905953788	0.1699496196	0.1259132772	0.1252421544	0.15968933874
s	0.004350396236	0.00682906268	0.0070466749686	0.018395294152	0.02235052486	0.0371265211	0.1219403722	0.188103686	0.249716426	0.1241172834	0.122426016	0.0975978882
