 	il	muro	vuole	uno	specchio	</S>
a23	0.078602046	0.110062875	0.19625497	0.25527066	0.26287323	0.096936226
a20	0.17420785	0.18278907	0.20098563	0.19685557	0.20974335	0.035418592
a31	0.18807942	0.18247323	0.20475408	0.19484942	0.1977601	0.032083753
a24	0.1976399	0.16323926	0.18327044	0.201676	0.24019168	0.013982763
a31	0.20100121	0.17878671	0.20497547	0.2004541	0.19986649	0.014915992
a13	0.30066472	0.21099366	0.21138482	0.10522387	0.14957112	0.02216175
a39	0.31051534	0.1825502	0.18843308	0.11748274	0.17149705	0.029521637
a20	0.23490529	0.12915125	0.15566231	0.15520255	0.272536	0.052542582
a31	0.18819788	0.109649524	0.15174574	0.1859652	0.30433443	0.06010719
a24	0.12908332	0.10052835	0.14363857	0.19210753	0.28658748	0.14805478
a8	0.14891146	0.11452428	0.13465583	0.16032624	0.29910684	0.14247534
a31	0.10849569	0.109675944	0.16891441	0.21262214	0.2379478	0.16234401
a20	0.09559463	0.11066163	0.16622311	0.20301957	0.22751722	0.19698389
a31	0.10300011	0.10388502	0.1468573	0.20306735	0.24499218	0.19819799
a29	0.095962524	0.1291926	0.1795358	0.19592361	0.20462401	0.19476144
a31	0.09504919	0.11030333	0.16404828	0.2042666	0.21722072	0.2091118
a8	0.09822868	0.13937227	0.18154366	0.19213298	0.19636329	0.19235918
a20	0.097368576	0.13638361	0.18148401	0.19390005	0.19669747	0.19416626
</S>	0.10058147	0.14444427	0.18099894	0.19125883	0.1929194	0.18979709
