 	se	vieni	alle	sette	io	sto	cucinando	</S>
a31	0.07128274	0.07985862	0.06593303	0.061106768	0.071989246	0.1678843	0.37207726	0.109868005
a21	0.12123576	0.10869181	0.046066377	0.064158216	0.11483243	0.20174783	0.31520098	0.02806662
a31	0.14142194	0.12243114	0.055414908	0.07809305	0.116839305	0.18241012	0.26726827	0.036121223
a21	0.15906914	0.1437256	0.043208893	0.06126696	0.118586466	0.1366984	0.32358173	0.013862835
a31	0.14931256	0.13597319	0.029838076	0.047557447	0.11348805	0.12222274	0.39025912	0.011348824
a13	0.16239649	0.15465097	0.028675303	0.047437746	0.13452068	0.10960543	0.34732783	0.015385524
a35	0.14879186	0.14506885	0.023405747	0.042305578	0.14026459	0.09197969	0.3922122	0.015971432
a37	0.12706095	0.1254905	0.018172616	0.028752547	0.13801293	0.08337903	0.46052867	0.01860276
a31	0.1219096	0.11246581	0.014726981	0.025389463	0.11487301	0.10099887	0.49251685	0.017119363
a37	0.10895835	0.11267668	0.027324563	0.039624806	0.117632985	0.07568124	0.47877106	0.039330337
a31	0.1251839	0.12810445	0.035142116	0.04354274	0.14419244	0.08825892	0.39575824	0.039817184
a24	0.11062071	0.12379861	0.055036277	0.059367716	0.13032016	0.097118616	0.32817668	0.09556122
a31	0.1167969	0.14228894	0.061325144	0.06353918	0.14308564	0.10972491	0.28871685	0.07452241
a13	0.09453223	0.12637277	0.07771782	0.073499456	0.1216813	0.11350525	0.24968937	0.14300178
a31	0.09321573	0.12294098	0.07971432	0.0776351	0.12874539	0.10634059	0.24853146	0.1428764
a27	0.089429826	0.12633006	0.09878204	0.084852286	0.11720018	0.12160845	0.21192704	0.14987013
a31	0.08928762	0.1108571	0.09357725	0.08623242	0.12636214	0.10753652	0.21470504	0.171442
a35	0.10206476	0.12599503	0.11778061	0.10300325	0.11810651	0.12773664	0.16418633	0.1411269
</S>	0.09398765	0.112056136	0.11017567	0.09494483	0.10659008	0.122307606	0.1860996	0.17383848
