 	che	vende	buon	pane	</S>
a17	0.15646061	0.25235552	0.2812951	0.219078	0.090810746
a31	0.27156708	0.22795776	0.21891096	0.23458426	0.046979874
a11	0.1992667	0.25579095	0.36239582	0.16249281	0.020053672
a39	0.20359819	0.29470915	0.2987195	0.18637796	0.016595187
a35	0.21423864	0.2571431	0.33688456	0.16505136	0.026682327
a39	0.21368201	0.20534934	0.3917975	0.13319075	0.055980418
a31	0.13475609	0.18958816	0.4423484	0.14954846	0.083758906
a24	0.1080657	0.18535176	0.3791096	0.17313994	0.15433294
a18	0.10060691	0.14883496	0.40604705	0.1838967	0.1606143
a31	0.09707228	0.1958455	0.37952632	0.17895186	0.14860396
a13	0.17014536	0.1969577	0.24626641	0.19491266	0.19171786
a31	0.13364741	0.18568537	0.28030714	0.20278658	0.19757351
a46	0.19056334	0.19888799	0.21227863	0.19947572	0.19879425
a8	0.1766529	0.19803017	0.22044963	0.20291881	0.20194851
</S>	0.18758492	0.19684744	0.22682443	0.19521515	0.1935281
