 	che	non	li	aspetiamo	</S>
a20	0.239163	0.20862329	0.2065098	0.321546	0.024157865
a8	0.24387345	0.24320899	0.25851172	0.22984102	0.024564853
a7	0.26020935	0.24717203	0.233246	0.23146956	0.027903011
a35	0.26122147	0.24731028	0.22848581	0.22962235	0.033360105
a46	0.24749188	0.24788967	0.26854548	0.22261547	0.01345756
a31	0.29322758	0.2388	0.19699718	0.26535347	0.0056217243
a11	0.2922259	0.17617561	0.12101096	0.405201	0.0053865174
a31	0.28561917	0.17697354	0.14021897	0.39190793	0.0052804463
a0	0.19661057	0.1036374	0.08258914	0.5983419	0.018821033
a31	0.18422547	0.11848816	0.10220154	0.56182766	0.03325724
a30	0.18754157	0.1360508	0.117705256	0.4987442	0.0599582
a0	0.2025833	0.18361665	0.16927785	0.34406012	0.10046206
a31	0.20439205	0.18204089	0.16383149	0.32003835	0.12969728
</S>	0.18960918	0.17350042	0.1662727	0.31907013	0.15154758
