 	non	mi	aspetti	che	non	vengo	</S>
a31	0.20145816	0.19892177	0.05530389	0.12810265	0.21885797	0.15353405	0.043821394
a37	0.25633487	0.23888572	0.066557385	0.1668794	0.19298106	0.07154197	0.0068196123
a31	0.2763677	0.2584421	0.070296764	0.16394195	0.17505391	0.0507407	0.005156842
a24	0.29289842	0.26157328	0.08495864	0.15876682	0.15284963	0.041157544	0.007795688
a46	0.36605337	0.30498612	0.057591364	0.12093938	0.10679921	0.034521904	0.009108687
a31	0.42993233	0.28500915	0.039430276	0.073999174	0.087124884	0.05952077	0.024983432
a1	0.41792294	0.28474307	0.043577254	0.06883305	0.08755242	0.06215537	0.0352158
a31	0.2773476	0.19817774	0.07222314	0.086332634	0.14205669	0.14498037	0.07888184
a20	0.20434143	0.14780034	0.08624737	0.07991595	0.15608308	0.19823417	0.12737757
a41	0.16008876	0.13420139	0.0911536	0.090312175	0.14413276	0.2242074	0.15590392
a31	0.116966486	0.1142657	0.09414426	0.11338779	0.16071577	0.23735559	0.16316447
</S>	0.12515335	0.12580015	0.11079643	0.12717848	0.15072337	0.21292908	0.14741908
