 	deve	che	entra	da	qui	</S>
a31	0.14720953	0.21663487	0.14919215	0.17872962	0.17525856	0.13297532
a21	0.06588774	0.50832933	0.25295562	0.08985065	0.060008455	0.0229682
a31	0.07068822	0.57940304	0.22366357	0.064287506	0.04260291	0.019354759
a20	0.04530543	0.57520175	0.2721606	0.037026174	0.04071971	0.029586393
a11	0.039554566	0.6060505	0.23848936	0.0369637	0.04580121	0.033140615
a31	0.039893243	0.5724556	0.18859518	0.054655198	0.084278055	0.060122717
a37	0.06413165	0.36443207	0.15769236	0.12598825	0.16369845	0.12405729
a31	0.0768087	0.2647634	0.19281559	0.12450974	0.18138938	0.15971313
a8	0.10642426	0.13085654	0.15310194	0.19657099	0.21106522	0.20198104
a31	0.11612715	0.11497887	0.1294956	0.20792903	0.21627732	0.21519199
a46	0.1373099	0.111242704	0.12348328	0.20729052	0.21058242	0.21009117
a31	0.13279784	0.1086202	0.11207792	0.2127547	0.21687114	0.2168782
</S>	0.15824735	0.122004665	0.12497055	0.1975574	0.19862746	0.1985926
