 	voglio	un	forno	che	vende	rustici	</S>
a31	0.03574991	0.04999572	0.12089114	0.18317829	0.22824824	0.24292971	0.13900702
a37	0.07036067	0.074955	0.119833805	0.21497902	0.22677891	0.240717	0.05237567
a31	0.08106639	0.092805855	0.12763053	0.19355077	0.23357248	0.21540302	0.055970907
a17	0.059631944	0.06747386	0.07187984	0.123720884	0.32111663	0.33977157	0.016405223
a20	0.05078004	0.056957196	0.06330516	0.15753894	0.31063652	0.34301844	0.017763732
a31	0.04471373	0.050806303	0.06024464	0.17852403	0.29579952	0.35044736	0.019464402
a41	0.026667293	0.02915568	0.035251018	0.088087715	0.28015813	0.52559793	0.015082242
a24	0.023938015	0.026988517	0.031816475	0.084737636	0.2508786	0.56444997	0.017190725
a31	0.02157433	0.025949836	0.03416205	0.11007491	0.23345982	0.55001	0.024768963
a39	0.015859364	0.016888078	0.023746103	0.050442077	0.15337801	0.7186382	0.021048186
a31	0.016915247	0.018760605	0.0251482	0.042106695	0.13569921	0.73668766	0.024682363
a8	0.020399818	0.021405594	0.02884979	0.042078763	0.08735806	0.7690004	0.030907609
a26	0.028058534	0.029715031	0.038675524	0.046994895	0.107273266	0.7038681	0.04541467
a23	0.026853556	0.027692627	0.033773705	0.040860653	0.10885319	0.71841115	0.0435551
a31	0.022901531	0.024724437	0.033660933	0.046560507	0.14012417	0.6798286	0.052199814
a20	0.02825054	0.028812347	0.038234837	0.046449278	0.08044262	0.7250309	0.052779485
a39	0.046054207	0.047458947	0.05636302	0.062839605	0.104500405	0.5998956	0.08288819
a11	0.027620824	0.029670818	0.046343323	0.054771267	0.14543135	0.6279087	0.068253666
a37	0.022541752	0.025829924	0.042912822	0.055645045	0.1710987	0.61538863	0.0665831
a14	0.022625891	0.026877066	0.043789033	0.057576083	0.18308912	0.60031354	0.06572931
a24	0.025326705	0.030689731	0.04769519	0.06180321	0.19489191	0.5692192	0.07037412
a28	0.031803533	0.037159458	0.059145883	0.06886405	0.19144589	0.5346246	0.0769566
a20	0.04221225	0.050732695	0.06653299	0.07854517	0.21081485	0.45401257	0.09714944
a8	0.04260809	0.05128887	0.06969293	0.08046699	0.20576985	0.44971666	0.100456685
</S>	0.055223018	0.064711556	0.08052491	0.08439503	0.18408455	0.4445487	0.08651234
