 	credo	che	stanno	ancora	svegli	</S>
a31	0.13310102	0.12832032	0.13922341	0.2307791	0.25556347	0.113012694
a20	0.18937041	0.18496984	0.1891474	0.19014639	0.1907574	0.055608638
a21	0.2569362	0.16741496	0.16889259	0.16831714	0.162909	0.07553007
a31	0.2360775	0.18045259	0.18176001	0.18075722	0.17599301	0.04495967
a37	0.23667325	0.14569184	0.17673688	0.19207495	0.22011337	0.028709676
a31	0.24792454	0.17043485	0.17895792	0.18144047	0.1908286	0.030413633
a13	0.20378852	0.12744659	0.16569081	0.22921708	0.25851098	0.015346003
a31	0.19507125	0.16474892	0.1943924	0.20572074	0.22233981	0.017726807
a20	0.1975529	0.12871465	0.16600348	0.25027335	0.24695934	0.010496211
a31	0.17669165	0.14978808	0.19617721	0.22264133	0.24127753	0.013424234
a39	0.21195376	0.12515463	0.1697192	0.2553233	0.22725624	0.010592884
a18	0.17099333	0.13898072	0.1899044	0.233757	0.25416952	0.01219509
a33	0.18371473	0.15946268	0.1987403	0.21326217	0.23100351	0.013816557
a39	0.23874798	0.13123436	0.17999072	0.1962681	0.23207779	0.021680973
a31	0.20833677	0.17410138	0.19544972	0.1967178	0.21005985	0.015334433
a39	0.29260772	0.10070732	0.14728454	0.22779055	0.21360838	0.018001547
a33	0.27619746	0.10920069	0.17036228	0.23740023	0.19028707	0.016552305
a8	0.27907395	0.0843208	0.14011669	0.2106713	0.24452446	0.041292794
a31	0.30418637	0.111914605	0.14513478	0.16845305	0.22737743	0.042933807
a7	0.32150698	0.07211637	0.11894491	0.22576419	0.21609877	0.045568798
a31	0.38818982	0.0777043	0.12369928	0.20497315	0.16930854	0.036124837
a3	0.401676	0.078699045	0.10597941	0.15857087	0.17565452	0.079420134
a31	0.36693805	0.09306371	0.10935842	0.1459003	0.18254147	0.10219806
a13	0.3348345	0.09120693	0.106001884	0.14340746	0.1915382	0.13301095
a20	0.24006265	0.10260176	0.10866452	0.14610073	0.22280468	0.17976558
a7	0.20198393	0.08645144	0.09553447	0.19865184	0.24681517	0.17056315
a35	0.19004366	0.07357065	0.0881765	0.23715241	0.2650394	0.14601737
a31	0.21920954	0.06291585	0.10287714	0.26450798	0.23933105	0.11115847
a20	0.16625316	0.092710145	0.1095265	0.24120058	0.2356696	0.15464003
a31	0.1482279	0.10537397	0.11433896	0.21240829	0.22830762	0.19134326
</S>	0.14335231	0.11600646	0.1263314	0.20347418	0.21106029	0.19977534
