 	è	che	è	entrato	da	qui	</S>
a31	0.119591534	0.2625878	0.087761536	0.043053757	0.14617312	0.22167866	0.1191536
a7	0.049995076	0.6439691	0.031402893	0.013355571	0.07236969	0.15870652	0.030201165
a18	0.053524878	0.6542679	0.033653997	0.0139894765	0.07364363	0.14446427	0.02645592
a31	0.042242173	0.5893754	0.054823183	0.03907992	0.07387238	0.13738438	0.063222595
a46	0.0831448	0.29448265	0.11274735	0.10092757	0.12851311	0.1639886	0.11619586
a31	0.10162329	0.15432678	0.1408548	0.14173126	0.14995547	0.16230735	0.14920105
a39	0.12164125	0.118255004	0.14923567	0.15073569	0.1522167	0.15485153	0.1530642
a28	0.12078845	0.11542929	0.14972161	0.15153661	0.15298519	0.15545134	0.15408751
a31	0.1396035	0.14070542	0.14333212	0.14347771	0.14380486	0.1447588	0.14431761
</S>	0.14231876	0.1423013	0.14298652	0.14300752	0.14306143	0.14319842	0.14312606
