 	non	sapeva	dove	a	stare	</S>
a20	0.11403653	0.23395847	0.10460935	0.17075063	0.30340838	0.07323665
a31	0.18486106	0.19699544	0.18351169	0.17932104	0.19489853	0.060412254
a37	0.1705782	0.26885954	0.117866926	0.14345293	0.28374323	0.015499211
a38	0.19742009	0.2528233	0.14826842	0.15090814	0.22882253	0.021757545
a31	0.16734615	0.28208858	0.106104754	0.11897155	0.3125822	0.012906736
a41	0.09584748	0.31210268	0.050119035	0.05977981	0.46795034	0.014200575
a10	0.06968239	0.29435802	0.05225854	0.067597	0.49380064	0.022303365
a20	0.04977911	0.25026956	0.04531892	0.06321871	0.56402916	0.027384507
a9	0.0374843	0.23686057	0.035222664	0.06041447	0.59656036	0.033457674
</S>	0.04392064	0.1961645	0.038762324	0.066984184	0.6030145	0.051153854
