 	non	sono	ancora	vestita	</S>
a31	0.21109855	0.057639837	0.43798795	0.22436875	0.06890493
a23	0.40146413	0.011826111	0.4442221	0.12698255	0.015505117
a31	0.45919	0.010745298	0.40894693	0.10729475	0.013823013
a7	0.5829888	0.0129974345	0.3327254	0.053335298	0.017952979
a31	0.66045845	0.012450941	0.2581918	0.052955713	0.015943041
a13	0.7034676	0.018896274	0.18199168	0.062300038	0.033344362
a31	0.6896101	0.031009255	0.16108994	0.06909981	0.04919085
a37	0.55584913	0.04314322	0.21328735	0.1003444	0.08737587
a18	0.37951046	0.07763303	0.23435712	0.16058661	0.14791274
a31	0.22133328	0.1129215	0.28513178	0.19192836	0.18868507
a46	0.15060784	0.17838173	0.2429114	0.2144884	0.21361065
a8	0.12962992	0.16544206	0.24808294	0.22878346	0.22806162
</S>	0.18659139	0.1955144	0.21987742	0.1993461	0.19867067
