 	vengono	vestiti	dai	genitori	</S>
a31	0.065519355	0.13881172	0.25893155	0.3170303	0.21970709
a46	0.024711011	0.2660216	0.23271215	0.3674701	0.10908516
a18	0.025392685	0.2703403	0.16951086	0.40176138	0.13299474
a31	0.02033303	0.33437887	0.17561981	0.36383948	0.105828874
a11	0.026776409	0.50722283	0.09618165	0.290754	0.07906518
a31	0.022739239	0.4939957	0.09991901	0.3005398	0.08280624
a39	0.040103406	0.55257595	0.08343257	0.23239557	0.09149253
a31	0.061622925	0.5352302	0.10588246	0.20045692	0.09680739
a35	0.07446597	0.45364484	0.09940179	0.22487545	0.147612
a31	0.1029064	0.4345966	0.12096285	0.19158961	0.1499446
a18	0.11044507	0.28737012	0.12436281	0.25464442	0.2231776
a0	0.12069291	0.33217427	0.13403678	0.22165428	0.19144171
a31	0.11135125	0.23950143	0.12758188	0.274932	0.24663343
a37	0.1324063	0.17457761	0.15556017	0.2727312	0.26472467
a20	0.1274401	0.1996018	0.13830636	0.27289817	0.26175362
a31	0.14088885	0.15663575	0.17455858	0.26880255	0.25911424
a41	0.16866028	0.15972717	0.19822367	0.2374611	0.23592769
a20	0.1459905	0.14532177	0.17588536	0.2671946	0.26560777
a31	0.1776209	0.16830663	0.19827977	0.22993812	0.2258546
a20	0.19377005	0.18647213	0.20218156	0.20897782	0.20859846
a39	0.16897048	0.15174668	0.19900508	0.24043277	0.23984493
a46	0.18646388	0.18421024	0.19429094	0.2196737	0.2153613
a41	0.18640657	0.19038397	0.19216257	0.21820392	0.21284296
</S>	0.15682805	0.15959504	0.17915548	0.25806168	0.2463597
