 	io	non	ho	niente	da	mangiare	</S>
a8	0.05060893	0.08672039	0.11972689	0.20519745	0.18029638	0.28966546	0.06778444
a31	0.13833998	0.17406575	0.17160013	0.18644193	0.12407308	0.17592065	0.029558433
a8	0.08544857	0.12499944	0.16452664	0.30338892	0.11388264	0.19244023	0.015313623
a20	0.09516274	0.12853226	0.1637507	0.3206701	0.08991049	0.18361905	0.01835469
a31	0.09652045	0.14448723	0.17384338	0.2945695	0.102293804	0.17274897	0.015536698
a14	0.10620395	0.13627724	0.13262066	0.43009192	0.04485347	0.14330506	0.006647708
a31	0.116493344	0.14864376	0.15236287	0.3631616	0.046617758	0.16646661	0.0062540937
a13	0.13238384	0.15279947	0.106499694	0.46174875	0.022331083	0.116812855	0.0074243615
a37	0.11802139	0.12873995	0.0702125	0.57136047	0.01916387	0.084266074	0.008235766
a10	0.09693824	0.11153023	0.060294144	0.60665053	0.019279566	0.09520828	0.010098941
a20	0.082527824	0.10257379	0.058419906	0.5713747	0.022960989	0.14862007	0.013522672
a7	0.06693447	0.08603322	0.05019855	0.57684815	0.031947814	0.16593343	0.022104315
a18	0.055587854	0.066417575	0.040381506	0.6398814	0.039047748	0.12488005	0.033803936
a44	0.045301028	0.05429616	0.04218258	0.6790984	0.045106035	0.09328849	0.040727343
</S>	0.09628013	0.10305094	0.0979392	0.39850408	0.09855553	0.107874915	0.097795196
