 	non	so	cosa	stai	scrivendo	</S>
a31	0.13972723	0.085203916	0.15732984	0.19738813	0.24524173	0.17510912
a21	0.19779992	0.139986	0.12090327	0.23100081	0.22835761	0.08195244
a31	0.2042547	0.11976158	0.14543527	0.24050611	0.22131568	0.06872672
a10	0.14993992	0.09614009	0.058082353	0.3414629	0.32817236	0.026202442
a7	0.17096357	0.09919093	0.056278817	0.33819813	0.30660322	0.02876528
a41	0.19785033	0.10185906	0.05478534	0.33007693	0.2820407	0.03338767
a31	0.21631287	0.11970041	0.049297236	0.29730982	0.27638543	0.040994257
a8	0.11112443	0.05266035	0.013146005	0.38180318	0.4124751	0.028790895
a31	0.09648932	0.058063824	0.030493759	0.3099902	0.4546153	0.050347522
a8	0.05821675	0.035590716	0.009833631	0.3600322	0.51675874	0.019567931
a23	0.056118395	0.042519335	0.01887198	0.30650866	0.5424653	0.033516344
a8	0.0905754	0.060119428	0.03702706	0.29583248	0.47357893	0.0428667
a31	0.07832585	0.051784586	0.042190704	0.25005722	0.50916415	0.06847753
a21	0.033606533	0.027099783	0.011451613	0.308636	0.5929003	0.026305787
a31	0.040776473	0.029367305	0.0126057025	0.35085765	0.5404763	0.025916556
a24	0.030987862	0.02568581	0.01318604	0.28741875	0.61786747	0.024854086
a21	0.035575945	0.027938409	0.020815918	0.24747452	0.6348865	0.03330872
a31	0.03180005	0.026995128	0.027153378	0.2527059	0.6099339	0.051411603
a17	0.030196685	0.028785191	0.025634525	0.20374645	0.66674596	0.044891104
a20	0.063740864	0.057915993	0.06720658	0.18140407	0.52043504	0.109297484
a0	0.061386842	0.058292475	0.072111644	0.22184433	0.49066183	0.09570293
a31	0.061023567	0.05806502	0.06811709	0.26659966	0.46372047	0.0824742
a8	0.06690304	0.06798849	0.07867884	0.20203209	0.49345437	0.09094309
a37	0.09401214	0.09623566	0.10981692	0.18064578	0.39820546	0.12108401
</S>	0.10447033	0.106484726	0.11497225	0.2185822	0.3334088	0.12208177
